"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-5502.conditionType";"session.node-8275.DPorder";"trial.id";"trial.index";"trial.name";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"test";;;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-15 15:24:11.733";"2014-02-15 15:26:27.780";"1";"1";"2";"1";"0";"module.GoNoGotutorial.exec-7240.GoNoGo_Tutorial";;;;;;;;;;;;"4001";"2014-02-15 15:25:22.762";"leftResponse";"0";"FINISHED";"LEFT";"success";"1211";"0";"2014-02-15 15:25:18.761"
"test";;;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-15 15:24:11.733";"2014-02-15 15:26:27.780";"1";"1";"2";"2";"1";"module.GoNoGotutorial.exec-7240.GoNoGo_Tutorial";;;;;;;;;;;;"4000";"2014-02-15 15:25:28.058";"rightResponse";"1";"FINISHED";"RIGHT";"success";"562";"0";"2014-02-15 15:25:24.058"
"test";;;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-15 15:24:11.733";"2014-02-15 15:26:27.780";"1";"1";"2";"3";"2";"module.GoNoGotutorial.exec-7240.GoNoGo_Tutorial";;;;;;;;;;;;"3999";"2014-02-15 15:25:33.354";"signalResponse";"0";"FINISHED";"NONE";"success";"0";"1";"2014-02-15 15:25:29.353"
"test";;;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-15 15:24:11.733";"2014-02-15 15:26:27.780";"1";"1";"2";"4";"3";"module.GoNoGopractice.exec-5588.GoNoGo_Practice";"1958";"2014-02-15 15:25:40.862";"18";"0";"FINISHED";"LEFT";"success";"368";"0";"2014-02-15 15:25:38.903";"3";;;;;;;;;;
"test";;;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-15 15:24:11.733";"2014-02-15 15:26:27.780";"1";"1";"2";"5";"4";"module.GoNoGopractice.exec-5588.GoNoGo_Practice";"1954";"2014-02-15 15:25:44.103";"21";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-15 15:25:42.148";"3";;;;;;;;;;
"test";;;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-15 15:24:11.733";"2014-02-15 15:26:27.780";"1";"1";"2";"6";"5";"module.GoNoGopractice.exec-5588.GoNoGo_Practice";"1955";"2014-02-15 15:25:47.354";"14";"1";"FINISHED";"NONE";"success";"0";"1";"2014-02-15 15:25:45.397";"2";;;;;;;;;;
"test";;;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-15 15:24:11.733";"2014-02-15 15:26:27.780";"1";"1";"2";"7";"6";"module.GoNoGopractice.exec-5588.GoNoGo_Practice";"1950";"2014-02-15 15:25:50.585";"26";"0";"FINISHED";"LEFT";"success";"1043";"0";"2014-02-15 15:25:48.634";"3";;;;;;;;;;
"test";;;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-15 15:24:11.733";"2014-02-15 15:26:27.780";"1";"1";"2";"8";"7";"module.GoNoGopractice.exec-5588.GoNoGo_Practice";"1950";"2014-02-15 15:25:53.815";"2";"0";"FINISHED";"LEFT";"success";"448";"0";"2014-02-15 15:25:51.864";"1";;;;;;;;;;
"test";;;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-15 15:24:11.733";"2014-02-15 15:26:27.780";"1";"1";"2";"9";"8";"module.GoNoGopractice.exec-5588.GoNoGo_Practice";"2048";"2014-02-15 15:25:57.140";"30";"0";"FINISHED";"LEFT";"failure";"878";"1";"2014-02-15 15:25:55.091";"3";;;;;;;;;;
"test";;;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-15 15:24:11.733";"2014-02-15 15:26:27.780";"1";"1";"2";"10";"9";"module.GoNoGopractice.exec-5588.GoNoGo_Practice";"1950";"2014-02-15 15:26:00.384";"6";"1";"FINISHED";"RIGHT";"failure";"399";"1";"2014-02-15 15:25:58.433";"1";;;;;;;;;;
