"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-6456.conditionType";"session.node-7823.blockOrder";"session.node-7823.IATorder";"session.node-7823.keyOrder";"trial.id";"trial.index";"trial.name";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"willmo95";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-10-06 10:11:00.681";"2014-10-06 10:11:12.273";"1";"1";"1";"0";"0";"1";"0";"module.GoNoGotutorial.exec-4117.GoNoGo_Tutorial";"3998";"2014-10-06 10:11:11.852";"leftResponse";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-10-06 10:11:07.842"
