"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-2964.blockOrder";"session.node-2964.IATorder";"session.node-2964.keyOrder";"session.node-4522.conditionType";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.Error Type";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime";"trial.IAT_block1.durationTime";"trial.IAT_block1.endTime";"trial.IAT_block1.outcome";"trial.IAT_block1.response";"trial.IAT_block1.result";"trial.IAT_block1.RT";"trial.IAT_block1.startTime";"trial.IAT_block1.Stimfile";"trial.IAT_block1.stimType";"trial.IAT_block1.word";"trial.IAT_Practice1.durationTime";"trial.IAT_Practice1.endTime";"trial.IAT_Practice1.outcome";"trial.IAT_Practice1.response";"trial.IAT_Practice1.result";"trial.IAT_Practice1.RT";"trial.IAT_Practice1.startTime";"trial.IAT_Practice1.Stimfile";"trial.IAT_Practice1.stimType";"trial.IAT_Practice1.word"
"2013_022";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 13:46:41.157";"2015-03-09 13:58:10.881";"1";"0";"0";"1";"0";"15";"14";"module.GoNoGopractice.exec-2792.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1959";"2015-03-09 13:48:06.037";"27";"1";"FINISHED";"RIGHT";"success";"590";"0";"2015-03-09 13:48:04.071";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2013_022";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 13:46:41.157";"2015-03-09 13:58:10.881";"1";"0";"0";"1";"0";"16";"15";"module.training_block1.exec-6047.GoNoGo1";"1256";"2015-03-09 13:48:14.742";"NST_correctLoc";"10";"0";"FINISHED";"LEFT";"success";"501";"0";"2015-03-09 13:48:13.478";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2013_022";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 13:46:41.157";"2015-03-09 13:58:10.881";"1";"0";"0";"1";"0";"17";"16";"module.training_block1.exec-6047.GoNoGo1";"1257";"2015-03-09 13:48:17.285";"NST_correctLoc";"0";"1";"FINISHED";"RIGHT";"success";"431";"0";"2015-03-09 13:48:16.021";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2013_022";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 13:46:41.157";"2015-03-09 13:58:10.881";"1";"0";"0";"1";"0";"18";"17";"module.training_block1.exec-6047.GoNoGo1";"1257";"2015-03-09 13:48:19.827";"NST_correctLoc";"19";"0";"FINISHED";"LEFT";"success";"538";"0";"2015-03-09 13:48:18.564";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2013_022";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 13:46:41.157";"2015-03-09 13:58:10.881";"1";"0";"0";"1";"0";"19";"18";"module.training_block1.exec-6047.GoNoGo1";"1258";"2015-03-09 13:48:22.370";"NST_correctLoc";"12";"0";"FINISHED";"LEFT";"success";"411";"0";"2015-03-09 13:48:21.107";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2013_022";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 13:46:41.157";"2015-03-09 13:58:10.881";"1";"0";"0";"1";"0";"20";"19";"module.training_block1.exec-6047.GoNoGo1";"1257";"2015-03-09 13:48:24.913";"NST_correctLoc";"29";"1";"FINISHED";"RIGHT";"success";"412";"0";"2015-03-09 13:48:23.649";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2013_022";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 13:46:41.157";"2015-03-09 13:58:10.881";"1";"0";"0";"1";"0";"21";"20";"module.training_block1.exec-6047.GoNoGo1";"1261";"2015-03-09 13:48:27.456";"NST_correctLoc";"13";"0";"FINISHED";"LEFT";"success";"449";"0";"2015-03-09 13:48:26.192";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2013_022";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 13:46:41.157";"2015-03-09 13:58:10.881";"1";"0";"0";"1";"0";"22";"21";"module.training_block1.exec-6047.GoNoGo1";"1257";"2015-03-09 13:48:29.999";"NST_correctLoc";"15";"0";"FINISHED";"LEFT";"success";"413";"0";"2015-03-09 13:48:28.735";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2013_022";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 13:46:41.157";"2015-03-09 13:58:10.881";"1";"0";"0";"1";"0";"23";"22";"module.training_block1.exec-6047.GoNoGo1";"1252";"2015-03-09 13:48:32.542";"NST_correctLoc";"16";"0";"FINISHED";"LEFT";"success";"442";"0";"2015-03-09 13:48:31.278";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2013_022";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 13:46:41.157";"2015-03-09 13:58:10.881";"1";"0";"0";"1";"0";"24";"23";"module.training_block1.exec-6047.GoNoGo1";"1257";"2015-03-09 13:48:35.084";"NST_correctLoc";"4";"0";"FINISHED";"LEFT";"success";"392";"0";"2015-03-09 13:48:33.821";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2013_022";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 13:46:41.157";"2015-03-09 13:58:10.881";"1";"0";"0";"1";"0";"25";"24";"module.training_block1.exec-6047.GoNoGo1";"1258";"2015-03-09 13:48:37.627";"NST_correctLoc";"33";"0";"FINISHED";"LEFT";"success";"338";"0";"2015-03-09 13:48:36.364";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2013_022";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 13:46:41.157";"2015-03-09 13:58:10.881";"1";"0";"0";"1";"0";"26";"25";"module.training_block1.exec-6047.GoNoGo1";"1257";"2015-03-09 13:48:40.170";"NST_correctLoc";"21";"0";"FINISHED";"LEFT";"success";"346";"0";"2015-03-09 13:48:38.906";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2013_022";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 13:46:41.157";"2015-03-09 13:58:10.881";"1";"0";"0";"1";"0";"27";"26";"module.training_block1.exec-6047.GoNoGo1";"1257";"2015-03-09 13:48:42.713";"NST_correctLoc";"14";"0";"FINISHED";"LEFT";"success";"308";"0";"2015-03-09 13:48:41.449";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2013_022";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 13:46:41.157";"2015-03-09 13:58:10.881";"1";"0";"0";"1";"0";"28";"27";"module.training_block1.exec-6047.GoNoGo1";"1257";"2015-03-09 13:48:45.256";"NST_correctLoc";"9";"1";"FINISHED";"RIGHT";"success";"309";"0";"2015-03-09 13:48:43.992";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2013_022";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 13:46:41.157";"2015-03-09 13:58:10.881";"1";"0";"0";"1";"0";"29";"28";"module.training_block1.exec-6047.GoNoGo1";"1261";"2015-03-09 13:48:47.798";"NST_correctLoc";"23";"0";"FINISHED";"LEFT";"success";"322";"0";"2015-03-09 13:48:46.535";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2013_022";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 13:46:41.157";"2015-03-09 13:58:10.881";"1";"0";"0";"1";"0";"30";"29";"module.training_block1.exec-6047.GoNoGo1";"1256";"2015-03-09 13:48:50.341";"NST_correctLoc";"20";"1";"FINISHED";"RIGHT";"success";"327";"0";"2015-03-09 13:48:49.078";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2013_022";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 13:46:41.157";"2015-03-09 13:58:10.881";"1";"0";"0";"1";"0";"31";"30";"module.training_block1.exec-6047.GoNoGo1";"1257";"2015-03-09 13:48:52.884";"NST_correctLoc";"24";"0";"FINISHED";"LEFT";"success";"377";"0";"2015-03-09 13:48:51.620";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2013_022";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 13:46:41.157";"2015-03-09 13:58:10.881";"1";"0";"0";"1";"0";"32";"31";"module.training_block1.exec-6047.GoNoGo1";"1258";"2015-03-09 13:48:55.427";"NST_correctLoc";"1";"0";"FINISHED";"LEFT";"success";"346";"0";"2015-03-09 13:48:54.163";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2013_022";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 13:46:41.157";"2015-03-09 13:58:10.881";"1";"0";"0";"1";"0";"33";"32";"module.training_block1.exec-6047.GoNoGo1";"1261";"2015-03-09 13:48:57.970";"NST_correctLoc";"2";"1";"FINISHED";"RIGHT";"success";"439";"0";"2015-03-09 13:48:56.706";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2013_022";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 13:46:41.157";"2015-03-09 13:58:10.881";"1";"0";"0";"1";"0";"34";"33";"module.training_block1.exec-6047.GoNoGo1";"1257";"2015-03-09 13:49:00.512";"NST_correctLoc";"18";"1";"FINISHED";"RIGHT";"success";"436";"0";"2015-03-09 13:48:59.249";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2013_022";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 13:46:41.157";"2015-03-09 13:58:10.881";"1";"0";"0";"1";"0";"35";"34";"module.training_block1.exec-6047.GoNoGo1";"1261";"2015-03-09 13:49:03.055";"NST_correctLoc";"27";"0";"FINISHED";"LEFT";"success";"873";"0";"2015-03-09 13:49:01.792";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2013_022";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 13:46:41.157";"2015-03-09 13:58:10.881";"1";"0";"0";"1";"0";"36";"35";"module.training_block1.exec-6047.GoNoGo1";"1261";"2015-03-09 13:49:05.598";"NST_correctLoc";"34";"1";"FINISHED";"RIGHT";"success";"475";"0";"2015-03-09 13:49:04.334";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2013_022";"1995";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 13:46:41.157";"2015-03-09 13:58:10.881";"1";"0";"0";"1";"0";"37";"36";"module.training_block1.exec-6047.GoNoGo1";"1257";"2015-03-09 13:49:08.141";"NST_correctLoc";"17";"1";"FINISHED";"RIGHT";"success";"319";"0";"2015-03-09 13:49:06.877";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
