"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-1820.blockOrder";"session.node-1820.IATorder";"session.node-1820.keyOrder";"session.node-2479.blockOrder";"session.node-2479.IATorder";"session.node-2479.keyOrder";"session.node-2832.conditionType";"session.node-3795.blockOrder";"session.node-3795.IATorder";"session.node-3795.keyOrder";"session.node-4206.conditionType";"session.node-4528.conditionType";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.Error Type";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime";"trial.IAT_block1.durationTime";"trial.IAT_block1.endTime";"trial.IAT_block1.outcome";"trial.IAT_block1.response";"trial.IAT_block1.result";"trial.IAT_block1.RT";"trial.IAT_block1.startTime";"trial.IAT_block1.Stimfile";"trial.IAT_block1.stimType";"trial.IAT_block1.word";"trial.IAT_block2.durationTime";"trial.IAT_block2.endTime";"trial.IAT_block2.outcome";"trial.IAT_block2.response";"trial.IAT_block2.result";"trial.IAT_block2.RT";"trial.IAT_block2.startTime";"trial.IAT_block2.Stimfile";"trial.IAT_block2.stimType";"trial.IAT_block2.word";"trial.IAT_block3.durationTime";"trial.IAT_block3.endTime";"trial.IAT_block3.outcome";"trial.IAT_block3.response";"trial.IAT_block3.result";"trial.IAT_block3.RT";"trial.IAT_block3.startTime";"trial.IAT_block3.Stimfile";"trial.IAT_block3.stimType";"trial.IAT_block3.word";"trial.IAT_block4.durationTime";"trial.IAT_block4.endTime";"trial.IAT_block4.outcome";"trial.IAT_block4.response";"trial.IAT_block4.result";"trial.IAT_block4.RT";"trial.IAT_block4.startTime";"trial.IAT_block4.Stimfile";"trial.IAT_block4.stimType";"trial.IAT_block4.word";"trial.IAT_Practice1.durationTime";"trial.IAT_Practice1.endTime";"trial.IAT_Practice1.outcome";"trial.IAT_Practice1.response";"trial.IAT_Practice1.result";"trial.IAT_Practice1.RT";"trial.IAT_Practice1.startTime";"trial.IAT_Practice1.Stimfile";"trial.IAT_Practice1.stimType";"trial.IAT_Practice1.word";"trial.IAT_practice2.durationTime";"trial.IAT_practice2.endTime";"trial.IAT_practice2.outcome";"trial.IAT_practice2.response";"trial.IAT_practice2.result";"trial.IAT_practice2.RT";"trial.IAT_practice2.startTime";"trial.IAT_practice2.Stimfile";"trial.IAT_practice2.stimType";"trial.IAT_practice2.word"
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"125";"124";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:51:54.871";"NST_correctLoc";"13";"1";"FINISHED";"RIGHT";"success";"520";"0";"2014-10-06 15:51:53.621";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"126";"125";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:51:57.381";"NST_correctLoc";"14";"0";"FINISHED";"LEFT";"success";"658";"0";"2014-10-06 15:51:56.131";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"127";"126";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:51:59.891";"NST_correctLoc";"33";"1";"FINISHED";"RIGHT";"success";"548";"0";"2014-10-06 15:51:58.641";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"128";"127";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:52:02.401";"NST_correctLoc";"21";"0";"FINISHED";"LEFT";"success";"614";"0";"2014-10-06 15:52:01.151";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"129";"128";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:52:04.911";"NST_correctLoc";"11";"0";"FINISHED";"LEFT";"success";"632";"0";"2014-10-06 15:52:03.661";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"130";"129";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:52:07.421";"NST_correctLoc";"26";"0";"FINISHED";"LEFT";"success";"562";"0";"2014-10-06 15:52:06.171";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"131";"130";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:52:09.931";"NST_correctLoc";"20";"1";"FINISHED";"RIGHT";"success";"780";"0";"2014-10-06 15:52:08.681";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"132";"131";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:52:12.441";"NST_correctLoc";"10";"1";"FINISHED";"RIGHT";"success";"870";"0";"2014-10-06 15:52:11.191";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"133";"132";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:52:14.951";"NST_correctLoc";"30";"0";"FINISHED";"LEFT";"success";"560";"0";"2014-10-06 15:52:13.701";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"134";"133";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:52:17.461";"NST_correctLoc";"18";"1";"FINISHED";"RIGHT";"success";"714";"0";"2014-10-06 15:52:16.211";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"135";"134";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:52:19.971";"NST_miss";"2";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-10-06 15:52:18.721";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"136";"135";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:52:22.481";"NST_correctLoc";"19";"1";"FINISHED";"RIGHT";"success";"630";"0";"2014-10-06 15:52:21.231";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"137";"136";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:52:24.991";"NST_correctLoc";"31";"1";"FINISHED";"RIGHT";"success";"608";"0";"2014-10-06 15:52:23.741";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"138";"137";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:52:27.501";"NST_correctLoc";"15";"1";"FINISHED";"RIGHT";"success";"450";"0";"2014-10-06 15:52:26.251";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"139";"138";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:52:30.011";"NST_correctLoc";"1";"1";"FINISHED";"RIGHT";"success";"612";"0";"2014-10-06 15:52:28.761";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"140";"139";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:52:32.521";"NST_correctLoc";"23";"0";"FINISHED";"LEFT";"success";"894";"0";"2014-10-06 15:52:31.271";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"141";"140";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:52:35.031";"NST_miss";"7";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-10-06 15:52:33.781";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"142";"141";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:52:37.541";"NST_correctLoc";"22";"1";"FINISHED";"RIGHT";"success";"522";"0";"2014-10-06 15:52:36.291";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"143";"142";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:52:40.051";"NST_correctLoc";"12";"0";"FINISHED";"LEFT";"success";"564";"0";"2014-10-06 15:52:38.801";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"144";"143";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:52:42.561";"NST_correctLoc";"8";"0";"FINISHED";"LEFT";"success";"510";"0";"2014-10-06 15:52:41.311";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"145";"144";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:52:45.071";"NST_correctLoc";"0";"1";"FINISHED";"RIGHT";"success";"568";"0";"2014-10-06 15:52:43.821";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"146";"145";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:52:47.581";"NST_correctLoc";"35";"0";"FINISHED";"LEFT";"success";"626";"0";"2014-10-06 15:52:46.331";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"147";"146";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-10-06 15:52:50.091";"NST_correctLoc";"27";"0";"FINISHED";"LEFT";"success";"1013";"0";"2014-10-06 15:52:48.841";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"148";"147";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:52:52.601";"NST_correctLoc";"25";"1";"FINISHED";"RIGHT";"success";"406";"0";"2014-10-06 15:52:51.351";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"149";"148";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:52:55.121";"NST_correctLoc";"16";"0";"FINISHED";"LEFT";"success";"574";"0";"2014-10-06 15:52:53.871";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"150";"149";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:52:57.631";"NST_correctLoc";"28";"1";"FINISHED";"RIGHT";"success";"496";"0";"2014-10-06 15:52:56.381";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"151";"150";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:53:00.141";"NST_correctLoc";"6";"1";"FINISHED";"RIGHT";"success";"482";"0";"2014-10-06 15:52:58.891";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"152";"151";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:53:02.651";"NST_correctLoc";"3";"0";"FINISHED";"LEFT";"success";"308";"0";"2014-10-06 15:53:01.401";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"153";"152";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:53:05.161";"NST_correctLoc";"17";"1";"FINISHED";"RIGHT";"success";"598";"0";"2014-10-06 15:53:03.911";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"154";"153";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:53:07.671";"NST_correctLoc";"9";"1";"FINISHED";"RIGHT";"success";"368";"0";"2014-10-06 15:53:06.421";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"155";"154";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:53:10.181";"NST_correctLoc";"29";"1";"FINISHED";"RIGHT";"success";"394";"0";"2014-10-06 15:53:08.931";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"156";"155";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:53:12.691";"NST_correctLoc";"32";"1";"FINISHED";"RIGHT";"success";"356";"0";"2014-10-06 15:53:11.441";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"157";"156";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:53:15.201";"NST_correctLoc";"34";"1";"FINISHED";"RIGHT";"success";"486";"0";"2014-10-06 15:53:13.951";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"abistocks";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-10-06 15:43:18.907";"2014-10-06 16:04:52.792";"1";;;;"1";"0";"0";;;;;;"0";"158";"157";"module.training_block4.exec-2589.GoNoGo4";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-10-06 15:53:17.711";"NST_correctLoc";"24";"0";"FINISHED";"LEFT";"success";"712";"0";"2014-10-06 15:53:16.461";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
