"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-2742.conditionType";"session.node-3386.blockOrder";"session.node-3386.IATorder";"session.node-3386.keyOrder";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.Error Type";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime";"trial.IAT_block1.durationTime";"trial.IAT_block1.endTime";"trial.IAT_block1.outcome";"trial.IAT_block1.response";"trial.IAT_block1.result";"trial.IAT_block1.RT";"trial.IAT_block1.startTime";"trial.IAT_block1.Stimfile";"trial.IAT_block1.stimType";"trial.IAT_block1.word";"trial.IAT_block2.durationTime";"trial.IAT_block2.endTime";"trial.IAT_block2.outcome";"trial.IAT_block2.response";"trial.IAT_block2.result";"trial.IAT_block2.RT";"trial.IAT_block2.startTime";"trial.IAT_block2.Stimfile";"trial.IAT_block2.stimType";"trial.IAT_block2.word";"trial.IAT_Practice1.durationTime";"trial.IAT_Practice1.endTime";"trial.IAT_Practice1.outcome";"trial.IAT_Practice1.response";"trial.IAT_Practice1.result";"trial.IAT_Practice1.RT";"trial.IAT_Practice1.startTime";"trial.IAT_Practice1.Stimfile";"trial.IAT_Practice1.stimType";"trial.IAT_Practice1.word";"trial.IAT_practice2.durationTime";"trial.IAT_practice2.endTime";"trial.IAT_practice2.outcome";"trial.IAT_practice2.response";"trial.IAT_practice2.result";"trial.IAT_practice2.RT";"trial.IAT_practice2.startTime";"trial.IAT_practice2.Stimfile";"trial.IAT_practice2.stimType";"trial.IAT_practice2.word"
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"1";"0";"module.GoNoGotutorial.exec-8571.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3991";"2014-07-17 16:09:58.061";"leftResponse";"0";"FINISHED";"LEFT";"success";"740";"0";"2014-07-17 16:09:54.061";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"2";"1";"module.GoNoGotutorial.exec-8571.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3991";"2014-07-17 16:10:03.351";"rightResponse";"1";"FINISHED";"RIGHT";"success";"427";"0";"2014-07-17 16:09:59.351";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"3";"2";"module.GoNoGotutorial.exec-8571.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3991";"2014-07-17 16:10:08.651";"signalResponse";"0";"FINISHED";"NONE";"success";"0";"1";"2014-07-17 16:10:04.651";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"4";"3";"module.GoNoGopractice.exec-7974.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1941";"2014-07-17 16:10:16.381";"18";"0";"FINISHED";"LEFT";"success";"354";"0";"2014-07-17 16:10:14.431";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"5";"4";"module.GoNoGopractice.exec-7974.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1941";"2014-07-17 16:10:19.621";"21";"1";"FINISHED";"RIGHT";"success";"298";"0";"2014-07-17 16:10:17.671";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"6";"5";"module.GoNoGopractice.exec-7974.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1940";"2014-07-17 16:10:22.861";"14";"1";"FINISHED";"RIGHT";"failure";"601";"1";"2014-07-17 16:10:20.911";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"7";"6";"module.GoNoGopractice.exec-7974.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1949";"2014-07-17 16:10:26.211";"26";"0";"FINISHED";"LEFT";"success";"532";"0";"2014-07-17 16:10:24.261";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"8";"7";"module.GoNoGopractice.exec-7974.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1941";"2014-07-17 16:10:29.451";"2";"0";"FINISHED";"LEFT";"success";"373";"0";"2014-07-17 16:10:27.501";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"9";"8";"module.GoNoGopractice.exec-7974.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1942";"2014-07-17 16:10:32.691";"30";"0";"FINISHED";"NONE";"success";"0";"1";"2014-07-17 16:10:30.741";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"10";"9";"module.GoNoGopractice.exec-7974.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1941";"2014-07-17 16:10:35.931";"6";"1";"FINISHED";"NONE";"success";"0";"1";"2014-07-17 16:10:33.981";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"11";"10";"module.GoNoGopractice.exec-7974.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1942";"2014-07-17 16:10:39.171";"34";"0";"FINISHED";"LEFT";"success";"414";"0";"2014-07-17 16:10:37.221";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"12";"11";"module.GoNoGopractice.exec-7974.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1941";"2014-07-17 16:10:42.411";"23";"1";"FINISHED";"RIGHT";"success";"357";"0";"2014-07-17 16:10:40.461";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"13";"12";"module.GoNoGopractice.exec-7974.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1941";"2014-07-17 16:10:45.651";"13";"0";"FINISHED";"NONE";"success";"0";"1";"2014-07-17 16:10:43.701";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"14";"13";"module.GoNoGopractice.exec-7974.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1942";"2014-07-17 16:10:48.881";"3";"1";"FINISHED";"RIGHT";"success";"432";"0";"2014-07-17 16:10:46.931";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"15";"14";"module.GoNoGopractice.exec-7974.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1941";"2014-07-17 16:10:52.111";"27";"1";"FINISHED";"NONE";"success";"0";"1";"2014-07-17 16:10:50.161";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"16";"15";"module.training_block1.exec-8494.GoNoGo1";"1249";"2014-07-17 16:11:01.961";"ST_correctStop";"4";"0";"FINISHED";"NONE";"success";"0";"1";"2014-07-17 16:11:00.711";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"17";"16";"module.training_block1.exec-8494.GoNoGo1";"1242";"2014-07-17 16:11:04.501";"ST_correctStop";"28";"0";"FINISHED";"NONE";"success";"0";"1";"2014-07-17 16:11:03.251";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"18";"17";"module.training_block1.exec-8494.GoNoGo1";"1242";"2014-07-17 16:11:07.041";"NST_correctLoc";"9";"1";"FINISHED";"RIGHT";"success";"371";"0";"2014-07-17 16:11:05.791";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"19";"18";"module.training_block1.exec-8494.GoNoGo1";"1241";"2014-07-17 16:11:09.571";"NST_correctLoc";"17";"0";"FINISHED";"LEFT";"success";"392";"0";"2014-07-17 16:11:08.321";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"20";"19";"module.training_block1.exec-8494.GoNoGo1";"1242";"2014-07-17 16:11:12.101";"ST_correctStop";"5";"1";"FINISHED";"NONE";"success";"0";"1";"2014-07-17 16:11:10.851";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"21";"20";"module.training_block1.exec-8494.GoNoGo1";"1242";"2014-07-17 16:11:14.631";"NST_correctLoc";"20";"0";"FINISHED";"LEFT";"success";"565";"0";"2014-07-17 16:11:13.381";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"22";"21";"module.training_block1.exec-8494.GoNoGo1";"1242";"2014-07-17 16:11:17.161";"NST_correctLoc";"12";"0";"FINISHED";"LEFT";"success";"459";"0";"2014-07-17 16:11:15.911";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"23";"22";"module.training_block1.exec-8494.GoNoGo1";"1241";"2014-07-17 16:11:19.691";"ST_correctStop";"7";"0";"FINISHED";"NONE";"success";"0";"1";"2014-07-17 16:11:18.441";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"24";"23";"module.training_block1.exec-8494.GoNoGo1";"1242";"2014-07-17 16:11:22.221";"ST_correctStop";"35";"0";"FINISHED";"NONE";"success";"0";"1";"2014-07-17 16:11:20.971";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"25";"24";"module.training_block1.exec-8494.GoNoGo1";"1240";"2014-07-17 16:11:24.751";"NST_correctLoc";"32";"0";"FINISHED";"LEFT";"success";"419";"0";"2014-07-17 16:11:23.501";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"26";"25";"module.training_block1.exec-8494.GoNoGo1";"1242";"2014-07-17 16:11:27.281";"NST_correctLoc";"25";"0";"FINISHED";"LEFT";"success";"371";"0";"2014-07-17 16:11:26.031";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"27";"26";"module.training_block1.exec-8494.GoNoGo1";"1242";"2014-07-17 16:11:29.811";"NST_correctLoc";"11";"0";"FINISHED";"LEFT";"success";"337";"0";"2014-07-17 16:11:28.561";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"28";"27";"module.training_block1.exec-8494.GoNoGo1";"1247";"2014-07-17 16:11:32.341";"ST_failedStop";"6";"0";"FINISHED";"LEFT";"failure";"348";"1";"2014-07-17 16:11:31.091";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"29";"28";"module.training_block1.exec-8494.GoNoGo1";"1242";"2014-07-17 16:11:34.871";"ST_correctStop";"19";"0";"FINISHED";"NONE";"success";"0";"1";"2014-07-17 16:11:33.621";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"30";"29";"module.training_block1.exec-8494.GoNoGo1";"1247";"2014-07-17 16:11:37.401";"ST_correctStop";"34";"0";"FINISHED";"NONE";"success";"0";"1";"2014-07-17 16:11:36.151";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"31";"30";"module.training_block1.exec-8494.GoNoGo1";"1247";"2014-07-17 16:11:39.931";"ST_correctStop";"2";"1";"FINISHED";"NONE";"success";"0";"1";"2014-07-17 16:11:38.681";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"zabaleta";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-17 16:09:13.861";"2014-07-17 16:24:05.794";"1";"1";"1";"1";"0";"32";"31";"module.training_block1.exec-8494.GoNoGo1";"1247";"2014-07-17 16:11:42.451";"ST_correctStop";"23";"0";"FINISHED";"NONE";"success";"0";"1";"2014-07-17 16:11:41.201";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
