"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-1680.conditionType";"session.node-4064.conditionType";"session.node-4754.blockOrder";"session.node-4754.IATorder";"session.node-4754.keyOrder";"session.node-6532.conditionType";"session.node-6864.blockOrder";"session.node-6864.IATorder";"session.node-6864.keyOrder";"session.node-9160.conditionType";"session.node-9430.blockOrder";"session.node-9430.IATorder";"session.node-9430.keyOrder";"session.node-9535.blockOrder";"session.node-9535.IATorder";"session.node-9535.keyOrder";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.Error Type";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime";"trial.IAT_block1.durationTime";"trial.IAT_block1.endTime";"trial.IAT_block1.outcome";"trial.IAT_block1.response";"trial.IAT_block1.result";"trial.IAT_block1.RT";"trial.IAT_block1.startTime";"trial.IAT_block1.Stimfile";"trial.IAT_block1.stimType";"trial.IAT_block1.word";"trial.IAT_block2.durationTime";"trial.IAT_block2.endTime";"trial.IAT_block2.outcome";"trial.IAT_block2.response";"trial.IAT_block2.result";"trial.IAT_block2.RT";"trial.IAT_block2.startTime";"trial.IAT_block2.Stimfile";"trial.IAT_block2.stimType";"trial.IAT_block2.word";"trial.IAT_block3.durationTime";"trial.IAT_block3.endTime";"trial.IAT_block3.outcome";"trial.IAT_block3.response";"trial.IAT_block3.result";"trial.IAT_block3.RT";"trial.IAT_block3.startTime";"trial.IAT_block3.Stimfile";"trial.IAT_block3.stimType";"trial.IAT_block3.word";"trial.IAT_block4.durationTime";"trial.IAT_block4.endTime";"trial.IAT_block4.outcome";"trial.IAT_block4.response";"trial.IAT_block4.result";"trial.IAT_block4.RT";"trial.IAT_block4.startTime";"trial.IAT_block4.Stimfile";"trial.IAT_block4.stimType";"trial.IAT_block4.word";"trial.IAT_Practice1.durationTime";"trial.IAT_Practice1.endTime";"trial.IAT_Practice1.outcome";"trial.IAT_Practice1.response";"trial.IAT_Practice1.result";"trial.IAT_Practice1.RT";"trial.IAT_Practice1.startTime";"trial.IAT_Practice1.Stimfile";"trial.IAT_Practice1.stimType";"trial.IAT_Practice1.word";"trial.IAT_practice2.durationTime";"trial.IAT_practice2.endTime";"trial.IAT_practice2.outcome";"trial.IAT_practice2.response";"trial.IAT_practice2.result";"trial.IAT_practice2.RT";"trial.IAT_practice2.startTime";"trial.IAT_practice2.Stimfile";"trial.IAT_practice2.stimType";"trial.IAT_practice2.word"
"Carol666";"1966";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"4";"4";"2014-09-18 14:00:56.532";"2014-09-18 14:20:07.234";"1";;;"1";"0";"1";;;;;"0";;;;;;;"11";"10";"module.GoNoGopractice.exec-4112.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1944";"2014-09-18 14:02:32.332";"34";"0";"FINISHED";"LEFT";"success";"315";"0";"2014-09-18 14:02:30.382";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Carol666";"1966";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"4";"4";"2014-09-18 14:00:56.532";"2014-09-18 14:20:07.234";"1";;;"1";"0";"1";;;;;"0";;;;;;;"12";"11";"module.GoNoGopractice.exec-4112.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1943";"2014-09-18 14:02:35.562";"23";"1";"FINISHED";"RIGHT";"success";"324";"0";"2014-09-18 14:02:33.612";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Carol666";"1966";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"4";"4";"2014-09-18 14:00:56.532";"2014-09-18 14:20:07.234";"1";;;"1";"0";"1";;;;;"0";;;;;;;"13";"12";"module.GoNoGopractice.exec-4112.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1943";"2014-09-18 14:02:38.782";"13";"0";"FINISHED";"LEFT";"success";"272";"0";"2014-09-18 14:02:36.832";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Carol666";"1966";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"4";"4";"2014-09-18 14:00:56.532";"2014-09-18 14:20:07.234";"1";;;"1";"0";"1";;;;;"0";;;;;;;"14";"13";"module.GoNoGopractice.exec-4112.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1944";"2014-09-18 14:02:42.002";"3";"1";"FINISHED";"RIGHT";"success";"317";"0";"2014-09-18 14:02:40.052";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Carol666";"1966";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"4";"4";"2014-09-18 14:00:56.532";"2014-09-18 14:20:07.234";"1";;;"1";"0";"1";;;;;"0";;;;;;;"15";"14";"module.GoNoGopractice.exec-4112.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1942";"2014-09-18 14:02:45.322";"27";"1";"FINISHED";"RIGHT";"success";"315";"0";"2014-09-18 14:02:43.372";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Carol666";"1966";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"4";"4";"2014-09-18 14:00:56.532";"2014-09-18 14:20:07.234";"1";;;"1";"0";"1";;;;;"0";;;;;;;"16";"15";"module.training_block1.exec-4399.GoNoGo1";"1242";"2014-09-18 14:02:53.262";"NST_correctLoc";"11";"0";"FINISHED";"LEFT";"success";"339";"0";"2014-09-18 14:02:52.012";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Carol666";"1966";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"4";"4";"2014-09-18 14:00:56.532";"2014-09-18 14:20:07.234";"1";;;"1";"0";"1";;;;;"0";;;;;;;"17";"16";"module.training_block1.exec-4399.GoNoGo1";"1244";"2014-09-18 14:02:55.792";"NST_correctLoc";"31";"1";"FINISHED";"RIGHT";"success";"274";"0";"2014-09-18 14:02:54.542";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Carol666";"1966";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"4";"4";"2014-09-18 14:00:56.532";"2014-09-18 14:20:07.234";"1";;;"1";"0";"1";;;;;"0";;;;;;;"18";"17";"module.training_block1.exec-4399.GoNoGo1";"1243";"2014-09-18 14:02:58.312";"NST_correctLoc";"21";"1";"FINISHED";"RIGHT";"success";"242";"0";"2014-09-18 14:02:57.062";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Carol666";"1966";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"4";"4";"2014-09-18 14:00:56.532";"2014-09-18 14:20:07.234";"1";;;"1";"0";"1";;;;;"0";;;;;;;"19";"18";"module.training_block1.exec-4399.GoNoGo1";"1244";"2014-09-18 14:03:00.832";"NST_correctLoc";"35";"1";"FINISHED";"RIGHT";"success";"275";"0";"2014-09-18 14:02:59.582";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Carol666";"1966";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"4";"4";"2014-09-18 14:00:56.532";"2014-09-18 14:20:07.234";"1";;;"1";"0";"1";;;;;"0";;;;;;;"20";"19";"module.training_block1.exec-4399.GoNoGo1";"1248";"2014-09-18 14:03:03.352";"NST_correctLoc";"27";"0";"FINISHED";"LEFT";"success";"271";"0";"2014-09-18 14:03:02.102";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Carol666";"1966";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"4";"4";"2014-09-18 14:00:56.532";"2014-09-18 14:20:07.234";"1";;;"1";"0";"1";;;;;"0";;;;;;;"21";"20";"module.training_block1.exec-4399.GoNoGo1";"1243";"2014-09-18 14:03:05.872";"NST_correctLoc";"0";"1";"FINISHED";"RIGHT";"success";"250";"0";"2014-09-18 14:03:04.622";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Carol666";"1966";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"4";"4";"2014-09-18 14:00:56.532";"2014-09-18 14:20:07.234";"1";;;"1";"0";"1";;;;;"0";;;;;;;"22";"21";"module.training_block1.exec-4399.GoNoGo1";"1243";"2014-09-18 14:03:08.392";"NST_correctLoc";"13";"1";"FINISHED";"RIGHT";"success";"282";"0";"2014-09-18 14:03:07.142";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Carol666";"1966";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"4";"4";"2014-09-18 14:00:56.532";"2014-09-18 14:20:07.234";"1";;;"1";"0";"1";;;;;"0";;;;;;;"23";"22";"module.training_block1.exec-4399.GoNoGo1";"1244";"2014-09-18 14:03:10.912";"NST_correctLoc";"12";"1";"FINISHED";"RIGHT";"success";"307";"0";"2014-09-18 14:03:09.662";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Carol666";"1966";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"4";"4";"2014-09-18 14:00:56.532";"2014-09-18 14:20:07.234";"1";;;"1";"0";"1";;;;;"0";;;;;;;"24";"23";"module.training_block1.exec-4399.GoNoGo1";"1244";"2014-09-18 14:03:13.432";"NST_correctLoc";"33";"1";"FINISHED";"RIGHT";"success";"299";"0";"2014-09-18 14:03:12.182";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Carol666";"1966";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"4";"4";"2014-09-18 14:00:56.532";"2014-09-18 14:20:07.234";"1";;;"1";"0";"1";;;;;"0";;;;;;;"25";"24";"module.training_block1.exec-4399.GoNoGo1";"1244";"2014-09-18 14:03:15.952";"NST_correctLoc";"30";"0";"FINISHED";"LEFT";"success";"299";"0";"2014-09-18 14:03:14.702";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Carol666";"1966";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"4";"4";"2014-09-18 14:00:56.532";"2014-09-18 14:20:07.234";"1";;;"1";"0";"1";;;;;"0";;;;;;;"26";"25";"module.training_block1.exec-4399.GoNoGo1";"1243";"2014-09-18 14:03:18.472";"NST_correctLoc";"2";"1";"FINISHED";"RIGHT";"success";"290";"0";"2014-09-18 14:03:17.222";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Carol666";"1966";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"4";"4";"2014-09-18 14:00:56.532";"2014-09-18 14:20:07.234";"1";;;"1";"0";"1";;;;;"0";;;;;;;"27";"26";"module.training_block1.exec-4399.GoNoGo1";"1246";"2014-09-18 14:03:20.982";"NST_correctLoc";"8";"1";"FINISHED";"RIGHT";"success";"319";"0";"2014-09-18 14:03:19.732";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
