"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-4143.conditionType";"session.node-9122.blockOrder";"session.node-9122.IATorder";"session.node-9122.keyOrder";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo5.durationTime";"trial.GoNoGo5.endTime";"trial.GoNoGo5.icon";"trial.GoNoGo5.location";"trial.GoNoGo5.outcome";"trial.GoNoGo5.response";"trial.GoNoGo5.result";"trial.GoNoGo5.RT";"trial.GoNoGo5.signal";"trial.GoNoGo5.startTime";"trial.GoNoGo5.stimulus type";"trial.GoNoGo6.durationTime";"trial.GoNoGo6.endTime";"trial.GoNoGo6.icon";"trial.GoNoGo6.location";"trial.GoNoGo6.outcome";"trial.GoNoGo6.response";"trial.GoNoGo6.result";"trial.GoNoGo6.RT";"trial.GoNoGo6.signal";"trial.GoNoGo6.startTime";"trial.GoNoGo6.stimulus type";"trial.GoNoGo7.durationTime";"trial.GoNoGo7.endTime";"trial.GoNoGo7.icon";"trial.GoNoGo7.location";"trial.GoNoGo7.outcome";"trial.GoNoGo7.response";"trial.GoNoGo7.result";"trial.GoNoGo7.RT";"trial.GoNoGo7.signal";"trial.GoNoGo7.startTime";"trial.GoNoGo7.stimulus type";"trial.GoNoGo8.durationTime";"trial.GoNoGo8.endTime";"trial.GoNoGo8.icon";"trial.GoNoGo8.location";"trial.GoNoGo8.outcome";"trial.GoNoGo8.response";"trial.GoNoGo8.result";"trial.GoNoGo8.RT";"trial.GoNoGo8.signal";"trial.GoNoGo8.startTime";"trial.GoNoGo8.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"11";"10";"module.GoNoGopractice.exec-6131.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1953";"2013-12-18 12:18:07.507";"34";"0";"FINISHED";"NONE";"failure";"0";"0";"2013-12-18 12:18:05.553";"3";;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"12";"11";"module.GoNoGopractice.exec-6131.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1953";"2013-12-18 12:18:10.743";"23";"1";"FINISHED";"RIGHT";"success";"371";"0";"2013-12-18 12:18:08.789";"3";;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"13";"12";"module.GoNoGopractice.exec-6131.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1951";"2013-12-18 12:18:13.975";"13";"0";"FINISHED";"NONE";"success";"0";"1";"2013-12-18 12:18:12.024";"2";;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"14";"13";"module.GoNoGopractice.exec-6131.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1950";"2013-12-18 12:18:17.208";"3";"1";"FINISHED";"RIGHT";"success";"351";"0";"2013-12-18 12:18:15.256";"1";;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"15";"14";"module.GoNoGopractice.exec-6131.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1951";"2013-12-18 12:18:20.440";"27";"1";"FINISHED";"RIGHT";"failure";"383";"1";"2013-12-18 12:18:18.489";"3";;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"16";"15";"module.training_block1.exec-7704.GoNoGo1";"1250";"2013-12-18 12:18:26.579";"7";"0";"FINISHED";"LEFT";"failure";"351";"1";"2013-12-18 12:18:25.329";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"17";"16";"module.training_block1.exec-7704.GoNoGo1";"1249";"2013-12-18 12:18:29.111";"4";"0";"FINISHED";"LEFT";"failure";"339";"1";"2013-12-18 12:18:27.861";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"18";"17";"module.training_block1.exec-7704.GoNoGo1";"1249";"2013-12-18 12:18:31.637";"34";"0";"FINISHED";"NONE";"success";"0";"1";"2013-12-18 12:18:30.387";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"19";"18";"module.training_block1.exec-7704.GoNoGo1";"1250";"2013-12-18 12:18:34.166";"9";"0";"FINISHED";"LEFT";"success";"676";"0";"2013-12-18 12:18:32.916";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"20";"19";"module.training_block1.exec-7704.GoNoGo1";"1249";"2013-12-18 12:18:36.695";"11";"1";"FINISHED";"RIGHT";"success";"354";"0";"2013-12-18 12:18:35.445";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"21";"20";"module.training_block1.exec-7704.GoNoGo1";"1249";"2013-12-18 12:18:39.229";"15";"0";"FINISHED";"LEFT";"success";"373";"0";"2013-12-18 12:18:37.979";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"22";"21";"module.training_block1.exec-7704.GoNoGo1";"1249";"2013-12-18 12:18:41.756";"1";"0";"FINISHED";"NONE";"success";"0";"1";"2013-12-18 12:18:40.506";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"23";"22";"module.training_block1.exec-7704.GoNoGo1";"1249";"2013-12-18 12:18:44.285";"25";"1";"FINISHED";"RIGHT";"success";"445";"0";"2013-12-18 12:18:43.035";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"24";"23";"module.training_block1.exec-7704.GoNoGo1";"1249";"2013-12-18 12:18:46.814";"2";"1";"FINISHED";"NONE";"success";"0";"1";"2013-12-18 12:18:45.564";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"25";"24";"module.training_block1.exec-7704.GoNoGo1";"1249";"2013-12-18 12:18:49.341";"28";"1";"FINISHED";"RIGHT";"success";"364";"0";"2013-12-18 12:18:48.091";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"26";"25";"module.training_block1.exec-7704.GoNoGo1";"1249";"2013-12-18 12:18:51.875";"8";"1";"FINISHED";"NONE";"success";"0";"1";"2013-12-18 12:18:50.625";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"27";"26";"module.training_block1.exec-7704.GoNoGo1";"1249";"2013-12-18 12:18:54.403";"29";"0";"FINISHED";"NONE";"success";"0";"1";"2013-12-18 12:18:53.153";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"28";"27";"module.training_block1.exec-7704.GoNoGo1";"1249";"2013-12-18 12:18:56.929";"14";"0";"FINISHED";"LEFT";"success";"352";"0";"2013-12-18 12:18:55.679";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"29";"28";"module.training_block1.exec-7704.GoNoGo1";"1249";"2013-12-18 12:18:59.456";"30";"0";"FINISHED";"NONE";"success";"0";"1";"2013-12-18 12:18:58.206";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"30";"29";"module.training_block1.exec-7704.GoNoGo1";"1249";"2013-12-18 12:19:01.982";"31";"1";"FINISHED";"RIGHT";"success";"491";"0";"2013-12-18 12:19:00.732";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"31";"30";"module.training_block1.exec-7704.GoNoGo1";"1249";"2013-12-18 12:19:04.504";"23";"1";"FINISHED";"NONE";"success";"0";"1";"2013-12-18 12:19:03.254";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"32";"31";"module.training_block1.exec-7704.GoNoGo1";"1249";"2013-12-18 12:19:07.028";"6";"0";"FINISHED";"NONE";"success";"0";"1";"2013-12-18 12:19:05.778";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"33";"32";"module.training_block1.exec-7704.GoNoGo1";"1249";"2013-12-18 12:19:09.555";"26";"1";"FINISHED";"RIGHT";"success";"375";"0";"2013-12-18 12:19:08.305";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"34";"33";"module.training_block1.exec-7704.GoNoGo1";"1249";"2013-12-18 12:19:12.078";"32";"0";"FINISHED";"LEFT";"success";"564";"0";"2013-12-18 12:19:10.828";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"35";"34";"module.training_block1.exec-7704.GoNoGo1";"1249";"2013-12-18 12:19:14.600";"13";"1";"FINISHED";"RIGHT";"success";"378";"0";"2013-12-18 12:19:13.350";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"181213";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2013-12-18 12:17:16.635";"";"0";"1";"1";"1";"1";"36";"35";"module.training_block1.exec-7704.GoNoGo1";"1250";"2013-12-18 12:19:17.127";"18";"0";"FINISHED";"NONE";"success";"0";"1";"2013-12-18 12:19:15.877";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
