"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-2753.blockOrder";"session.node-2753.IATorder";"session.node-2753.keyOrder";"session.node-4199.conditionType";"session.node-4255.conditionType";"session.node-6061.conditionType";"session.node-7726.blockOrder";"session.node-7726.IATorder";"session.node-7726.keyOrder";"session.node-8241.blockOrder";"session.node-8241.IATorder";"session.node-8241.keyOrder";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo5.durationTime";"trial.GoNoGo5.endTime";"trial.GoNoGo5.icon";"trial.GoNoGo5.location";"trial.GoNoGo5.outcome";"trial.GoNoGo5.response";"trial.GoNoGo5.result";"trial.GoNoGo5.RT";"trial.GoNoGo5.signal";"trial.GoNoGo5.startTime";"trial.GoNoGo5.stimulus type";"trial.GoNoGo6.durationTime";"trial.GoNoGo6.endTime";"trial.GoNoGo6.icon";"trial.GoNoGo6.location";"trial.GoNoGo6.outcome";"trial.GoNoGo6.response";"trial.GoNoGo6.result";"trial.GoNoGo6.RT";"trial.GoNoGo6.signal";"trial.GoNoGo6.startTime";"trial.GoNoGo6.stimulus type";"trial.GoNoGo7.durationTime";"trial.GoNoGo7.endTime";"trial.GoNoGo7.icon";"trial.GoNoGo7.location";"trial.GoNoGo7.outcome";"trial.GoNoGo7.response";"trial.GoNoGo7.result";"trial.GoNoGo7.RT";"trial.GoNoGo7.signal";"trial.GoNoGo7.startTime";"trial.GoNoGo7.stimulus type";"trial.GoNoGo8.durationTime";"trial.GoNoGo8.endTime";"trial.GoNoGo8.icon";"trial.GoNoGo8.location";"trial.GoNoGo8.outcome";"trial.GoNoGo8.response";"trial.GoNoGo8.result";"trial.GoNoGo8.RT";"trial.GoNoGo8.signal";"trial.GoNoGo8.startTime";"trial.GoNoGo8.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime";"trial.IAT_block1.durationTime";"trial.IAT_block1.endTime";"trial.IAT_block1.outcome";"trial.IAT_block1.response";"trial.IAT_block1.result";"trial.IAT_block1.RT";"trial.IAT_block1.startTime";"trial.IAT_block1.Stimfile";"trial.IAT_block1.stimType";"trial.IAT_block1.word";"trial.IAT_block2.durationTime";"trial.IAT_block2.endTime";"trial.IAT_block2.outcome";"trial.IAT_block2.response";"trial.IAT_block2.result";"trial.IAT_block2.RT";"trial.IAT_block2.startTime";"trial.IAT_block2.Stimfile";"trial.IAT_block2.stimType";"trial.IAT_block2.word";"trial.IAT_block3.durationTime";"trial.IAT_block3.endTime";"trial.IAT_block3.outcome";"trial.IAT_block3.response";"trial.IAT_block3.result";"trial.IAT_block3.RT";"trial.IAT_block3.startTime";"trial.IAT_block3.Stimfile";"trial.IAT_block3.stimType";"trial.IAT_block3.word";"trial.IAT_block4.durationTime";"trial.IAT_block4.endTime";"trial.IAT_block4.outcome";"trial.IAT_block4.response";"trial.IAT_block4.result";"trial.IAT_block4.RT";"trial.IAT_block4.startTime";"trial.IAT_block4.Stimfile";"trial.IAT_block4.stimType";"trial.IAT_block4.word";"trial.IAT_Practice1.durationTime";"trial.IAT_Practice1.endTime";"trial.IAT_Practice1.outcome";"trial.IAT_Practice1.response";"trial.IAT_Practice1.result";"trial.IAT_Practice1.RT";"trial.IAT_Practice1.startTime";"trial.IAT_Practice1.Stimfile";"trial.IAT_Practice1.stimType";"trial.IAT_Practice1.word";"trial.IAT_practice2.durationTime";"trial.IAT_practice2.endTime";"trial.IAT_practice2.outcome";"trial.IAT_practice2.response";"trial.IAT_practice2.result";"trial.IAT_practice2.RT";"trial.IAT_practice2.startTime";"trial.IAT_practice2.Stimfile";"trial.IAT_practice2.stimType";"trial.IAT_practice2.word"
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"164";"163";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:43:31.750";"25";"1";"FINISHED";"RIGHT";"success";"665";"0";"2014-02-11 13:43:30.500";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"165";"164";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:43:34.250";"15";"0";"FINISHED";"LEFT";"success";"645";"0";"2014-02-11 13:43:33.000";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"166";"165";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:43:36.750";"26";"0";"FINISHED";"LEFT";"success";"713";"0";"2014-02-11 13:43:35.500";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"167";"166";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:43:39.250";"20";"1";"FINISHED";"RIGHT";"success";"421";"0";"2014-02-11 13:43:38.000";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"168";"167";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:43:41.750";"17";"0";"FINISHED";"LEFT";"success";"553";"0";"2014-02-11 13:43:40.500";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"169";"168";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:43:44.250";"24";"0";"FINISHED";"LEFT";"success";"669";"0";"2014-02-11 13:43:43.000";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"170";"169";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:43:46.750";"32";"0";"FINISHED";"LEFT";"success";"593";"0";"2014-02-11 13:43:45.500";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"171";"170";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:43:49.250";"3";"0";"FINISHED";"LEFT";"success";"701";"0";"2014-02-11 13:43:48.000";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"172";"171";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:43:51.750";"27";"1";"FINISHED";"RIGHT";"success";"593";"0";"2014-02-11 13:43:50.500";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"173";"172";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:43:54.250";"16";"0";"FINISHED";"LEFT";"success";"621";"0";"2014-02-11 13:43:53.000";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"174";"173";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:43:56.750";"22";"1";"FINISHED";"RIGHT";"success";"576";"0";"2014-02-11 13:43:55.500";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"175";"174";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:43:59.250";"4";"1";"FINISHED";"RIGHT";"success";"589";"0";"2014-02-11 13:43:58.000";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"176";"175";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:44:01.750";"31";"0";"FINISHED";"LEFT";"success";"352";"0";"2014-02-11 13:44:00.500";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"177";"176";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:44:04.250";"33";"0";"FINISHED";"LEFT";"success";"436";"0";"2014-02-11 13:44:03.000";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"178";"177";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:44:06.750";"5";"1";"FINISHED";"RIGHT";"success";"680";"0";"2014-02-11 13:44:05.500";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"179";"178";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:44:09.250";"0";"1";"FINISHED";"LEFT";"failure";"484";"0";"2014-02-11 13:44:08.000";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"180";"179";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:44:11.765";"34";"1";"FINISHED";"RIGHT";"success";"640";"0";"2014-02-11 13:44:10.515";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"181";"180";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:44:14.265";"29";"1";"FINISHED";"RIGHT";"success";"988";"0";"2014-02-11 13:44:13.015";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"182";"181";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:44:16.765";"7";"1";"FINISHED";"RIGHT";"success";"928";"0";"2014-02-11 13:44:15.515";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"183";"182";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:44:19.265";"28";"0";"FINISHED";"LEFT";"success";"532";"0";"2014-02-11 13:44:18.015";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"184";"183";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:44:21.765";"19";"1";"FINISHED";"RIGHT";"success";"568";"0";"2014-02-11 13:44:20.515";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"185";"184";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:44:24.265";"9";"0";"FINISHED";"LEFT";"success";"388";"0";"2014-02-11 13:44:23.015";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"186";"185";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:44:26.765";"18";"0";"FINISHED";"LEFT";"success";"456";"0";"2014-02-11 13:44:25.515";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"187";"186";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:44:29.265";"13";"1";"FINISHED";"RIGHT";"success";"452";"0";"2014-02-11 13:44:28.015";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"188";"187";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:44:31.765";"10";"1";"FINISHED";"RIGHT";"success";"784";"0";"2014-02-11 13:44:30.515";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"189";"188";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:44:34.265";"30";"0";"FINISHED";"LEFT";"success";"436";"0";"2014-02-11 13:44:33.015";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"190";"189";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:44:36.765";"35";"0";"FINISHED";"LEFT";"success";"984";"0";"2014-02-11 13:44:35.515";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"191";"190";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:44:39.265";"12";"0";"FINISHED";"LEFT";"success";"411";"0";"2014-02-11 13:44:38.015";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"192";"191";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:44:41.765";"23";"0";"FINISHED";"LEFT";"success";"608";"0";"2014-02-11 13:44:40.515";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2prac_ANA";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"3";"3";"2014-02-11 13:34:36.859";"2014-02-11 14:01:25.156";"1";"0";"0";"1";"0";;;;;;;;;"193";"192";"module.training_block5.exec-5943.GoNoGo5";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-11 13:44:44.265";"14";"1";"FINISHED";"RIGHT";"success";"603";"0";"2014-02-11 13:44:43.015";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
