"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-4028.conditionType";"session.node-5486.blockOrder";"session.node-5486.IATorder";"session.node-5486.keyOrder";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.Error Type";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime";"trial.IAT_block1.durationTime";"trial.IAT_block1.endTime";"trial.IAT_block1.outcome";"trial.IAT_block1.response";"trial.IAT_block1.result";"trial.IAT_block1.RT";"trial.IAT_block1.startTime";"trial.IAT_block1.Stimfile";"trial.IAT_block1.stimType";"trial.IAT_block1.word";"trial.IAT_block2.durationTime";"trial.IAT_block2.endTime";"trial.IAT_block2.outcome";"trial.IAT_block2.response";"trial.IAT_block2.result";"trial.IAT_block2.RT";"trial.IAT_block2.startTime";"trial.IAT_block2.Stimfile";"trial.IAT_block2.stimType";"trial.IAT_block2.word";"trial.IAT_Practice1.durationTime";"trial.IAT_Practice1.endTime";"trial.IAT_Practice1.outcome";"trial.IAT_Practice1.response";"trial.IAT_Practice1.result";"trial.IAT_Practice1.RT";"trial.IAT_Practice1.startTime";"trial.IAT_Practice1.Stimfile";"trial.IAT_Practice1.stimType";"trial.IAT_Practice1.word"
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"35";"34";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:48:09.523";"ST_correctStop";"33";"0";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:48:08.273";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"36";"35";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:48:12.054";"ST_correctStop";"8";"1";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:48:10.804";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"37";"36";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:48:14.592";"NST_correctLoc";"9";"0";"FINISHED";"LEFT";"success";"476";"0";"2014-09-11 13:48:13.342";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"38";"37";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:48:17.124";"ST_correctStop";"20";"1";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:48:15.874";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"39";"38";"module.training_block1.exec-3156.GoNoGo1";"1250";"2014-09-11 13:48:19.801";"NST_correctLoc";"11";"1";"FINISHED";"RIGHT";"success";"659";"0";"2014-09-11 13:48:18.551";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"40";"39";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:48:22.338";"ST_correctStop";"27";"1";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:48:21.088";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"41";"40";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:48:24.876";"ST_correctStop";"28";"1";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:48:23.626";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"42";"41";"module.training_block1.exec-3156.GoNoGo1";"1250";"2014-09-11 13:48:27.413";"ST_correctStop";"34";"0";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:48:26.163";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"43";"42";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:48:29.950";"NST_correctLoc";"23";"0";"FINISHED";"LEFT";"success";"510";"0";"2014-09-11 13:48:28.700";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"44";"43";"module.training_block1.exec-3156.GoNoGo1";"1250";"2014-09-11 13:48:32.483";"ST_correctStop";"0";"1";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:48:31.232";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"45";"44";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:48:35.015";"NST_correctLoc";"35";"0";"FINISHED";"LEFT";"success";"436";"0";"2014-09-11 13:48:33.765";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"46";"45";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:48:37.543";"NST_correctLoc";"18";"1";"FINISHED";"RIGHT";"success";"661";"0";"2014-09-11 13:48:36.293";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"47";"46";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:48:40.073";"NST_correctLoc";"24";"1";"FINISHED";"RIGHT";"success";"547";"0";"2014-09-11 13:48:38.823";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"48";"47";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:48:42.594";"ST_correctStop";"25";"1";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:48:41.344";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"49";"48";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:48:45.131";"NST_correctLoc";"15";"0";"FINISHED";"LEFT";"success";"769";"0";"2014-09-11 13:48:43.881";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"50";"49";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:48:47.663";"NST_correctLoc";"16";"1";"FINISHED";"RIGHT";"success";"701";"0";"2014-09-11 13:48:46.413";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"51";"50";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:48:50.200";"ST_correctStop";"4";"1";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:48:48.950";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"52";"51";"module.training_block2.exec-4614.GoNoGo2";;;;;;;;;;;;;"1249";"2014-09-11 13:49:01.748";"NST_correctLoc";"19";"0";"FINISHED";"LEFT";"success";"552";"0";"2014-09-11 13:49:00.498";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"53";"52";"module.training_block2.exec-4614.GoNoGo2";;;;;;;;;;;;;"1250";"2014-09-11 13:49:04.289";"ST_correctStop";"21";"0";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:49:03.039";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"54";"53";"module.training_block2.exec-4614.GoNoGo2";;;;;;;;;;;;;"1249";"2014-09-11 13:49:06.824";"NST_correctLoc";"29";"0";"FINISHED";"LEFT";"success";"693";"0";"2014-09-11 13:49:05.574";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"55";"54";"module.training_block2.exec-4614.GoNoGo2";;;;;;;;;;;;;"1250";"2014-09-11 13:49:09.353";"NST_correctLoc";"32";"0";"FINISHED";"LEFT";"success";"644";"0";"2014-09-11 13:49:08.103";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"56";"55";"module.training_block2.exec-4614.GoNoGo2";;;;;;;;;;;;;"1249";"2014-09-11 13:49:11.888";"ST_correctStop";"8";"0";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:49:10.638";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"57";"56";"module.training_block2.exec-4614.GoNoGo2";;;;;;;;;;;;;"1249";"2014-09-11 13:49:14.418";"ST_correctStop";"3";"1";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:49:13.168";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"58";"57";"module.training_block2.exec-4614.GoNoGo2";;;;;;;;;;;;;"1249";"2014-09-11 13:49:16.954";"NST_correctLoc";"30";"1";"FINISHED";"RIGHT";"success";"547";"0";"2014-09-11 13:49:15.704";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"59";"58";"module.training_block2.exec-4614.GoNoGo2";;;;;;;;;;;;;"1249";"2014-09-11 13:49:19.480";"NST_correctLoc";"34";"1";"FINISHED";"RIGHT";"success";"917";"0";"2014-09-11 13:49:18.230";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"60";"59";"module.training_block2.exec-4614.GoNoGo2";;;;;;;;;;;;;"1249";"2014-09-11 13:49:22.010";"ST_correctStop";"7";"1";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:49:20.760";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"61";"60";"module.training_block2.exec-4614.GoNoGo2";;;;;;;;;;;;;"1250";"2014-09-11 13:49:24.545";"NST_correctLoc";"13";"1";"FINISHED";"RIGHT";"success";"540";"0";"2014-09-11 13:49:23.294";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"62";"61";"module.training_block2.exec-4614.GoNoGo2";;;;;;;;;;;;;"1249";"2014-09-11 13:49:27.078";"NST_correctLoc";"10";"1";"FINISHED";"RIGHT";"success";"423";"0";"2014-09-11 13:49:25.828";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"63";"62";"module.training_block2.exec-4614.GoNoGo2";;;;;;;;;;;;;"1249";"2014-09-11 13:49:29.598";"ST_correctStop";"23";"0";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:49:28.348";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"64";"63";"module.training_block2.exec-4614.GoNoGo2";;;;;;;;;;;;;"1249";"2014-09-11 13:49:32.119";"NST_correctLoc";"11";"1";"FINISHED";"RIGHT";"success";"502";"0";"2014-09-11 13:49:30.869";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"65";"64";"module.training_block2.exec-4614.GoNoGo2";;;;;;;;;;;;;"1249";"2014-09-11 13:49:34.646";"NST_correctLoc";"15";"0";"FINISHED";"LEFT";"success";"567";"0";"2014-09-11 13:49:33.396";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"66";"65";"module.training_block2.exec-4614.GoNoGo2";;;;;;;;;;;;;"1249";"2014-09-11 13:49:37.173";"NST_correctLoc";"24";"0";"FINISHED";"LEFT";"success";"439";"0";"2014-09-11 13:49:35.923";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"67";"66";"module.training_block2.exec-4614.GoNoGo2";;;;;;;;;;;;;"1249";"2014-09-11 13:49:39.699";"ST_correctStop";"27";"1";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:49:38.449";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"68";"67";"module.training_block2.exec-4614.GoNoGo2";;;;;;;;;;;;;"1249";"2014-09-11 13:49:42.223";"ST_correctStop";"35";"0";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:49:40.973";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"69";"68";"module.training_block2.exec-4614.GoNoGo2";;;;;;;;;;;;;"1249";"2014-09-11 13:49:44.745";"ST_correctStop";"25";"0";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:49:43.495";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"70";"69";"module.training_block2.exec-4614.GoNoGo2";;;;;;;;;;;;;"1249";"2014-09-11 13:49:47.265";"NST_correctLoc";"28";"0";"FINISHED";"LEFT";"success";"540";"0";"2014-09-11 13:49:46.015";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"71";"70";"module.training_block2.exec-4614.GoNoGo2";;;;;;;;;;;;;"1249";"2014-09-11 13:49:49.792";"NST_correctLoc";"9";"0";"FINISHED";"LEFT";"success";"685";"0";"2014-09-11 13:49:48.542";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"72";"71";"module.training_block2.exec-4614.GoNoGo2";;;;;;;;;;;;;"1249";"2014-09-11 13:49:52.319";"NST_correctLoc";"16";"0";"FINISHED";"LEFT";"success";"590";"0";"2014-09-11 13:49:51.069";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"73";"72";"module.training_block2.exec-4614.GoNoGo2";;;;;;;;;;;;;"1249";"2014-09-11 13:49:54.852";"ST_correctStop";"18";"0";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:49:53.602";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"74";"73";"module.training_block2.exec-4614.GoNoGo2";;;;;;;;;;;;;"1249";"2014-09-11 13:49:57.378";"ST_correctStop";"2";"0";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:49:56.128";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
