"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-4028.conditionType";"session.node-5486.blockOrder";"session.node-5486.IATorder";"session.node-5486.keyOrder";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.Error Type";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime";"trial.IAT_block1.durationTime";"trial.IAT_block1.endTime";"trial.IAT_block1.outcome";"trial.IAT_block1.response";"trial.IAT_block1.result";"trial.IAT_block1.RT";"trial.IAT_block1.startTime";"trial.IAT_block1.Stimfile";"trial.IAT_block1.stimType";"trial.IAT_block1.word";"trial.IAT_block2.durationTime";"trial.IAT_block2.endTime";"trial.IAT_block2.outcome";"trial.IAT_block2.response";"trial.IAT_block2.result";"trial.IAT_block2.RT";"trial.IAT_block2.startTime";"trial.IAT_block2.Stimfile";"trial.IAT_block2.stimType";"trial.IAT_block2.word";"trial.IAT_Practice1.durationTime";"trial.IAT_Practice1.endTime";"trial.IAT_Practice1.outcome";"trial.IAT_Practice1.response";"trial.IAT_Practice1.result";"trial.IAT_Practice1.RT";"trial.IAT_Practice1.startTime";"trial.IAT_Practice1.Stimfile";"trial.IAT_Practice1.stimType";"trial.IAT_Practice1.word"
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"11";"10";"module.GoNoGopractice.exec-1912.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1949";"2014-09-11 13:46:58.417";"34";"0";"FINISHED";"LEFT";"success";"869";"0";"2014-09-11 13:46:56.467";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"12";"11";"module.GoNoGopractice.exec-1912.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1950";"2014-09-11 13:47:01.657";"23";"1";"FINISHED";"RIGHT";"success";"671";"0";"2014-09-11 13:46:59.706";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"13";"12";"module.GoNoGopractice.exec-1912.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1951";"2014-09-11 13:47:04.897";"13";"0";"FINISHED";"LEFT";"failure";"520";"1";"2014-09-11 13:47:02.946";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"14";"13";"module.GoNoGopractice.exec-1912.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1950";"2014-09-11 13:47:08.126";"3";"1";"FINISHED";"RIGHT";"success";"730";"0";"2014-09-11 13:47:06.175";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"15";"14";"module.GoNoGopractice.exec-1912.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1950";"2014-09-11 13:47:11.369";"27";"1";"FINISHED";"RIGHT";"failure";"592";"1";"2014-09-11 13:47:09.417";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"16";"15";"module.training_block1.exec-3156.GoNoGo1";"1250";"2014-09-11 13:47:21.353";"NST_correctLoc";"12";"1";"FINISHED";"RIGHT";"success";"515";"0";"2014-09-11 13:47:20.102";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"17";"16";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:47:23.892";"ST_correctStop";"6";"0";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:47:22.642";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"18";"17";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:47:26.421";"NST_correctLoc";"26";"1";"FINISHED";"RIGHT";"success";"486";"0";"2014-09-11 13:47:25.171";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"19";"18";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:47:28.948";"ST_failedStop";"30";"0";"FINISHED";"LEFT";"failure";"456";"1";"2014-09-11 13:47:27.698";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"20";"19";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:47:31.490";"NST_correctLoc";"17";"0";"FINISHED";"LEFT";"success";"666";"0";"2014-09-11 13:47:30.240";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"21";"20";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:47:34.027";"NST_correctLoc";"13";"0";"FINISHED";"LEFT";"success";"592";"0";"2014-09-11 13:47:32.777";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"22";"21";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:47:36.563";"ST_correctStop";"5";"0";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:47:35.313";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"23";"22";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:47:39.093";"ST_correctStop";"31";"1";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:47:37.843";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"24";"23";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:47:41.639";"NST_correctLoc";"22";"0";"FINISHED";"LEFT";"success";"405";"0";"2014-09-11 13:47:40.389";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"25";"24";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:47:44.171";"NST_correctLoc";"21";"1";"FINISHED";"RIGHT";"success";"384";"0";"2014-09-11 13:47:42.921";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"26";"25";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:47:46.699";"NST_correctLoc";"14";"1";"FINISHED";"RIGHT";"success";"625";"0";"2014-09-11 13:47:45.449";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"27";"26";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:47:49.241";"NST_correctLoc";"32";"0";"FINISHED";"LEFT";"success";"499";"0";"2014-09-11 13:47:47.991";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"28";"27";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:47:51.774";"NST_correctLoc";"10";"0";"FINISHED";"LEFT";"success";"494";"0";"2014-09-11 13:47:50.524";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"29";"28";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:47:54.307";"ST_correctStop";"3";"1";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:47:53.057";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"30";"29";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:47:56.842";"ST_correctStop";"7";"0";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:47:55.592";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"31";"30";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:47:59.376";"ST_correctStop";"2";"0";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:47:58.126";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"32";"31";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:48:01.912";"NST_correctLoc";"19";"0";"FINISHED";"LEFT";"success";"532";"0";"2014-09-11 13:48:00.662";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"33";"32";"module.training_block1.exec-3156.GoNoGo1";"1249";"2014-09-11 13:48:04.451";"ST_failedStop";"29";"0";"FINISHED";"LEFT";"failure";"617";"1";"2014-09-11 13:48:03.201";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"vermillionaire";"1986";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-09-11 13:45:03.781";"2014-09-11 14:00:16.748";"1";"1";"1";"0";"1";"34";"33";"module.training_block1.exec-3156.GoNoGo1";"1250";"2014-09-11 13:48:06.984";"ST_correctStop";"1";"1";"FINISHED";"NONE";"success";"0";"1";"2014-09-11 13:48:05.733";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
