"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-3481.blockOrder";"session.node-3481.IATorder";"session.node-3481.keyOrder";"session.node-3829.blockOrder";"session.node-3829.IATorder";"session.node-3829.keyOrder";"session.node-6764.blockOrder";"session.node-6764.IATorder";"session.node-6764.keyOrder";"session.node-7631.conditionType";"session.node-8799.conditionType";"session.node-9337.conditionType";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.Error Type";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime";"trial.IAT_block1.durationTime";"trial.IAT_block1.endTime";"trial.IAT_block1.outcome";"trial.IAT_block1.response";"trial.IAT_block1.result";"trial.IAT_block1.RT";"trial.IAT_block1.startTime";"trial.IAT_block1.Stimfile";"trial.IAT_block1.stimType";"trial.IAT_block1.word";"trial.IAT_Practice1.durationTime";"trial.IAT_Practice1.endTime";"trial.IAT_Practice1.outcome";"trial.IAT_Practice1.response";"trial.IAT_Practice1.result";"trial.IAT_Practice1.RT";"trial.IAT_Practice1.startTime";"trial.IAT_Practice1.Stimfile";"trial.IAT_Practice1.stimType";"trial.IAT_Practice1.word"
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"11";"10";"module.GoNoGopractice.exec-1385.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1951";"2014-09-09 23:01:45.957";"34";"0";"FINISHED";"LEFT";"success";"343";"0";"2014-09-09 23:01:44.005";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"12";"11";"module.GoNoGopractice.exec-1385.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1951";"2014-09-09 23:01:49.211";"23";"1";"FINISHED";"RIGHT";"success";"316";"0";"2014-09-09 23:01:47.259";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"13";"12";"module.GoNoGopractice.exec-1385.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1950";"2014-09-09 23:01:52.493";"13";"0";"FINISHED";"LEFT";"success";"331";"0";"2014-09-09 23:01:50.542";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"14";"13";"module.GoNoGopractice.exec-1385.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1951";"2014-09-09 23:01:55.750";"3";"1";"FINISHED";"RIGHT";"success";"384";"0";"2014-09-09 23:01:53.799";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"15";"14";"module.GoNoGopractice.exec-1385.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1950";"2014-09-09 23:01:59.001";"27";"1";"FINISHED";"RIGHT";"success";"343";"0";"2014-09-09 23:01:57.050";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"16";"15";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:02:07.778";"NST_correctLoc";"34";"1";"FINISHED";"RIGHT";"success";"411";"0";"2014-09-09 23:02:06.528";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"17";"16";"module.training_block1.exec-9036.GoNoGo1";"1250";"2014-09-09 23:02:10.316";"NST_correctLoc";"29";"1";"FINISHED";"RIGHT";"success";"445";"0";"2014-09-09 23:02:09.066";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"18";"17";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:02:12.893";"NST_correctLoc";"4";"1";"FINISHED";"RIGHT";"success";"329";"0";"2014-09-09 23:02:11.643";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"19";"18";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:02:15.450";"NST_correctLoc";"19";"1";"FINISHED";"RIGHT";"success";"407";"0";"2014-09-09 23:02:14.200";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"20";"19";"module.training_block1.exec-9036.GoNoGo1";"1250";"2014-09-09 23:02:18.337";"NST_correctLoc";"0";"0";"FINISHED";"LEFT";"success";"314";"0";"2014-09-09 23:02:17.087";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"21";"20";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:02:20.865";"NST_correctLoc";"3";"1";"FINISHED";"RIGHT";"success";"367";"0";"2014-09-09 23:02:19.615";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"22";"21";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:02:23.391";"NST_correctLoc";"24";"1";"FINISHED";"RIGHT";"success";"340";"0";"2014-09-09 23:02:22.141";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"23";"22";"module.training_block1.exec-9036.GoNoGo1";"1250";"2014-09-09 23:02:25.925";"NST_correctLoc";"7";"0";"FINISHED";"LEFT";"success";"282";"0";"2014-09-09 23:02:24.675";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"24";"23";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:02:28.546";"NST_correctLoc";"17";"1";"FINISHED";"RIGHT";"success";"272";"0";"2014-09-09 23:02:27.296";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"25";"24";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:02:31.073";"NST_correctLoc";"8";"1";"FINISHED";"RIGHT";"success";"325";"0";"2014-09-09 23:02:29.823";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"26";"25";"module.training_block1.exec-9036.GoNoGo1";"1250";"2014-09-09 23:02:33.604";"NST_correctLoc";"35";"1";"FINISHED";"RIGHT";"success";"343";"0";"2014-09-09 23:02:32.354";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"27";"26";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:02:36.148";"NST_correctLoc";"27";"1";"FINISHED";"RIGHT";"success";"362";"0";"2014-09-09 23:02:34.898";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"28";"27";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:02:38.692";"NST_correctLoc";"14";"0";"FINISHED";"LEFT";"success";"372";"0";"2014-09-09 23:02:37.442";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"29";"28";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:02:41.248";"NST_correctLoc";"1";"0";"FINISHED";"LEFT";"success";"460";"0";"2014-09-09 23:02:39.998";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"30";"29";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:02:43.795";"NST_correctLoc";"26";"0";"FINISHED";"LEFT";"success";"365";"0";"2014-09-09 23:02:42.545";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"31";"30";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:02:46.343";"NST_correctLoc";"22";"0";"FINISHED";"LEFT";"success";"342";"0";"2014-09-09 23:02:45.092";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"32";"31";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:02:48.890";"NST_correctLoc";"23";"1";"FINISHED";"RIGHT";"success";"303";"0";"2014-09-09 23:02:47.640";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"33";"32";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:02:51.446";"NST_correctLoc";"21";"0";"FINISHED";"LEFT";"success";"310";"0";"2014-09-09 23:02:50.196";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"34";"33";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:02:53.991";"NST_correctLoc";"30";"1";"FINISHED";"RIGHT";"success";"305";"0";"2014-09-09 23:02:52.741";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"35";"34";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:02:56.541";"NST_correctLoc";"31";"0";"FINISHED";"LEFT";"success";"541";"0";"2014-09-09 23:02:55.291";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"36";"35";"module.training_block1.exec-9036.GoNoGo1";"1250";"2014-09-09 23:02:59.087";"NST_correctLoc";"2";"1";"FINISHED";"RIGHT";"success";"448";"0";"2014-09-09 23:02:57.837";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"37";"36";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:03:01.633";"NST_correctLoc";"9";"1";"FINISHED";"RIGHT";"success";"529";"0";"2014-09-09 23:03:00.383";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"38";"37";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:03:04.176";"NST_correctLoc";"28";"0";"FINISHED";"LEFT";"success";"382";"0";"2014-09-09 23:03:02.925";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"39";"38";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:03:06.720";"NST_correctLoc";"6";"0";"FINISHED";"LEFT";"success";"370";"0";"2014-09-09 23:03:05.470";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"40";"39";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:03:09.265";"NST_correctLoc";"32";"0";"FINISHED";"LEFT";"success";"380";"0";"2014-09-09 23:03:08.015";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"41";"40";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:03:11.846";"NST_correctLoc";"16";"0";"FINISHED";"LEFT";"success";"443";"0";"2014-09-09 23:03:10.596";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"42";"41";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:03:14.393";"NST_correctLoc";"10";"1";"FINISHED";"RIGHT";"success";"324";"0";"2014-09-09 23:03:13.143";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"43";"42";"module.training_block1.exec-9036.GoNoGo1";"1250";"2014-09-09 23:03:16.965";"NST_correctLoc";"5";"1";"FINISHED";"RIGHT";"success";"324";"0";"2014-09-09 23:03:15.714";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"44";"43";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:03:19.524";"NST_correctLoc";"11";"1";"FINISHED";"RIGHT";"success";"376";"0";"2014-09-09 23:03:18.274";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"45";"44";"module.training_block1.exec-9036.GoNoGo1";"1250";"2014-09-09 23:03:22.105";"NST_correctLoc";"15";"0";"FINISHED";"LEFT";"success";"335";"0";"2014-09-09 23:03:20.854";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"46";"45";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:03:24.658";"NST_correctLoc";"13";"1";"FINISHED";"RIGHT";"success";"322";"0";"2014-09-09 23:03:23.408";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"47";"46";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:03:27.205";"NST_correctLoc";"18";"0";"FINISHED";"LEFT";"success";"338";"0";"2014-09-09 23:03:25.955";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"48";"47";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:03:29.782";"NST_correctLoc";"20";"1";"FINISHED";"RIGHT";"success";"397";"0";"2014-09-09 23:03:28.532";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"49";"48";"module.training_block1.exec-9036.GoNoGo1";"1250";"2014-09-09 23:03:32.326";"NST_correctLoc";"25";"1";"FINISHED";"RIGHT";"success";"329";"0";"2014-09-09 23:03:31.076";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"50";"49";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:03:34.869";"NST_correctLoc";"33";"0";"FINISHED";"LEFT";"success";"284";"0";"2014-09-09 23:03:33.619";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"RGN078";"1987";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"3";"3";"2014-09-09 23:00:03.474";"2014-09-09 23:12:46.377";"1";;;;;;;"1";"1";"0";;;"0";"51";"50";"module.training_block1.exec-9036.GoNoGo1";"1249";"2014-09-09 23:03:37.413";"NST_correctLoc";"12";"1";"FINISHED";"RIGHT";"success";"273";"0";"2014-09-09 23:03:36.163";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
