"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-2833.blockOrder";"session.node-2833.IATorder";"session.node-2833.keyOrder";"session.node-4019.blockOrder";"session.node-4019.IATorder";"session.node-4019.keyOrder";"session.node-5417.conditionType";"session.node-6651.conditionType";"trial.id";"trial.index";"trial.name"
"testUser";;;"Windows XP";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2013-11-26 14:22:50.317";"2013-11-26 14:22:56.130";"1";;;;"1";"1";"1";"0";;"1";"0";"module.GoNoGotutorial.exec-1192.GoNoGo_Tutorial"
