"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-4456.blockOrder";"session.node-4456.IATorder";"session.node-4456.keyOrder";"session.node-5828.conditionType";"trial.id";"trial.index";"trial.name"
"gk95ec";"1995";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-25 13:19:27.280";"2015-03-25 13:19:44.624";"1";"0";"0";"0";"1";"1";"0";"module.GoNoGotutorial.exec-4951.GoNoGo_Tutorial"
