"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-2514.conditionType";"session.node-8108.blockOrder";"session.node-8108.IATorder";"session.node-8108.keyOrder";"session.node-9503.conditionType";"session.node-9732.blockOrder";"session.node-9732.IATorder";"session.node-9732.keyOrder";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.Error Type";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"30";"29";"module.training_block1.exec-1706.GoNoGo1";"1248";"2014-10-01 10:48:59.539";"ST_failedStop";"2";"0";"FINISHED";"LEFT";"failure";"342";"1";"2014-10-01 10:48:58.289";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"31";"30";"module.training_block1.exec-1706.GoNoGo1";"1243";"2014-10-01 10:49:02.054";"ST_failedStop";"32";"1";"FINISHED";"RIGHT";"failure";"342";"1";"2014-10-01 10:49:00.804";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"32";"31";"module.training_block1.exec-1706.GoNoGo1";"1244";"2014-10-01 10:49:04.570";"NST_correctLoc";"12";"0";"FINISHED";"LEFT";"success";"371";"0";"2014-10-01 10:49:03.320";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"33";"32";"module.training_block1.exec-1706.GoNoGo1";"1248";"2014-10-01 10:49:07.085";"NST_correctLoc";"13";"0";"FINISHED";"LEFT";"success";"315";"0";"2014-10-01 10:49:05.835";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"34";"33";"module.training_block1.exec-1706.GoNoGo1";"1244";"2014-10-01 10:49:09.601";"NST_correctLoc";"11";"0";"FINISHED";"LEFT";"success";"332";"0";"2014-10-01 10:49:08.351";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"35";"34";"module.training_block1.exec-1706.GoNoGo1";"1245";"2014-10-01 10:49:12.117";"NST_correctLoc";"19";"1";"FINISHED";"RIGHT";"success";"360";"0";"2014-10-01 10:49:10.867";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"36";"35";"module.training_block1.exec-1706.GoNoGo1";"1245";"2014-10-01 10:49:14.632";"NST_correctLoc";"25";"1";"FINISHED";"RIGHT";"success";"325";"0";"2014-10-01 10:49:13.382";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"37";"36";"module.training_block1.exec-1706.GoNoGo1";"1245";"2014-10-01 10:49:17.148";"ST_failedStop";"0";"1";"FINISHED";"RIGHT";"failure";"377";"1";"2014-10-01 10:49:15.898";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"38";"37";"module.training_block1.exec-1706.GoNoGo1";"1248";"2014-10-01 10:49:19.664";"NST_correctLoc";"14";"1";"FINISHED";"RIGHT";"success";"328";"0";"2014-10-01 10:49:18.414";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"39";"38";"module.training_block1.exec-1706.GoNoGo1";"1245";"2014-10-01 10:49:22.179";"NST_correctLoc";"16";"0";"FINISHED";"LEFT";"success";"465";"0";"2014-10-01 10:49:20.929";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"40";"39";"module.training_block1.exec-1706.GoNoGo1";"1245";"2014-10-01 10:49:24.695";"ST_failedStop";"35";"0";"FINISHED";"LEFT";"failure";"326";"1";"2014-10-01 10:49:23.445";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"41";"40";"module.training_block1.exec-1706.GoNoGo1";"1244";"2014-10-01 10:49:27.210";"NST_correctLoc";"20";"0";"FINISHED";"LEFT";"success";"234";"0";"2014-10-01 10:49:25.960";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"42";"41";"module.training_block1.exec-1706.GoNoGo1";"1248";"2014-10-01 10:49:29.726";"NST_correctLoc";"30";"0";"FINISHED";"LEFT";"success";"322";"0";"2014-10-01 10:49:28.476";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"43";"42";"module.training_block1.exec-1706.GoNoGo1";"1244";"2014-10-01 10:49:32.242";"ST_failedStop";"29";"0";"FINISHED";"LEFT";"failure";"290";"1";"2014-10-01 10:49:30.992";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"44";"43";"module.training_block1.exec-1706.GoNoGo1";"1244";"2014-10-01 10:49:34.757";"NST_correctLoc";"17";"0";"FINISHED";"LEFT";"success";"263";"0";"2014-10-01 10:49:33.507";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"45";"44";"module.training_block1.exec-1706.GoNoGo1";"1244";"2014-10-01 10:49:37.273";"NST_correctLoc";"15";"0";"FINISHED";"LEFT";"success";"243";"0";"2014-10-01 10:49:36.023";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"46";"45";"module.training_block1.exec-1706.GoNoGo1";"1245";"2014-10-01 10:49:39.789";"NST_correctLoc";"24";"0";"FINISHED";"LEFT";"success";"272";"0";"2014-10-01 10:49:38.539";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"47";"46";"module.training_block1.exec-1706.GoNoGo1";"1248";"2014-10-01 10:49:42.304";"ST_failedStop";"27";"1";"FINISHED";"RIGHT";"failure";"319";"1";"2014-10-01 10:49:41.054";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"48";"47";"module.training_block1.exec-1706.GoNoGo1";"1248";"2014-10-01 10:49:44.820";"ST_failedStop";"21";"0";"FINISHED";"LEFT";"failure";"267";"1";"2014-10-01 10:49:43.570";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"49";"48";"module.training_block1.exec-1706.GoNoGo1";"1248";"2014-10-01 10:49:47.335";"ST_failedStop";"26";"0";"FINISHED";"LEFT";"failure";"344";"1";"2014-10-01 10:49:46.085";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"50";"49";"module.training_block1.exec-1706.GoNoGo1";"1244";"2014-10-01 10:49:49.851";"ST_failedStop";"7";"1";"FINISHED";"RIGHT";"failure";"328";"1";"2014-10-01 10:49:48.601";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"51";"50";"module.training_block1.exec-1706.GoNoGo1";"1244";"2014-10-01 10:49:52.367";"NST_correctLoc";"10";"0";"FINISHED";"LEFT";"success";"221";"0";"2014-10-01 10:49:51.117";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"52";"51";"module.training_block2.exec-5627.GoNoGo2";;;;;;;;;;;;;"1248";"2014-10-01 10:50:03.148";"ST_failedStop";"1";"1";"FINISHED";"RIGHT";"failure";"355";"1";"2014-10-01 10:50:01.898";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"53";"52";"module.training_block2.exec-5627.GoNoGo2";;;;;;;;;;;;;"1248";"2014-10-01 10:50:05.664";"NST_correctLoc";"13";"0";"FINISHED";"LEFT";"success";"711";"0";"2014-10-01 10:50:04.414";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"54";"53";"module.training_block2.exec-5627.GoNoGo2";;;;;;;;;;;;;"1248";"2014-10-01 10:50:08.195";"ST_failedStop";"2";"1";"FINISHED";"RIGHT";"failure";"284";"1";"2014-10-01 10:50:06.945";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"55";"54";"module.training_block2.exec-5627.GoNoGo2";;;;;;;;;;;;;"1248";"2014-10-01 10:50:10.710";"NST_correctLoc";"25";"0";"FINISHED";"LEFT";"success";"296";"0";"2014-10-01 10:50:09.460";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"56";"55";"module.training_block2.exec-5627.GoNoGo2";;;;;;;;;;;;;"1248";"2014-10-01 10:50:13.226";"NST_correctLoc";"9";"0";"FINISHED";"LEFT";"success";"364";"0";"2014-10-01 10:50:11.976";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"57";"56";"module.training_block2.exec-5627.GoNoGo2";;;;;;;;;;;;;"1248";"2014-10-01 10:50:15.742";"ST_failedStop";"5";"1";"FINISHED";"RIGHT";"failure";"360";"1";"2014-10-01 10:50:14.492";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"58";"57";"module.training_block2.exec-5627.GoNoGo2";;;;;;;;;;;;;"1248";"2014-10-01 10:50:18.257";"ST_failedStop";"4";"1";"FINISHED";"RIGHT";"failure";"365";"1";"2014-10-01 10:50:17.007";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"59";"58";"module.training_block2.exec-5627.GoNoGo2";;;;;;;;;;;;;"1248";"2014-10-01 10:50:20.773";"ST_failedStop";"0";"0";"FINISHED";"LEFT";"failure";"433";"1";"2014-10-01 10:50:19.523";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"60";"59";"module.training_block2.exec-5627.GoNoGo2";;;;;;;;;;;;;"1248";"2014-10-01 10:50:23.289";"NST_correctLoc";"15";"0";"FINISHED";"LEFT";"success";"341";"0";"2014-10-01 10:50:22.039";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"61";"60";"module.training_block2.exec-5627.GoNoGo2";;;;;;;;;;;;;"1248";"2014-10-01 10:50:25.804";"NST_correctLoc";"11";"0";"FINISHED";"LEFT";"success";"442";"0";"2014-10-01 10:50:24.554";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"62";"61";"module.training_block2.exec-5627.GoNoGo2";;;;;;;;;;;;;"1248";"2014-10-01 10:50:28.320";"NST_correctLoc";"19";"1";"FINISHED";"RIGHT";"success";"342";"0";"2014-10-01 10:50:27.070";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"63";"62";"module.training_block2.exec-5627.GoNoGo2";;;;;;;;;;;;;"1248";"2014-10-01 10:50:30.835";"ST_failedStop";"8";"0";"FINISHED";"LEFT";"failure";"354";"1";"2014-10-01 10:50:29.585";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"64";"63";"module.training_block2.exec-5627.GoNoGo2";;;;;;;;;;;;;"1248";"2014-10-01 10:50:33.351";"NST_correctLoc";"10";"1";"FINISHED";"RIGHT";"success";"350";"0";"2014-10-01 10:50:32.101";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"65";"64";"module.training_block2.exec-5627.GoNoGo2";;;;;;;;;;;;;"1248";"2014-10-01 10:50:35.867";"NST_correctLoc";"28";"0";"FINISHED";"LEFT";"success";"347";"0";"2014-10-01 10:50:34.617";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"66";"65";"module.training_block2.exec-5627.GoNoGo2";;;;;;;;;;;;;"1248";"2014-10-01 10:50:38.382";"NST_correctLoc";"32";"0";"FINISHED";"LEFT";"success";"431";"0";"2014-10-01 10:50:37.132";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"67";"66";"module.training_block2.exec-5627.GoNoGo2";;;;;;;;;;;;;"1248";"2014-10-01 10:50:40.898";"ST_failedStop";"34";"1";"FINISHED";"RIGHT";"failure";"323";"1";"2014-10-01 10:50:39.648";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"68";"67";"module.training_block2.exec-5627.GoNoGo2";;;;;;;;;;;;;"1248";"2014-10-01 10:50:43.414";"NST_correctLoc";"12";"0";"FINISHED";"LEFT";"success";"240";"0";"2014-10-01 10:50:42.164";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"69";"68";"module.training_block2.exec-5627.GoNoGo2";;;;;;;;;;;;;"1248";"2014-10-01 10:50:45.929";"ST_failedStop";"27";"1";"FINISHED";"RIGHT";"failure";"300";"1";"2014-10-01 10:50:44.679";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"70";"69";"module.training_block2.exec-5627.GoNoGo2";;;;;;;;;;;;;"1248";"2014-10-01 10:50:48.445";"ST_failedStop";"26";"0";"FINISHED";"LEFT";"failure";"800";"1";"2014-10-01 10:50:47.195";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"71";"70";"module.training_block2.exec-5627.GoNoGo2";;;;;;;;;;;;;"1248";"2014-10-01 10:50:50.960";"ST_failedStop";"24";"1";"FINISHED";"RIGHT";"failure";"341";"1";"2014-10-01 10:50:49.710";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"72";"71";"module.training_block2.exec-5627.GoNoGo2";;;;;;;;;;;;;"1248";"2014-10-01 10:50:53.476";"NST_correctLoc";"17";"0";"FINISHED";"LEFT";"success";"233";"0";"2014-10-01 10:50:52.226";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"73";"72";"module.training_block2.exec-5627.GoNoGo2";;;;;;;;;;;;;"1248";"2014-10-01 10:50:55.992";"ST_failedStop";"18";"1";"FINISHED";"RIGHT";"failure";"293";"1";"2014-10-01 10:50:54.742";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"74";"73";"module.training_block2.exec-5627.GoNoGo2";;;;;;;;;;;;;"1248";"2014-10-01 10:50:58.507";"NST_correctLoc";"14";"1";"FINISHED";"RIGHT";"success";"273";"0";"2014-10-01 10:50:57.257";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chadwick123";"1994";;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"2";"2014-10-01 10:46:53.148";"2014-10-01 10:55:02.820";"1";"1";;;;;"1";"0";"1";"75";"74";"module.training_block2.exec-5627.GoNoGo2";;;;;;;;;;;;;"1248";"2014-10-01 10:51:01.023";"NST_wrongLoc";"22";"1";"FINISHED";"LEFT";"failure";"206";"0";"2014-10-01 10:50:59.773";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
