"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-8970.conditionType";"session.node-9628.blockOrder";"session.node-9628.IATorder";"session.node-9628.keyOrder";"trial.id";"trial.index";"trial.name"
"ruby";;;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"2";"1";"2015-02-10 12:25:45.084";"2015-02-10 12:25:59.952";"1";"1";"0";"0";"0";"9";"0";"module.GoNoGotutorial.exec-7381.GoNoGo_Tutorial"
