"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-7341.conditionType";"session.node-9237.blockOrder";"session.node-9237.IATorder";"session.node-9237.keyOrder";"trial.id";"trial.index";"trial.name";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"test-Rachel";;;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-07 08:45:52.534";"2014-07-07 08:46:26.299";"1";"0";"0";"0";"1";"1";"0";"module.GoNoGotutorial.exec-1374.GoNoGo_Tutorial";;;;;;;;;;;;"3992";"2014-07-07 08:46:08.534";"leftResponse";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-07-07 08:46:04.534"
"test-Rachel";;;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-07 08:45:52.534";"2014-07-07 08:46:26.299";"1";"0";"0";"0";"1";"2";"1";"module.GoNoGotutorial.exec-1374.GoNoGo_Tutorial";;;;;;;;;;;;"3995";"2014-07-07 08:46:13.815";"rightResponse";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-07-07 08:46:09.815"
"test-Rachel";;;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-07 08:45:52.534";"2014-07-07 08:46:26.299";"1";"0";"0";"0";"1";"3";"2";"module.GoNoGotutorial.exec-1374.GoNoGo_Tutorial";;;;;;;;;;;;"3995";"2014-07-07 08:46:19.096";"quickResponse";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-07-07 08:46:15.096"
"test-Rachel";;;"Windows 7";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2014-07-07 08:45:52.534";"2014-07-07 08:46:26.299";"1";"0";"0";"0";"1";"4";"3";"module.GoNoGopractice.exec-2879.GoNoGo_Practice";"1946";"2014-07-07 08:46:26.127";"18";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-07-07 08:46:24.174";"3";;;;;;;;;;
