"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-3463.conditionType";"session.node-5170.blockOrder";"session.node-5170.IATorder";"session.node-5170.keyOrder";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"Yr2prac_ams";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-13 13:33:56.631";"";"0";"1";"1";"1";"0";"1";"0";"module.GoNoGotutorial.exec-8783.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4001";"2014-02-13 13:34:54.814";"leftResponse";"0";"FINISHED";"LEFT";"success";"1157";"0";"2014-02-13 13:34:50.812"
"Yr2prac_ams";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-13 13:33:56.631";"";"0";"1";"1";"1";"0";"2";"1";"module.GoNoGotutorial.exec-8783.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4000";"2014-02-13 13:35:00.234";"rightResponse";"1";"FINISHED";"RIGHT";"success";"947";"0";"2014-02-13 13:34:56.234"
"Yr2prac_ams";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-13 13:33:56.631";"";"0";"1";"1";"1";"0";"3";"2";"module.GoNoGotutorial.exec-8783.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3999";"2014-02-13 13:35:05.551";"signalResponse";"0";"FINISHED";"NONE";"success";"0";"1";"2014-02-13 13:35:01.551"
"Yr2prac_ams";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-13 13:33:56.631";"";"0";"1";"1";"1";"0";"4";"3";"module.GoNoGopractice.exec-2830.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;"1986";"2014-02-13 13:35:13.816";"18";"0";"FINISHED";"LEFT";"success";"400";"0";"2014-02-13 13:35:11.829";"3";;;;;;;;;;
"Yr2prac_ams";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-13 13:33:56.631";"";"0";"1";"1";"1";"0";"5";"4";"module.GoNoGopractice.exec-2830.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;"1951";"2014-02-13 13:35:17.115";"21";"1";"FINISHED";"RIGHT";"success";"346";"0";"2014-02-13 13:35:15.163";"3";;;;;;;;;;
"Yr2prac_ams";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-13 13:33:56.631";"";"0";"1";"1";"1";"0";"6";"5";"module.GoNoGopractice.exec-2830.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;"1967";"2014-02-13 13:35:20.461";"14";"1";"FINISHED";"NONE";"success";"0";"1";"2014-02-13 13:35:18.493";"2";;;;;;;;;;
"Yr2prac_ams";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-13 13:33:56.631";"";"0";"1";"1";"1";"0";"7";"6";"module.GoNoGopractice.exec-2830.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;"1992";"2014-02-13 13:35:23.839";"26";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-13 13:35:21.846";"3";;;;;;;;;;
"Yr2prac_ams";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-13 13:33:56.631";"";"0";"1";"1";"1";"0";"8";"7";"module.GoNoGopractice.exec-2830.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;"1952";"2014-02-13 13:35:27.139";"2";"0";"FINISHED";"LEFT";"success";"717";"0";"2014-02-13 13:35:25.187";"1";;;;;;;;;;
"Yr2prac_ams";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-13 13:33:56.631";"";"0";"1";"1";"1";"0";"9";"8";"module.GoNoGopractice.exec-2830.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;"1982";"2014-02-13 13:35:30.469";"30";"0";"FINISHED";"LEFT";"failure";"376";"1";"2014-02-13 13:35:28.486";"3";;;;;;;;;;
"Yr2prac_ams";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-13 13:33:56.631";"";"0";"1";"1";"1";"0";"10";"9";"module.GoNoGopractice.exec-2830.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;"1951";"2014-02-13 13:35:33.739";"6";"1";"FINISHED";"NONE";"success";"0";"1";"2014-02-13 13:35:31.787";"1";;;;;;;;;;
"Yr2prac_ams";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-13 13:33:56.631";"";"0";"1";"1";"1";"0";"11";"10";"module.GoNoGopractice.exec-2830.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;"1952";"2014-02-13 13:35:37.024";"34";"0";"FINISHED";"LEFT";"success";"374";"0";"2014-02-13 13:35:35.071";"3";;;;;;;;;;
"Yr2prac_ams";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-13 13:33:56.631";"";"0";"1";"1";"1";"0";"12";"11";"module.GoNoGopractice.exec-2830.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;"1951";"2014-02-13 13:35:40.326";"23";"1";"FINISHED";"RIGHT";"success";"472";"0";"2014-02-13 13:35:38.374";"3";;;;;;;;;;
"Yr2prac_ams";"1994";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-13 13:33:56.631";"";"0";"1";"1";"1";"0";"13";"12";"module.GoNoGopractice.exec-2830.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;"1952";"2014-02-13 13:35:43.613";"13";"0";"FINISHED";"LEFT";"failure";"812";"1";"2014-02-13 13:35:41.660";"2";;;;;;;;;;
