"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-4310.conditionType";"session.node-7929.blockOrder";"session.node-7929.IATorder";"session.node-7929.keyOrder";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"highlighter";"1995";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 16:44:43.543";"2015-03-09 16:49:55.528";"1";"1";"0";"1";"1";"1";"0";"module.GoNoGotutorial.exec-9669.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3994";"2015-03-09 16:45:26.404";"leftResponse";"0";"FINISHED";"NONE";"failure";"0";"0";"2015-03-09 16:45:22.404"
"highlighter";"1995";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 16:44:43.543";"2015-03-09 16:49:55.528";"1";"1";"0";"1";"1";"2";"1";"module.GoNoGotutorial.exec-9669.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4001";"2015-03-09 16:45:32.121";"rightResponse";"1";"FINISHED";"NONE";"failure";"0";"0";"2015-03-09 16:45:28.118"
"highlighter";"1995";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 16:44:43.543";"2015-03-09 16:49:55.528";"1";"1";"0";"1";"1";"3";"2";"module.GoNoGotutorial.exec-9669.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4003";"2015-03-09 16:45:37.488";"signalResponse";"0";"FINISHED";"NONE";"success";"0";"1";"2015-03-09 16:45:33.474"
"highlighter";"1995";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 16:44:43.543";"2015-03-09 16:49:55.528";"1";"1";"0";"1";"1";"4";"3";"module.GoNoGopractice.exec-6499.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;"1979";"2015-03-09 16:45:47.935";"18";"0";"FINISHED";"LEFT";"success";"403";"0";"2015-03-09 16:45:45.955";"3";;;;;;;;;;
"highlighter";"1995";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 16:44:43.543";"2015-03-09 16:49:55.528";"1";"1";"0";"1";"1";"5";"4";"module.GoNoGopractice.exec-6499.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;"1956";"2015-03-09 16:45:51.272";"21";"1";"FINISHED";"RIGHT";"success";"372";"0";"2015-03-09 16:45:49.304";"3";;;;;;;;;;
"highlighter";"1995";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 16:44:43.543";"2015-03-09 16:49:55.528";"1";"1";"0";"1";"1";"6";"5";"module.GoNoGopractice.exec-6499.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;"1954";"2015-03-09 16:45:54.588";"14";"1";"FINISHED";"RIGHT";"failure";"393";"1";"2015-03-09 16:45:52.633";"2";;;;;;;;;;
"highlighter";"1995";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 16:44:43.543";"2015-03-09 16:49:55.528";"1";"1";"0";"1";"1";"7";"6";"module.GoNoGopractice.exec-6499.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;"1954";"2015-03-09 16:45:57.903";"26";"0";"FINISHED";"LEFT";"success";"352";"0";"2015-03-09 16:45:55.941";"3";;;;;;;;;;
"highlighter";"1995";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 16:44:43.543";"2015-03-09 16:49:55.528";"1";"1";"0";"1";"1";"8";"7";"module.GoNoGopractice.exec-6499.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;"1958";"2015-03-09 16:46:01.226";"2";"0";"FINISHED";"LEFT";"success";"454";"0";"2015-03-09 16:45:59.255";"1";;;;;;;;;;
"highlighter";"1995";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 16:44:43.543";"2015-03-09 16:49:55.528";"1";"1";"0";"1";"1";"9";"8";"module.GoNoGopractice.exec-6499.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;"1958";"2015-03-09 16:46:04.523";"30";"0";"FINISHED";"LEFT";"failure";"341";"1";"2015-03-09 16:46:02.565";"3";;;;;;;;;;
"highlighter";"1995";;"Windows 8";"Rachel's Experiment (SCIAT)";"1.0";"1";"1";"1";"1";"1";"1";"2015-03-09 16:44:43.543";"2015-03-09 16:49:55.528";"1";"1";"0";"1";"1";"10";"9";"module.GoNoGopractice.exec-6499.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;"1956";"2015-03-09 16:46:07.855";"6";"1";"FINISHED";"RIGHT";"failure";"292";"1";"2015-03-09 16:46:05.887";"1";;;;;;;;;;
