"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-7084.blockOrder";"session.node-7084.IATorder";"session.node-7084.keyOrder";"session.node-7320.conditionType";"session.node-7865.blockOrder";"session.node-7865.IATorder";"session.node-7865.keyOrder";"session.node-7868.conditionType";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"44";"43";"module.training_block1.exec-4565.GoNoGo1";"1250";"2014-02-22 09:21:07.520";"8";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:21:06.270";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"45";"44";"module.training_block1.exec-4565.GoNoGo1";"1250";"2014-02-22 09:21:10.192";"27";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:21:08.942";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"46";"45";"module.training_block1.exec-4565.GoNoGo1";"1249";"2014-02-22 09:21:12.735";"2";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:21:11.485";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"47";"46";"module.training_block1.exec-4565.GoNoGo1";"1249";"2014-02-22 09:21:15.270";"6";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:21:14.020";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"48";"47";"module.training_block1.exec-4565.GoNoGo1";"1250";"2014-02-22 09:21:17.836";"15";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:21:16.586";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"49";"48";"module.training_block1.exec-4565.GoNoGo1";"1250";"2014-02-22 09:21:20.369";"29";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:21:19.119";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"50";"49";"module.training_block1.exec-4565.GoNoGo1";"1249";"2014-02-22 09:21:22.922";"17";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:21:21.672";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"51";"50";"module.training_block1.exec-4565.GoNoGo1";"1250";"2014-02-22 09:21:25.500";"11";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:21:24.250";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"52";"51";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:21:41.477";"16";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:21:40.227";"2";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"53";"52";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:21:44.011";"21";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:21:42.761";"3";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"54";"53";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:21:46.540";"6";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:21:45.289";"1";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"55";"54";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:21:49.084";"35";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:21:47.834";"3";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"56";"55";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:21:51.612";"11";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:21:50.362";"2";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"57";"56";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:21:54.130";"17";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:21:52.880";"2";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"58";"57";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:21:56.662";"0";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:21:55.412";"1";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"59";"58";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1250";"2014-02-22 09:21:59.205";"13";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:21:57.955";"2";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"60";"59";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:22:01.730";"12";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:22:00.480";"2";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"61";"60";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:22:04.281";"19";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:22:03.031";"3";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"62";"61";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:22:06.825";"22";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:22:05.575";"3";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"63";"62";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:22:09.357";"32";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:22:08.107";"3";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"64";"63";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:22:11.893";"24";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:22:10.643";"3";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"65";"64";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:22:14.420";"7";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:22:13.170";"1";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"66";"65";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:22:16.942";"2";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:22:15.692";"1";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"67";"66";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:22:19.480";"4";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:22:18.230";"1";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"68";"67";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1250";"2014-02-22 09:22:22.024";"30";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:22:20.774";"3";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"69";"68";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:22:24.554";"25";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:22:23.304";"3";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"70";"69";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1250";"2014-02-22 09:22:27.086";"9";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:22:25.836";"2";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"71";"70";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:22:29.617";"33";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:22:28.367";"3";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"72";"71";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1250";"2014-02-22 09:22:32.142";"8";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:22:30.892";"1";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"73";"72";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:22:34.684";"31";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:22:33.434";"3";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"74";"73";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:22:37.215";"29";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:22:35.965";"3";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"75";"74";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:22:39.754";"14";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:22:38.504";"2";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"76";"75";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:22:42.293";"18";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:22:41.043";"3";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"77";"76";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:22:44.830";"26";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:22:43.580";"3";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"78";"77";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:22:47.356";"27";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:22:46.106";"3";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"79";"78";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:22:49.888";"34";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:22:48.638";"3";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"80";"79";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1250";"2014-02-22 09:22:52.433";"1";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:22:51.183";"1";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"81";"80";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:22:54.959";"10";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:22:53.709";"2";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"82";"81";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:22:57.481";"20";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:22:56.231";"3";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"83";"82";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1250";"2014-02-22 09:23:00.000";"15";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:22:58.750";"2";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"84";"83";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:23:02.534";"28";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:23:01.284";"3";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"85";"84";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:23:05.059";"5";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:23:03.809";"1";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"86";"85";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:23:07.601";"3";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:23:06.351";"1";;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"87";"86";"module.training_block2.exec-6224.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-22 09:23:10.123";"23";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:23:08.873";"3";;;;;;;;;;;;;;;;;;;;;
