"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-7084.blockOrder";"session.node-7084.IATorder";"session.node-7084.keyOrder";"session.node-7320.conditionType";"session.node-7865.blockOrder";"session.node-7865.IATorder";"session.node-7865.keyOrder";"session.node-7868.conditionType";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"31";"30";"module.training_block1.exec-4565.GoNoGo1";"1249";"2014-02-22 09:20:34.439";"4";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:20:33.189";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"32";"31";"module.training_block1.exec-4565.GoNoGo1";"1249";"2014-02-22 09:20:36.977";"18";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:20:35.727";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"33";"32";"module.training_block1.exec-4565.GoNoGo1";"1249";"2014-02-22 09:20:39.511";"32";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:20:38.261";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"34";"33";"module.training_block1.exec-4565.GoNoGo1";"1250";"2014-02-22 09:20:42.047";"30";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:20:40.797";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"35";"34";"module.training_block1.exec-4565.GoNoGo1";"1249";"2014-02-22 09:20:44.611";"1";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:20:43.361";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"36";"35";"module.training_block1.exec-4565.GoNoGo1";"1250";"2014-02-22 09:20:47.166";"16";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:20:45.916";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"37";"36";"module.training_block1.exec-4565.GoNoGo1";"1249";"2014-02-22 09:20:49.698";"35";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:20:48.448";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"38";"37";"module.training_block1.exec-4565.GoNoGo1";"1269";"2014-02-22 09:20:52.224";"26";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:20:50.974";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"39";"38";"module.training_block1.exec-4565.GoNoGo1";"1249";"2014-02-22 09:20:54.758";"25";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:20:53.508";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"40";"39";"module.training_block1.exec-4565.GoNoGo1";"1249";"2014-02-22 09:20:57.296";"33";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:20:56.046";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"41";"40";"module.training_block1.exec-4565.GoNoGo1";"1250";"2014-02-22 09:20:59.843";"5";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:20:58.593";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"42";"41";"module.training_block1.exec-4565.GoNoGo1";"1249";"2014-02-22 09:21:02.411";"19";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:21:01.161";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"test_yr2prac";;;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"2";"2";"2014-02-22 09:18:27.449";"2014-02-22 09:23:12.080";"1";"1";"0";"1";;;;;"0";"43";"42";"module.training_block1.exec-4565.GoNoGo1";"1249";"2014-02-22 09:21:04.974";"12";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-02-22 09:21:03.724";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
