"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-2928.blockOrder";"session.node-2928.IATorder";"session.node-2928.keyOrder";"session.node-3505.conditionType";"trial.id";"trial.index";"trial.name"
"test";"1990";;"Windows 7";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-07 14:18:23.467";"2014-02-07 14:18:29.039";"1";"1";"1";"0";"0";"1";"0";"module.GoNoGotutorial.exec-5160.GoNoGo_Tutorial"
