"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-7373.blockOrder";"session.node-7373.IATorder";"session.node-7373.keyOrder";"session.node-9826.conditionType";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"41";"40";"module.training_block1.exec-7505.GoNoGo1";"1241";"2014-02-16 17:32:08.834";"17";"1";"FINISHED";"RIGHT";"success";"384";"0";"2014-02-16 17:32:07.584";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"42";"41";"module.training_block1.exec-7505.GoNoGo1";"1249";"2014-02-16 17:32:11.394";"33";"1";"FINISHED";"RIGHT";"success";"366";"0";"2014-02-16 17:32:10.144";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"43";"42";"module.training_block1.exec-7505.GoNoGo1";"1248";"2014-02-16 17:32:13.944";"14";"0";"FINISHED";"LEFT";"success";"361";"0";"2014-02-16 17:32:12.694";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"44";"43";"module.training_block1.exec-7505.GoNoGo1";"1247";"2014-02-16 17:32:16.494";"34";"1";"FINISHED";"RIGHT";"success";"343";"0";"2014-02-16 17:32:15.244";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"45";"44";"module.training_block1.exec-7505.GoNoGo1";"1248";"2014-02-16 17:32:19.044";"27";"1";"FINISHED";"RIGHT";"success";"368";"0";"2014-02-16 17:32:17.794";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"46";"45";"module.training_block1.exec-7505.GoNoGo1";"1247";"2014-02-16 17:32:21.594";"18";"1";"FINISHED";"RIGHT";"success";"376";"0";"2014-02-16 17:32:20.344";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"47";"46";"module.training_block1.exec-7505.GoNoGo1";"1242";"2014-02-16 17:32:24.144";"19";"1";"FINISHED";"RIGHT";"success";"410";"0";"2014-02-16 17:32:22.894";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"48";"47";"module.training_block1.exec-7505.GoNoGo1";"1242";"2014-02-16 17:32:26.694";"16";"0";"FINISHED";"LEFT";"success";"358";"0";"2014-02-16 17:32:25.444";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"49";"48";"module.training_block1.exec-7505.GoNoGo1";"1241";"2014-02-16 17:32:29.244";"31";"1";"FINISHED";"RIGHT";"success";"371";"0";"2014-02-16 17:32:27.994";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"50";"49";"module.training_block1.exec-7505.GoNoGo1";"1242";"2014-02-16 17:32:31.794";"29";"1";"FINISHED";"RIGHT";"success";"395";"0";"2014-02-16 17:32:30.544";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"51";"50";"module.training_block1.exec-7505.GoNoGo1";"1247";"2014-02-16 17:32:34.354";"4";"0";"FINISHED";"LEFT";"success";"347";"0";"2014-02-16 17:32:33.104";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"52";"51";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:32:51.854";"33";"0";"FINISHED";"LEFT";"success";"386";"0";"2014-02-16 17:32:50.604";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"53";"52";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:32:54.404";"2";"1";"FINISHED";"RIGHT";"success";"477";"0";"2014-02-16 17:32:53.154";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"54";"53";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:32:56.954";"26";"0";"FINISHED";"LEFT";"success";"363";"0";"2014-02-16 17:32:55.704";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"55";"54";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1247";"2014-02-16 17:32:59.504";"32";"0";"FINISHED";"LEFT";"success";"397";"0";"2014-02-16 17:32:58.254";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"56";"55";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:33:02.104";"20";"1";"FINISHED";"RIGHT";"success";"361";"0";"2014-02-16 17:33:00.854";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"57";"56";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:33:04.654";"13";"0";"FINISHED";"LEFT";"success";"344";"0";"2014-02-16 17:33:03.404";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"58";"57";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:33:07.194";"7";"0";"FINISHED";"LEFT";"success";"348";"0";"2014-02-16 17:33:05.944";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"59";"58";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:33:09.744";"14";"1";"FINISHED";"RIGHT";"success";"387";"0";"2014-02-16 17:33:08.494";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"60";"59";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:33:12.284";"23";"1";"FINISHED";"RIGHT";"success";"406";"0";"2014-02-16 17:33:11.034";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"61";"60";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:33:14.834";"6";"0";"FINISHED";"LEFT";"success";"349";"0";"2014-02-16 17:33:13.584";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"62";"61";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:33:17.384";"9";"1";"FINISHED";"RIGHT";"success";"423";"0";"2014-02-16 17:33:16.134";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"63";"62";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1247";"2014-02-16 17:33:19.924";"22";"1";"FINISHED";"RIGHT";"success";"401";"0";"2014-02-16 17:33:18.674";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"64";"63";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:33:22.464";"16";"0";"FINISHED";"LEFT";"success";"334";"0";"2014-02-16 17:33:21.214";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"65";"64";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1247";"2014-02-16 17:33:25.004";"12";"1";"FINISHED";"RIGHT";"success";"369";"0";"2014-02-16 17:33:23.754";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"66";"65";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:33:27.544";"1";"0";"FINISHED";"LEFT";"success";"342";"0";"2014-02-16 17:33:26.294";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"67";"66";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:33:30.084";"25";"0";"FINISHED";"LEFT";"success";"442";"0";"2014-02-16 17:33:28.834";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"68";"67";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:33:32.624";"31";"1";"FINISHED";"RIGHT";"success";"333";"0";"2014-02-16 17:33:31.374";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"69";"68";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1247";"2014-02-16 17:33:35.184";"30";"0";"FINISHED";"LEFT";"success";"363";"0";"2014-02-16 17:33:33.934";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"70";"69";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:33:37.724";"10";"1";"FINISHED";"RIGHT";"success";"433";"0";"2014-02-16 17:33:36.474";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"71";"70";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:33:40.264";"27";"1";"FINISHED";"RIGHT";"success";"406";"0";"2014-02-16 17:33:39.014";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"72";"71";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:33:42.814";"28";"1";"FINISHED";"RIGHT";"success";"399";"0";"2014-02-16 17:33:41.564";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"73";"72";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1247";"2014-02-16 17:33:45.374";"3";"1";"FINISHED";"RIGHT";"success";"369";"0";"2014-02-16 17:33:44.124";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"74";"73";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-16 17:33:47.914";"21";"1";"FINISHED";"RIGHT";"success";"373";"0";"2014-02-16 17:33:46.664";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"75";"74";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1247";"2014-02-16 17:33:50.464";"24";"1";"FINISHED";"RIGHT";"success";"478";"0";"2014-02-16 17:33:49.214";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"76";"75";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:33:53.064";"29";"1";"FINISHED";"RIGHT";"success";"530";"0";"2014-02-16 17:33:51.814";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"77";"76";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1249";"2014-02-16 17:33:55.634";"34";"0";"FINISHED";"LEFT";"success";"417";"0";"2014-02-16 17:33:54.384";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"78";"77";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:33:58.194";"8";"0";"FINISHED";"LEFT";"success";"499";"0";"2014-02-16 17:33:56.944";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"79";"78";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:34:00.754";"11";"1";"FINISHED";"RIGHT";"success";"379";"0";"2014-02-16 17:33:59.504";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"80";"79";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:34:03.304";"19";"0";"FINISHED";"LEFT";"success";"312";"0";"2014-02-16 17:34:02.054";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"81";"80";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:34:05.844";"0";"1";"FINISHED";"RIGHT";"success";"403";"0";"2014-02-16 17:34:04.594";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"82";"81";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:34:08.394";"35";"1";"FINISHED";"RIGHT";"success";"402";"0";"2014-02-16 17:34:07.144";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"83";"82";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:34:10.934";"15";"0";"FINISHED";"LEFT";"success";"385";"0";"2014-02-16 17:34:09.684";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"84";"83";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:34:13.484";"17";"0";"FINISHED";"LEFT";"success";"450";"0";"2014-02-16 17:34:12.234";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"85";"84";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:34:16.034";"4";"1";"FINISHED";"RIGHT";"success";"331";"0";"2014-02-16 17:34:14.784";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"86";"85";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1247";"2014-02-16 17:34:18.594";"18";"1";"FINISHED";"RIGHT";"success";"395";"0";"2014-02-16 17:34:17.344";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"87";"86";"module.training_block2.exec-9613.GoNoGo2";;;;;;;;;;;;"1248";"2014-02-16 17:34:21.144";"5";"1";"FINISHED";"RIGHT";"success";"354";"0";"2014-02-16 17:34:19.894";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"88";"87";"module.training_block3.exec-6800.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;"1247";"2014-02-16 17:34:36.594";"19";"0";"FINISHED";"LEFT";"success";"975";"0";"2014-02-16 17:34:35.344";"3";;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"89";"88";"module.training_block3.exec-6800.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;"1247";"2014-02-16 17:34:39.154";"13";"0";"FINISHED";"LEFT";"success";"428";"0";"2014-02-16 17:34:37.904";"2";;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"90";"89";"module.training_block3.exec-6800.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-16 17:34:41.704";"1";"0";"FINISHED";"LEFT";"success";"399";"0";"2014-02-16 17:34:40.454";"1";;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"91";"90";"module.training_block3.exec-6800.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-16 17:34:44.254";"31";"0";"FINISHED";"LEFT";"success";"357";"0";"2014-02-16 17:34:43.004";"3";;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_jdm";"1967";;"Windows Vista";"Rachels Experiment";"1.0";"1";"1";"1";"1";"1";"1";"2014-02-16 17:29:16.084";"2014-02-16 17:35:00.644";"1";"1";"0";"1";"0";"92";"91";"module.training_block3.exec-6800.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;"1248";"2014-02-16 17:34:46.794";"20";"1";"FINISHED";"RIGHT";"success";"371";"0";"2014-02-16 17:34:45.544";"3";;;;;;;;;;;;;;;;;;;;;
