"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-1588.conditionType";"session.node-5187.DPorder";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"Yr2Prac_test";"1994";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-11 17:53:46.692";"2014-02-11 17:59:52.630";"1";"1";"1";"31";"30";"module.training_block1.exec-6146.GoNoGo1";"1249";"2014-02-11 17:56:39.768";"7";"0";"FINISHED";"NONE";"success";"0";"1";"2014-02-11 17:56:38.518";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_test";"1994";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-11 17:53:46.692";"2014-02-11 17:59:52.630";"1";"1";"1";"32";"31";"module.training_block1.exec-6146.GoNoGo1";"1250";"2014-02-11 17:56:42.312";"22";"1";"FINISHED";"RIGHT";"success";"537";"0";"2014-02-11 17:56:41.062";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_test";"1994";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-11 17:53:46.692";"2014-02-11 17:59:52.630";"1";"1";"1";"33";"32";"module.training_block1.exec-6146.GoNoGo1";"1250";"2014-02-11 17:56:44.845";"26";"1";"FINISHED";"RIGHT";"success";"556";"0";"2014-02-11 17:56:43.595";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_test";"1994";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-11 17:53:46.692";"2014-02-11 17:59:52.630";"1";"1";"1";"34";"33";"module.training_block1.exec-6146.GoNoGo1";"1249";"2014-02-11 17:56:47.384";"11";"1";"FINISHED";"RIGHT";"success";"440";"0";"2014-02-11 17:56:46.134";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_test";"1994";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-11 17:53:46.692";"2014-02-11 17:59:52.630";"1";"1";"1";"35";"34";"module.training_block1.exec-6146.GoNoGo1";"1249";"2014-02-11 17:56:49.925";"15";"0";"FINISHED";"NONE";"success";"0";"1";"2014-02-11 17:56:48.675";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_test";"1994";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-11 17:53:46.692";"2014-02-11 17:59:52.630";"1";"1";"1";"36";"35";"module.training_block1.exec-6146.GoNoGo1";"1250";"2014-02-11 17:56:52.461";"32";"1";"FINISHED";"NONE";"success";"0";"1";"2014-02-11 17:56:51.211";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_test";"1994";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-11 17:53:46.692";"2014-02-11 17:59:52.630";"1";"1";"1";"37";"36";"module.training_block1.exec-6146.GoNoGo1";"1249";"2014-02-11 17:56:54.991";"28";"0";"FINISHED";"LEFT";"success";"923";"0";"2014-02-11 17:56:53.741";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_test";"1994";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-11 17:53:46.692";"2014-02-11 17:59:52.630";"1";"1";"1";"38";"37";"module.training_block1.exec-6146.GoNoGo1";"1249";"2014-02-11 17:56:57.525";"29";"0";"FINISHED";"LEFT";"success";"597";"0";"2014-02-11 17:56:56.275";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_test";"1994";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-11 17:53:46.692";"2014-02-11 17:59:52.630";"1";"1";"1";"39";"38";"module.training_block1.exec-6146.GoNoGo1";"1249";"2014-02-11 17:57:00.061";"24";"1";"FINISHED";"RIGHT";"success";"502";"0";"2014-02-11 17:56:58.811";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Yr2Prac_test";"1994";;"Windows 7";"Rachels Experiment - DP";"1.0";"2";"1";"1";"2";"1";"1";"2014-02-11 17:53:46.692";"2014-02-11 17:59:52.630";"1";"1";"1";"40";"39";"module.training_block1.exec-6146.GoNoGo1";"1249";"2014-02-11 17:57:02.597";"25";"0";"FINISHED";"LEFT";"failure";"619";"1";"2014-02-11 17:57:01.347";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
