"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-1052.conditionType";"session.node-5567.DevalQorder";"session.node-7564.conditionType";"session.node-8823.DevalQorder";"trial.id";"trial.index";"trial.name";"trial.deval1.durationTime";"trial.deval1.endTime";"trial.deval1.icon";"trial.deval1.Resp_Attractive";"trial.deval1.Resp_Eat";"trial.deval1.Resp_Taste";"trial.deval1.RT_Attractive";"trial.deval1.RT_Eat";"trial.deval1.RT_Taste";"trial.deval1.startTime";"trial.deval1.stimulus type";"trial.devalPractice.durationTime";"trial.devalPractice.endTime";"trial.devalPractice.icon";"trial.devalPractice.Resp_Attractive";"trial.devalPractice.Resp_Eat";"trial.devalPractice.Resp_Taste";"trial.devalPractice.RT_Attractive";"trial.devalPractice.RT_Eat";"trial.devalPractice.RT_Taste";"trial.devalPractice.startTime";"trial.devalPractice.stimulus type";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.Error Type";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"42ok95";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 14:36:19.723";"2014-10-13 14:48:52.926";"1";;"1";"0";;"1";"0";"module.GoNoGotutorial.exec-8338.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3990";"2014-10-13 14:36:56.332";"leftResponse";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-10-13 14:36:52.332"
"42ok95";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 14:36:19.723";"2014-10-13 14:48:52.926";"1";;"1";"0";;"2";"1";"module.GoNoGotutorial.exec-8338.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3994";"2014-10-13 14:37:01.598";"rightResponse";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-10-13 14:36:57.598"
"42ok95";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 14:36:19.723";"2014-10-13 14:48:52.926";"1";;"1";"0";;"3";"2";"module.GoNoGotutorial.exec-8338.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3993";"2014-10-13 14:37:07.004";"quickResponse";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-10-13 14:37:03.004"
"42ok95";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 14:36:19.723";"2014-10-13 14:48:52.926";"1";;"1";"0";;"4";"3";"module.GoNoGopractice.exec-2322.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1947";"2014-10-13 14:37:14.254";"18";"0";"FINISHED";"LEFT";"success";"556";"0";"2014-10-13 14:37:12.301";"3";;;;;;;;;;
"42ok95";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 14:36:19.723";"2014-10-13 14:48:52.926";"1";;"1";"0";;"5";"4";"module.GoNoGopractice.exec-2322.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1947";"2014-10-13 14:37:17.473";"21";"1";"FINISHED";"RIGHT";"success";"1217";"0";"2014-10-13 14:37:15.520";"3";;;;;;;;;;
"42ok95";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 14:36:19.723";"2014-10-13 14:48:52.926";"1";;"1";"0";;"6";"5";"module.GoNoGopractice.exec-2322.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1949";"2014-10-13 14:37:20.692";"14";"1";"FINISHED";"RIGHT";"success";"336";"0";"2014-10-13 14:37:18.739";"2";;;;;;;;;;
"42ok95";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 14:36:19.723";"2014-10-13 14:48:52.926";"1";;"1";"0";;"7";"6";"module.GoNoGopractice.exec-2322.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1947";"2014-10-13 14:37:23.910";"26";"0";"FINISHED";"LEFT";"success";"459";"0";"2014-10-13 14:37:21.957";"3";;;;;;;;;;
"42ok95";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 14:36:19.723";"2014-10-13 14:48:52.926";"1";;"1";"0";;"8";"7";"module.GoNoGopractice.exec-2322.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1948";"2014-10-13 14:37:27.129";"2";"0";"FINISHED";"LEFT";"success";"577";"0";"2014-10-13 14:37:25.176";"1";;;;;;;;;;
"42ok95";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 14:36:19.723";"2014-10-13 14:48:52.926";"1";;"1";"0";;"9";"8";"module.GoNoGopractice.exec-2322.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1948";"2014-10-13 14:37:30.348";"30";"0";"FINISHED";"LEFT";"success";"343";"0";"2014-10-13 14:37:28.395";"3";;;;;;;;;;
"42ok95";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 14:36:19.723";"2014-10-13 14:48:52.926";"1";;"1";"0";;"10";"9";"module.GoNoGopractice.exec-2322.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1947";"2014-10-13 14:37:33.567";"6";"1";"FINISHED";"RIGHT";"success";"324";"0";"2014-10-13 14:37:31.614";"1";;;;;;;;;;
"42ok95";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 14:36:19.723";"2014-10-13 14:48:52.926";"1";;"1";"0";;"11";"10";"module.GoNoGopractice.exec-2322.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1948";"2014-10-13 14:37:36.785";"34";"0";"FINISHED";"LEFT";"success";"402";"0";"2014-10-13 14:37:34.832";"3";;;;;;;;;;
"42ok95";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 14:36:19.723";"2014-10-13 14:48:52.926";"1";;"1";"0";;"12";"11";"module.GoNoGopractice.exec-2322.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1948";"2014-10-13 14:37:40.004";"23";"1";"FINISHED";"RIGHT";"success";"294";"0";"2014-10-13 14:37:38.051";"3";;;;;;;;;;
"42ok95";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 14:36:19.723";"2014-10-13 14:48:52.926";"1";;"1";"0";;"13";"12";"module.GoNoGopractice.exec-2322.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1947";"2014-10-13 14:37:43.223";"13";"0";"FINISHED";"LEFT";"success";"595";"0";"2014-10-13 14:37:41.270";"2";;;;;;;;;;
"42ok95";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 14:36:19.723";"2014-10-13 14:48:52.926";"1";;"1";"0";;"14";"13";"module.GoNoGopractice.exec-2322.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1948";"2014-10-13 14:37:46.442";"3";"1";"FINISHED";"RIGHT";"success";"833";"0";"2014-10-13 14:37:44.489";"1";;;;;;;;;;
"42ok95";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 14:36:19.723";"2014-10-13 14:48:52.926";"1";;"1";"0";;"15";"14";"module.GoNoGopractice.exec-2322.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1947";"2014-10-13 14:37:49.660";"27";"1";"FINISHED";"RIGHT";"success";"638";"0";"2014-10-13 14:37:47.707";"3";;;;;;;;;;
"42ok95";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 14:36:19.723";"2014-10-13 14:48:52.926";"1";;"1";"0";;"16";"15";"module.training_block1.exec-1439.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1243";"2014-10-13 14:37:56.645";"NST_correctLoc";"24";"0";"FINISHED";"LEFT";"success";"300";"0";"2014-10-13 14:37:55.395";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"42ok95";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 14:36:19.723";"2014-10-13 14:48:52.926";"1";;"1";"0";;"17";"16";"module.training_block1.exec-1439.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1245";"2014-10-13 14:37:59.160";"NST_correctLoc";"35";"1";"FINISHED";"RIGHT";"success";"347";"0";"2014-10-13 14:37:57.910";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
