"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-1104.DevalQorder";"session.node-1758.conditionType";"session.node-3359.conditionType";"session.node-7257.DevalQorder";"trial.id";"trial.index";"trial.name";"trial.deval1.durationTime";"trial.deval1.endTime";"trial.deval1.icon";"trial.deval1.Resp_Attractive";"trial.deval1.Resp_Eat";"trial.deval1.Resp_Taste";"trial.deval1.RT_Attractive";"trial.deval1.RT_Eat";"trial.deval1.RT_Taste";"trial.deval1.startTime";"trial.deval1.stimulus type";"trial.devalPractice.durationTime";"trial.devalPractice.endTime";"trial.devalPractice.icon";"trial.devalPractice.Resp_Attractive";"trial.devalPractice.Resp_Eat";"trial.devalPractice.Resp_Taste";"trial.devalPractice.RT_Attractive";"trial.devalPractice.RT_Eat";"trial.devalPractice.RT_Taste";"trial.devalPractice.startTime";"trial.devalPractice.stimulus type";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.Error Type";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"11";"10";"module.GoNoGopractice.exec-3187.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1952";"2014-10-13 19:37:10.636";"34";"0";"FINISHED";"LEFT";"success";"355";"0";"2014-10-13 19:37:08.683";"3";;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"12";"11";"module.GoNoGopractice.exec-3187.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1953";"2014-10-13 19:37:13.882";"23";"1";"FINISHED";"RIGHT";"success";"327";"0";"2014-10-13 19:37:11.928";"3";;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"13";"12";"module.GoNoGopractice.exec-3187.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1952";"2014-10-13 19:37:17.179";"13";"0";"FINISHED";"LEFT";"success";"325";"0";"2014-10-13 19:37:15.226";"2";;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"14";"13";"module.GoNoGopractice.exec-3187.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1952";"2014-10-13 19:37:20.459";"3";"1";"FINISHED";"RIGHT";"success";"292";"0";"2014-10-13 19:37:18.506";"1";;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"15";"14";"module.GoNoGopractice.exec-3187.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1952";"2014-10-13 19:37:23.681";"27";"1";"FINISHED";"RIGHT";"success";"533";"0";"2014-10-13 19:37:21.729";"3";;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"16";"15";"module.training_block1.exec-5359.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1251";"2014-10-13 19:37:31.944";"NST_correctLoc";"8";"1";"FINISHED";"RIGHT";"success";"466";"0";"2014-10-13 19:37:30.692";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"17";"16";"module.training_block1.exec-5359.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1251";"2014-10-13 19:37:34.523";"NST_correctLoc";"1";"0";"FINISHED";"LEFT";"success";"328";"0";"2014-10-13 19:37:33.272";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"18";"17";"module.training_block1.exec-5359.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-13 19:37:37.100";"NST_correctLoc";"12";"0";"FINISHED";"LEFT";"success";"301";"0";"2014-10-13 19:37:35.850";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"19";"18";"module.training_block1.exec-5359.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-13 19:37:39.621";"NST_correctLoc";"30";"1";"FINISHED";"RIGHT";"success";"341";"0";"2014-10-13 19:37:38.370";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"20";"19";"module.training_block1.exec-5359.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1251";"2014-10-13 19:37:42.142";"NST_correctLoc";"6";"0";"FINISHED";"LEFT";"success";"284";"0";"2014-10-13 19:37:40.891";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"21";"20";"module.training_block1.exec-5359.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-13 19:37:44.661";"NST_correctLoc";"21";"0";"FINISHED";"LEFT";"success";"325";"0";"2014-10-13 19:37:43.411";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"22";"21";"module.training_block1.exec-5359.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1251";"2014-10-13 19:37:47.185";"NST_correctLoc";"2";"1";"FINISHED";"RIGHT";"success";"290";"0";"2014-10-13 19:37:45.934";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"23";"22";"module.training_block1.exec-5359.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1251";"2014-10-13 19:37:49.711";"NST_correctLoc";"15";"0";"FINISHED";"LEFT";"success";"252";"0";"2014-10-13 19:37:48.460";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"24";"23";"module.training_block1.exec-5359.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-13 19:37:52.228";"NST_correctLoc";"26";"1";"FINISHED";"RIGHT";"success";"302";"0";"2014-10-13 19:37:50.978";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"25";"24";"module.training_block1.exec-5359.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1251";"2014-10-13 19:37:54.796";"NST_correctLoc";"35";"1";"FINISHED";"RIGHT";"success";"375";"0";"2014-10-13 19:37:53.545";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"26";"25";"module.training_block1.exec-5359.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1251";"2014-10-13 19:37:57.319";"NST_correctLoc";"13";"1";"FINISHED";"RIGHT";"success";"308";"0";"2014-10-13 19:37:56.068";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"27";"26";"module.training_block1.exec-5359.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1251";"2014-10-13 19:37:59.936";"NST_correctLoc";"5";"0";"FINISHED";"LEFT";"success";"283";"0";"2014-10-13 19:37:58.685";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"28";"27";"module.training_block1.exec-5359.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-13 19:38:02.482";"NST_correctLoc";"20";"1";"FINISHED";"RIGHT";"success";"264";"0";"2014-10-13 19:38:01.232";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"29";"28";"module.training_block1.exec-5359.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1251";"2014-10-13 19:38:05.037";"NST_correctLoc";"10";"1";"FINISHED";"RIGHT";"success";"383";"0";"2014-10-13 19:38:03.786";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"30";"29";"module.training_block1.exec-5359.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1251";"2014-10-13 19:38:07.606";"NST_correctLoc";"16";"1";"FINISHED";"RIGHT";"success";"293";"0";"2014-10-13 19:38:06.355";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"31";"30";"module.training_block1.exec-5359.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1251";"2014-10-13 19:38:10.129";"NST_correctLoc";"11";"0";"FINISHED";"LEFT";"success";"282";"0";"2014-10-13 19:38:08.878";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"32";"31";"module.training_block1.exec-5359.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-10-13 19:38:12.676";"NST_correctLoc";"4";"1";"FINISHED";"RIGHT";"success";"286";"0";"2014-10-13 19:38:11.426";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"33";"32";"module.training_block1.exec-5359.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1251";"2014-10-13 19:38:15.192";"NST_correctLoc";"3";"1";"FINISHED";"RIGHT";"success";"300";"0";"2014-10-13 19:38:13.941";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"34";"33";"module.training_block1.exec-5359.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1251";"2014-10-13 19:38:17.754";"NST_correctLoc";"24";"1";"FINISHED";"RIGHT";"success";"274";"0";"2014-10-13 19:38:16.502";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"35";"34";"module.training_block1.exec-5359.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-13 19:38:20.271";"NST_correctLoc";"14";"1";"FINISHED";"RIGHT";"success";"308";"0";"2014-10-13 19:38:19.021";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"36";"35";"module.training_block1.exec-5359.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1251";"2014-10-13 19:38:22.820";"NST_correctLoc";"29";"0";"FINISHED";"LEFT";"success";"255";"0";"2014-10-13 19:38:21.569";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"sophiefs";"1994";;"Mac OS X";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-13 19:35:52.834";"2014-10-13 19:48:49.546";"1";"0";"0";;;"37";"36";"module.training_block1.exec-5359.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-13 19:38:25.335";"NST_correctLoc";"27";"0";"FINISHED";"LEFT";"success";"372";"0";"2014-10-13 19:38:24.085";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
