"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-5866.conditionType";"session.node-8323.DevalQorder";"trial.id";"trial.index";"trial.name"
"test-Rachel";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"1";"2014-07-07 08:46:42.424";"2014-07-07 08:46:47.924";"1";"0";"1";"5";"0";"module.GoNoGotutorial.exec-7489.GoNoGo_Tutorial"
