"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-4530.DevalQorder";"session.node-5357.conditionType";"session.node-6190.DevalQorder";"session.node-9235.conditionType";"trial.id";"trial.index";"trial.name";"trial.deval1.durationTime";"trial.deval1.endTime";"trial.deval1.icon";"trial.deval1.Resp_Attractive";"trial.deval1.Resp_Eat";"trial.deval1.Resp_Taste";"trial.deval1.RT_Attractive";"trial.deval1.RT_Eat";"trial.deval1.RT_Taste";"trial.deval1.startTime";"trial.deval1.stimulus type";"trial.devalPractice.durationTime";"trial.devalPractice.endTime";"trial.devalPractice.icon";"trial.devalPractice.Resp_Attractive";"trial.devalPractice.Resp_Eat";"trial.devalPractice.Resp_Taste";"trial.devalPractice.RT_Attractive";"trial.devalPractice.RT_Eat";"trial.devalPractice.RT_Taste";"trial.devalPractice.startTime";"trial.devalPractice.stimulus type";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.Error Type";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"38";"37";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-10-16 11:06:29.347";"NST_correctLoc";"15";"0";"FINISHED";"LEFT";"success";"339";"0";"2014-10-16 11:06:28.084";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"39";"38";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1258";"2014-10-16 11:06:31.890";"NST_correctLoc";"35";"0";"FINISHED";"LEFT";"success";"341";"0";"2014-10-16 11:06:30.627";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"40";"39";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1258";"2014-10-16 11:06:34.433";"NST_correctLoc";"18";"1";"FINISHED";"RIGHT";"success";"382";"0";"2014-10-16 11:06:33.169";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"41";"40";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:06:36.976";"NST_correctLoc";"27";"1";"FINISHED";"RIGHT";"success";"371";"0";"2014-10-16 11:06:35.712";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"42";"41";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-10-16 11:06:39.519";"NST_correctLoc";"11";"1";"FINISHED";"RIGHT";"success";"488";"0";"2014-10-16 11:06:38.255";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"43";"42";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-10-16 11:06:42.061";"NST_correctLoc";"0";"1";"FINISHED";"RIGHT";"success";"393";"0";"2014-10-16 11:06:40.798";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"44";"43";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-10-16 11:06:44.604";"NST_correctLoc";"17";"0";"FINISHED";"LEFT";"success";"426";"0";"2014-10-16 11:06:43.341";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"45";"44";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-10-16 11:06:47.147";"NST_correctLoc";"10";"0";"FINISHED";"LEFT";"success";"339";"0";"2014-10-16 11:06:45.883";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"46";"45";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1258";"2014-10-16 11:06:49.690";"NST_correctLoc";"19";"0";"FINISHED";"LEFT";"success";"333";"0";"2014-10-16 11:06:48.426";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"47";"46";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-10-16 11:06:52.233";"NST_correctLoc";"32";"1";"FINISHED";"RIGHT";"success";"405";"0";"2014-10-16 11:06:50.969";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"48";"47";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-10-16 11:06:54.775";"NST_correctLoc";"31";"0";"FINISHED";"LEFT";"success";"367";"0";"2014-10-16 11:06:53.512";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"49";"48";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-10-16 11:06:57.318";"NST_correctLoc";"4";"1";"FINISHED";"RIGHT";"success";"360";"0";"2014-10-16 11:06:56.055";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"50";"49";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1252";"2014-10-16 11:06:59.861";"NST_correctLoc";"7";"1";"FINISHED";"RIGHT";"success";"388";"0";"2014-10-16 11:06:58.597";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"51";"50";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-10-16 11:07:02.404";"NST_correctLoc";"29";"1";"FINISHED";"RIGHT";"success";"363";"0";"2014-10-16 11:07:01.140";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"52";"51";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:07:13.651";"NST_correctLoc";"1";"1";"FINISHED";"RIGHT";"success";"446";"0";"2014-10-16 11:07:12.388";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"53";"52";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:07:16.194";"NST_correctLoc";"7";"0";"FINISHED";"LEFT";"success";"320";"0";"2014-10-16 11:07:14.931";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"54";"53";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:07:18.737";"NST_correctLoc";"19";"0";"FINISHED";"LEFT";"success";"313";"0";"2014-10-16 11:07:17.473";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"55";"54";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:07:21.280";"NST_correctLoc";"10";"0";"FINISHED";"LEFT";"success";"354";"0";"2014-10-16 11:07:20.016";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"56";"55";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:07:23.823";"NST_correctLoc";"12";"1";"FINISHED";"RIGHT";"success";"371";"0";"2014-10-16 11:07:22.559";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"57";"56";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:07:26.365";"NST_correctLoc";"28";"1";"FINISHED";"RIGHT";"success";"357";"0";"2014-10-16 11:07:25.102";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"58";"57";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:07:28.908";"NST_correctLoc";"31";"0";"FINISHED";"LEFT";"success";"310";"0";"2014-10-16 11:07:27.645";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"59";"58";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:07:31.451";"NST_correctLoc";"30";"0";"FINISHED";"LEFT";"success";"351";"0";"2014-10-16 11:07:30.187";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"60";"59";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:07:33.994";"NST_correctLoc";"17";"1";"FINISHED";"RIGHT";"success";"416";"0";"2014-10-16 11:07:32.730";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"61";"60";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:07:36.537";"NST_correctLoc";"18";"1";"FINISHED";"RIGHT";"success";"385";"0";"2014-10-16 11:07:35.273";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"62";"61";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:07:39.157";"NST_correctLoc";"33";"1";"FINISHED";"RIGHT";"success";"333";"0";"2014-10-16 11:07:37.894";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"63";"62";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:07:41.700";"NST_correctLoc";"16";"1";"FINISHED";"RIGHT";"success";"382";"0";"2014-10-16 11:07:40.437";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"64";"63";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:07:44.243";"NST_correctLoc";"27";"0";"FINISHED";"LEFT";"success";"319";"0";"2014-10-16 11:07:42.979";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"65";"64";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:07:46.786";"NST_correctLoc";"0";"0";"FINISHED";"LEFT";"success";"432";"0";"2014-10-16 11:07:45.522";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"66";"65";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:07:49.329";"NST_correctLoc";"34";"1";"FINISHED";"RIGHT";"success";"433";"0";"2014-10-16 11:07:48.065";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"67";"66";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:07:51.871";"NST_correctLoc";"6";"0";"FINISHED";"LEFT";"success";"379";"0";"2014-10-16 11:07:50.608";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"68";"67";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:07:54.414";"NST_correctLoc";"22";"1";"FINISHED";"RIGHT";"success";"364";"0";"2014-10-16 11:07:53.151";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"69";"68";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:07:56.957";"NST_correctLoc";"9";"0";"FINISHED";"LEFT";"success";"349";"0";"2014-10-16 11:07:55.693";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"70";"69";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:07:59.500";"NST_correctLoc";"13";"1";"FINISHED";"RIGHT";"success";"342";"0";"2014-10-16 11:07:58.236";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"71";"70";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:08:02.043";"NST_correctLoc";"8";"1";"FINISHED";"RIGHT";"success";"383";"0";"2014-10-16 11:08:00.779";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"72";"71";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:08:04.585";"NST_correctLoc";"35";"1";"FINISHED";"RIGHT";"success";"360";"0";"2014-10-16 11:08:03.322";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"73";"72";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:08:07.128";"NST_correctLoc";"26";"1";"FINISHED";"RIGHT";"success";"354";"0";"2014-10-16 11:08:05.865";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"74";"73";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:08:09.671";"NST_correctLoc";"29";"1";"FINISHED";"RIGHT";"success";"371";"0";"2014-10-16 11:08:08.407";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"75";"74";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:08:12.214";"NST_correctLoc";"15";"0";"FINISHED";"LEFT";"success";"372";"0";"2014-10-16 11:08:10.950";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"76";"75";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:08:14.757";"NST_correctLoc";"11";"1";"FINISHED";"RIGHT";"success";"389";"0";"2014-10-16 11:08:13.493";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"77";"76";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:08:17.299";"NST_correctLoc";"23";"0";"FINISHED";"LEFT";"success";"326";"0";"2014-10-16 11:08:16.036";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"78";"77";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:08:19.842";"NST_correctLoc";"25";"1";"FINISHED";"RIGHT";"success";"343";"0";"2014-10-16 11:08:18.579";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"79";"78";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:08:22.385";"NST_correctLoc";"5";"1";"FINISHED";"RIGHT";"success";"393";"0";"2014-10-16 11:08:21.122";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"80";"79";"module.training_block2.exec-1318.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:08:24.928";"NST_correctLoc";"2";"0";"FINISHED";"LEFT";"success";"370";"0";"2014-10-16 11:08:23.664";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
