"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-4530.DevalQorder";"session.node-5357.conditionType";"session.node-6190.DevalQorder";"session.node-9235.conditionType";"trial.id";"trial.index";"trial.name";"trial.deval1.durationTime";"trial.deval1.endTime";"trial.deval1.icon";"trial.deval1.Resp_Attractive";"trial.deval1.Resp_Eat";"trial.deval1.Resp_Taste";"trial.deval1.RT_Attractive";"trial.deval1.RT_Eat";"trial.deval1.RT_Taste";"trial.deval1.startTime";"trial.deval1.stimulus type";"trial.devalPractice.durationTime";"trial.devalPractice.endTime";"trial.devalPractice.icon";"trial.devalPractice.Resp_Attractive";"trial.devalPractice.Resp_Eat";"trial.devalPractice.Resp_Taste";"trial.devalPractice.RT_Attractive";"trial.devalPractice.RT_Eat";"trial.devalPractice.RT_Taste";"trial.devalPractice.startTime";"trial.devalPractice.stimulus type";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.Error Type";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"11";"10";"module.GoNoGopractice.exec-7153.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1960";"2014-10-16 11:05:10.193";"34";"0";"FINISHED";"LEFT";"success";"485";"0";"2014-10-16 11:05:08.227";"3";;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"12";"11";"module.GoNoGopractice.exec-7153.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1957";"2014-10-16 11:05:13.547";"23";"1";"FINISHED";"RIGHT";"success";"448";"0";"2014-10-16 11:05:11.581";"3";;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"13";"12";"module.GoNoGopractice.exec-7153.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1958";"2014-10-16 11:05:16.792";"13";"0";"FINISHED";"LEFT";"success";"412";"0";"2014-10-16 11:05:14.826";"2";;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"14";"13";"module.GoNoGopractice.exec-7153.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1960";"2014-10-16 11:05:20.036";"3";"1";"FINISHED";"RIGHT";"success";"393";"0";"2014-10-16 11:05:18.071";"1";;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"15";"14";"module.GoNoGopractice.exec-7153.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1959";"2014-10-16 11:05:23.281";"27";"1";"FINISHED";"RIGHT";"success";"420";"0";"2014-10-16 11:05:21.316";"3";;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"16";"15";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1256";"2014-10-16 11:05:33.406";"NST_correctLoc";"30";"1";"FINISHED";"RIGHT";"success";"376";"0";"2014-10-16 11:05:32.142";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"17";"16";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-10-16 11:05:35.948";"NST_correctLoc";"26";"1";"FINISHED";"RIGHT";"success";"362";"0";"2014-10-16 11:05:34.685";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"18";"17";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-10-16 11:05:38.491";"NST_correctLoc";"24";"1";"FINISHED";"RIGHT";"success";"388";"0";"2014-10-16 11:05:37.228";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"19";"18";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1258";"2014-10-16 11:05:41.034";"NST_correctLoc";"5";"1";"FINISHED";"RIGHT";"success";"389";"0";"2014-10-16 11:05:39.770";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"20";"19";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1258";"2014-10-16 11:05:43.577";"NST_correctLoc";"25";"1";"FINISHED";"RIGHT";"success";"438";"0";"2014-10-16 11:05:42.313";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"21";"20";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1256";"2014-10-16 11:05:46.120";"NST_correctLoc";"14";"1";"FINISHED";"RIGHT";"success";"358";"0";"2014-10-16 11:05:44.856";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"22";"21";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1258";"2014-10-16 11:05:48.662";"NST_correctLoc";"28";"0";"FINISHED";"LEFT";"success";"368";"0";"2014-10-16 11:05:47.399";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"23";"22";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-10-16 11:05:51.205";"NST_correctLoc";"20";"0";"FINISHED";"LEFT";"success";"322";"0";"2014-10-16 11:05:49.942";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"24";"23";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:05:53.748";"NST_correctLoc";"3";"1";"FINISHED";"RIGHT";"success";"359";"0";"2014-10-16 11:05:52.484";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"25";"24";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-10-16 11:05:56.291";"NST_correctLoc";"2";"0";"FINISHED";"LEFT";"success";"347";"0";"2014-10-16 11:05:55.027";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"26";"25";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1258";"2014-10-16 11:05:58.834";"NST_correctLoc";"34";"1";"FINISHED";"RIGHT";"success";"406";"0";"2014-10-16 11:05:57.570";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"27";"26";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-10-16 11:06:01.376";"NST_correctLoc";"6";"0";"FINISHED";"LEFT";"success";"342";"0";"2014-10-16 11:06:00.113";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"28";"27";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:06:03.919";"NST_correctLoc";"23";"0";"FINISHED";"LEFT";"success";"435";"0";"2014-10-16 11:06:02.656";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"29";"28";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-10-16 11:06:06.462";"NST_correctLoc";"9";"0";"FINISHED";"LEFT";"success";"376";"0";"2014-10-16 11:06:05.198";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"30";"29";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-16 11:06:09.005";"NST_correctLoc";"21";"1";"FINISHED";"RIGHT";"success";"506";"0";"2014-10-16 11:06:07.741";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"31";"30";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-10-16 11:06:11.548";"NST_correctLoc";"13";"0";"FINISHED";"LEFT";"success";"351";"0";"2014-10-16 11:06:10.284";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"32";"31";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-10-16 11:06:14.090";"NST_correctLoc";"33";"1";"FINISHED";"RIGHT";"success";"484";"0";"2014-10-16 11:06:12.827";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"33";"32";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1256";"2014-10-16 11:06:16.633";"NST_correctLoc";"8";"0";"FINISHED";"LEFT";"success";"372";"0";"2014-10-16 11:06:15.370";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"34";"33";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1258";"2014-10-16 11:06:19.176";"NST_correctLoc";"1";"0";"FINISHED";"LEFT";"success";"551";"0";"2014-10-16 11:06:17.912";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"35";"34";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-10-16 11:06:21.719";"NST_correctLoc";"16";"1";"FINISHED";"RIGHT";"success";"407";"0";"2014-10-16 11:06:20.455";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"36";"35";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1258";"2014-10-16 11:06:24.262";"NST_correctLoc";"12";"0";"FINISHED";"LEFT";"success";"441";"0";"2014-10-16 11:06:22.998";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"C1412569";"1996";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-10-16 11:03:27.139";"2014-10-16 11:16:21.946";"1";;"0";"1";;"37";"36";"module.training_block1.exec-7657.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-10-16 11:06:26.805";"NST_correctLoc";"22";"1";"FINISHED";"RIGHT";"success";"394";"0";"2014-10-16 11:06:25.541";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
