"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-6799.DevalQorder";"session.node-8525.conditionType";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"91";"90";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-10-16 12:53:54.537";"ST_correctStop";"6";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:53:53.286";"1";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"92";"91";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-16 12:53:57.077";"ST_correctStop";"32";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:53:55.827";"3";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"93";"92";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-10-16 12:53:59.619";"ST_correctStop";"2";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:53:58.369";"1";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"94";"93";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1251";"2014-10-16 12:54:02.157";"NST_correctLoc";"16";"1";"FINISHED";"RIGHT";"success";"698";"0";"2014-10-16 12:54:00.906";"2";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"95";"94";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-16 12:54:04.697";"ST_correctStop";"4";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:54:03.446";"1";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"96";"95";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-16 12:54:07.240";"NST_correctLoc";"17";"1";"FINISHED";"RIGHT";"success";"649";"0";"2014-10-16 12:54:05.989";"2";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"97";"96";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-10-16 12:54:09.778";"NST_correctLoc";"11";"0";"FINISHED";"LEFT";"success";"1039";"0";"2014-10-16 12:54:08.528";"2";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"98";"97";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-16 12:54:12.313";"NST_correctLoc";"24";"1";"FINISHED";"RIGHT";"success";"586";"0";"2014-10-16 12:54:11.062";"3";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"99";"98";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-16 12:54:14.849";"NST_correctLoc";"21";"1";"FINISHED";"RIGHT";"success";"521";"0";"2014-10-16 12:54:13.598";"3";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"100";"99";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-10-16 12:54:17.387";"ST_correctStop";"8";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:54:16.136";"1";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"101";"100";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-16 12:54:19.923";"ST_correctStop";"5";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:54:18.672";"1";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"102";"101";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-16 12:54:22.461";"NST_correctLoc";"18";"0";"FINISHED";"LEFT";"success";"539";"0";"2014-10-16 12:54:21.210";"3";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"103";"102";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-16 12:54:24.987";"NST_correctLoc";"12";"0";"FINISHED";"LEFT";"success";"580";"0";"2014-10-16 12:54:23.736";"2";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"104";"103";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-16 12:54:27.526";"NST_correctLoc";"9";"0";"FINISHED";"LEFT";"success";"711";"0";"2014-10-16 12:54:26.275";"2";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"105";"104";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-10-16 12:54:30.068";"ST_correctStop";"28";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:54:28.818";"3";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"106";"105";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-10-16 12:54:32.607";"NST_correctLoc";"19";"0";"FINISHED";"LEFT";"success";"585";"0";"2014-10-16 12:54:31.356";"3";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"107";"106";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-16 12:54:35.146";"NST_correctLoc";"30";"0";"FINISHED";"LEFT";"success";"598";"0";"2014-10-16 12:54:33.896";"3";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"108";"107";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-16 12:54:37.691";"ST_correctStop";"20";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:54:36.440";"3";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"109";"108";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-10-16 12:54:40.227";"NST_correctLoc";"34";"1";"FINISHED";"RIGHT";"success";"509";"0";"2014-10-16 12:54:38.977";"3";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"110";"109";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-16 12:54:42.747";"ST_correctStop";"7";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:54:41.496";"1";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"111";"110";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-10-16 12:54:45.268";"ST_correctStop";"33";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:54:44.018";"3";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"112";"111";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-10-16 12:54:47.813";"NST_correctLoc";"10";"0";"FINISHED";"LEFT";"success";"577";"0";"2014-10-16 12:54:46.562";"2";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"113";"112";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1251";"2014-10-16 12:54:52.402";"ST_correctStop";"25";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:54:51.151";"3";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"114";"113";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-16 12:54:54.943";"NST_miss";"22";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-10-16 12:54:53.693";"3";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"115";"114";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-10-16 12:54:57.481";"NST_miss";"13";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-10-16 12:54:56.231";"2";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"116";"115";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-16 12:55:00.009";"ST_correctStop";"35";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:54:58.758";"3";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"117";"116";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-16 12:55:02.634";"NST_miss";"26";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-10-16 12:55:01.383";"3";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"118";"117";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-16 12:55:05.284";"ST_correctStop";"1";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:55:04.033";"1";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"119";"118";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-16 12:55:08.011";"ST_correctStop";"31";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:55:06.761";"3";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"120";"119";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1689";"2014-10-16 12:55:11.176";"NST_miss";"15";"0";"FINISHED";"NONE";"failure";"0";"0";"2014-10-16 12:55:09.487";"2";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"121";"120";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2014-10-16 12:55:13.934";"ST_correctStop";"3";"1";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:55:12.684";"1";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"122";"121";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-16 12:55:16.666";"ST_correctStop";"23";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:55:15.415";"3";;;;;;;;;;;;;;;;;;;;;
"alf1601";"1996";;"Windows 8";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 12:48:06.167";"";"0";"0";"1";"123";"122";"module.training_block3.exec-4430.GoNoGo3";;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2014-10-16 12:55:19.408";"ST_correctStop";"29";"0";"FINISHED";"NONE";"success";"0";"1";"2014-10-16 12:55:18.157";"3";;;;;;;;;;;;;;;;;;;;;
