"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-2291.conditionType";"session.node-6363.DevalQorder";"trial.id";"trial.index";"trial.name";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"11";"10";"module.GoNoGopractice.exec-2564.GoNoGo_Practice";;;;;;;;;;;;;"1960";"2014-10-16 13:34:04.299";"34";"0";"FINISHED";"LEFT";"success";"366";"0";"2014-10-16 13:34:02.334";"3";;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"12";"11";"module.GoNoGopractice.exec-2564.GoNoGo_Practice";;;;;;;;;;;;;"1959";"2014-10-16 13:34:07.544";"23";"1";"FINISHED";"RIGHT";"success";"936";"0";"2014-10-16 13:34:05.579";"3";;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"13";"12";"module.GoNoGopractice.exec-2564.GoNoGo_Practice";;;;;;;;;;;;;"1959";"2014-10-16 13:34:10.789";"13";"0";"FINISHED";"LEFT";"success";"363";"0";"2014-10-16 13:34:08.823";"2";;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"14";"13";"module.GoNoGopractice.exec-2564.GoNoGo_Practice";;;;;;;;;;;;;"1951";"2014-10-16 13:34:14.127";"3";"1";"FINISHED";"RIGHT";"success";"305";"0";"2014-10-16 13:34:12.162";"1";;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"15";"14";"module.GoNoGopractice.exec-2564.GoNoGo_Practice";;;;;;;;;;;;;"1959";"2014-10-16 13:34:17.372";"27";"1";"FINISHED";"RIGHT";"success";"444";"0";"2014-10-16 13:34:15.407";"3";;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"16";"15";"module.training_block1.exec-2110.GoNoGo1";"1256";"2014-10-16 13:34:23.519";"NST_correctLoc";"33";"1";"FINISHED";"RIGHT";"success";"986";"0";"2014-10-16 13:34:22.255";"3";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"17";"16";"module.training_block1.exec-2110.GoNoGo1";"1258";"2014-10-16 13:34:26.061";"NST_correctLoc";"16";"0";"FINISHED";"LEFT";"success";"541";"0";"2014-10-16 13:34:24.798";"2";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"18";"17";"module.training_block1.exec-2110.GoNoGo1";"1257";"2014-10-16 13:34:28.604";"NST_correctLoc";"21";"0";"FINISHED";"LEFT";"success";"406";"0";"2014-10-16 13:34:27.341";"3";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"19";"18";"module.training_block1.exec-2110.GoNoGo1";"1257";"2014-10-16 13:34:31.147";"NST_correctLoc";"6";"0";"FINISHED";"LEFT";"success";"495";"0";"2014-10-16 13:34:29.883";"1";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"20";"19";"module.training_block1.exec-2110.GoNoGo1";"1258";"2014-10-16 13:34:33.690";"NST_correctLoc";"11";"1";"FINISHED";"RIGHT";"success";"585";"0";"2014-10-16 13:34:32.426";"2";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"21";"20";"module.training_block1.exec-2110.GoNoGo1";"1257";"2014-10-16 13:34:36.233";"NST_correctLoc";"10";"1";"FINISHED";"RIGHT";"success";"362";"0";"2014-10-16 13:34:34.969";"2";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"22";"21";"module.training_block1.exec-2110.GoNoGo1";"1258";"2014-10-16 13:34:38.775";"NST_correctLoc";"5";"1";"FINISHED";"RIGHT";"success";"387";"0";"2014-10-16 13:34:37.512";"1";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"23";"22";"module.training_block1.exec-2110.GoNoGo1";"1258";"2014-10-16 13:34:41.318";"NST_correctLoc";"29";"1";"FINISHED";"RIGHT";"success";"372";"0";"2014-10-16 13:34:40.055";"3";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"24";"23";"module.training_block1.exec-2110.GoNoGo1";"1258";"2014-10-16 13:34:43.861";"NST_correctLoc";"24";"1";"FINISHED";"RIGHT";"success";"341";"0";"2014-10-16 13:34:42.597";"3";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"25";"24";"module.training_block1.exec-2110.GoNoGo1";"1258";"2014-10-16 13:34:46.404";"NST_correctLoc";"30";"0";"FINISHED";"LEFT";"success";"383";"0";"2014-10-16 13:34:45.140";"3";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"26";"25";"module.training_block1.exec-2110.GoNoGo1";"1261";"2014-10-16 13:34:48.947";"NST_correctLoc";"3";"0";"FINISHED";"LEFT";"success";"363";"0";"2014-10-16 13:34:47.683";"1";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"27";"26";"module.training_block1.exec-2110.GoNoGo1";"1257";"2014-10-16 13:34:51.489";"NST_correctLoc";"23";"0";"FINISHED";"LEFT";"success";"464";"0";"2014-10-16 13:34:50.226";"3";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"28";"27";"module.training_block1.exec-2110.GoNoGo1";"1252";"2014-10-16 13:34:54.032";"NST_correctLoc";"9";"0";"FINISHED";"LEFT";"success";"460";"0";"2014-10-16 13:34:52.769";"2";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"29";"28";"module.training_block1.exec-2110.GoNoGo1";"1257";"2014-10-16 13:34:56.575";"NST_correctLoc";"13";"0";"FINISHED";"LEFT";"success";"355";"0";"2014-10-16 13:34:55.311";"2";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"30";"29";"module.training_block1.exec-2110.GoNoGo1";"1257";"2014-10-16 13:34:59.118";"NST_correctLoc";"31";"1";"FINISHED";"RIGHT";"success";"500";"0";"2014-10-16 13:34:57.854";"3";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"31";"30";"module.training_block1.exec-2110.GoNoGo1";"1257";"2014-10-16 13:35:01.661";"NST_correctLoc";"32";"0";"FINISHED";"LEFT";"success";"565";"0";"2014-10-16 13:35:00.397";"3";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"32";"31";"module.training_block1.exec-2110.GoNoGo1";"1257";"2014-10-16 13:35:04.203";"NST_correctLoc";"8";"1";"FINISHED";"RIGHT";"success";"895";"0";"2014-10-16 13:35:02.940";"1";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"33";"32";"module.training_block1.exec-2110.GoNoGo1";"1257";"2014-10-16 13:35:06.746";"NST_correctLoc";"26";"1";"FINISHED";"RIGHT";"success";"520";"0";"2014-10-16 13:35:05.483";"3";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"34";"33";"module.training_block1.exec-2110.GoNoGo1";"1261";"2014-10-16 13:35:09.289";"NST_correctLoc";"27";"0";"FINISHED";"LEFT";"success";"349";"0";"2014-10-16 13:35:08.025";"3";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"35";"34";"module.training_block1.exec-2110.GoNoGo1";"1257";"2014-10-16 13:35:11.832";"NST_correctLoc";"0";"1";"FINISHED";"RIGHT";"success";"362";"0";"2014-10-16 13:35:10.568";"1";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"36";"35";"module.training_block1.exec-2110.GoNoGo1";"1258";"2014-10-16 13:35:14.375";"NST_correctLoc";"22";"1";"FINISHED";"RIGHT";"success";"547";"0";"2014-10-16 13:35:13.111";"3";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"37";"36";"module.training_block1.exec-2110.GoNoGo1";"1258";"2014-10-16 13:35:16.917";"NST_correctLoc";"19";"0";"FINISHED";"LEFT";"success";"341";"0";"2014-10-16 13:35:15.654";"3";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"38";"37";"module.training_block1.exec-2110.GoNoGo1";"1257";"2014-10-16 13:35:19.460";"NST_correctLoc";"14";"1";"FINISHED";"RIGHT";"success";"326";"0";"2014-10-16 13:35:18.197";"2";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"39";"38";"module.training_block1.exec-2110.GoNoGo1";"1258";"2014-10-16 13:35:22.003";"NST_correctLoc";"35";"1";"FINISHED";"RIGHT";"success";"375";"0";"2014-10-16 13:35:20.739";"3";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"40";"39";"module.training_block1.exec-2110.GoNoGo1";"1257";"2014-10-16 13:35:24.546";"NST_correctLoc";"18";"0";"FINISHED";"LEFT";"success";"384";"0";"2014-10-16 13:35:23.282";"3";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"41";"40";"module.training_block1.exec-2110.GoNoGo1";"1257";"2014-10-16 13:35:27.089";"NST_correctLoc";"17";"0";"FINISHED";"LEFT";"success";"345";"0";"2014-10-16 13:35:25.825";"2";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"42";"41";"module.training_block1.exec-2110.GoNoGo1";"1258";"2014-10-16 13:35:29.631";"NST_correctLoc";"28";"1";"FINISHED";"RIGHT";"success";"443";"0";"2014-10-16 13:35:28.368";"3";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"43";"42";"module.training_block1.exec-2110.GoNoGo1";"1258";"2014-10-16 13:35:32.174";"NST_correctLoc";"25";"1";"FINISHED";"RIGHT";"success";"476";"0";"2014-10-16 13:35:30.911";"3";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"44";"43";"module.training_block1.exec-2110.GoNoGo1";"1258";"2014-10-16 13:35:34.717";"NST_correctLoc";"1";"1";"FINISHED";"RIGHT";"success";"525";"0";"2014-10-16 13:35:33.453";"1";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"45";"44";"module.training_block1.exec-2110.GoNoGo1";"1257";"2014-10-16 13:35:37.260";"NST_correctLoc";"7";"1";"FINISHED";"RIGHT";"success";"470";"0";"2014-10-16 13:35:35.996";"1";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"46";"45";"module.training_block1.exec-2110.GoNoGo1";"1258";"2014-10-16 13:35:39.803";"NST_correctLoc";"20";"0";"FINISHED";"LEFT";"success";"447";"0";"2014-10-16 13:35:38.539";"3";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"47";"46";"module.training_block1.exec-2110.GoNoGo1";"1257";"2014-10-16 13:35:42.346";"NST_correctLoc";"15";"0";"FINISHED";"LEFT";"success";"472";"0";"2014-10-16 13:35:41.082";"2";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"48";"47";"module.training_block1.exec-2110.GoNoGo1";"1257";"2014-10-16 13:35:44.888";"NST_correctLoc";"4";"0";"FINISHED";"LEFT";"success";"385";"0";"2014-10-16 13:35:43.625";"1";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"49";"48";"module.training_block1.exec-2110.GoNoGo1";"1258";"2014-10-16 13:35:47.447";"NST_correctLoc";"12";"0";"FINISHED";"LEFT";"success";"331";"0";"2014-10-16 13:35:46.183";"2";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"50";"49";"module.training_block1.exec-2110.GoNoGo1";"1257";"2014-10-16 13:35:49.990";"NST_correctLoc";"2";"0";"FINISHED";"LEFT";"success";"468";"0";"2014-10-16 13:35:48.726";"1";;;;;;;;;;;;;;;;;;;;;
"1447446";;;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"1";"1";"2014-10-16 13:32:46.970";"2014-10-16 13:37:49.174";"1";"0";"1";"51";"50";"module.training_block1.exec-2110.GoNoGo1";"1258";"2014-10-16 13:35:52.532";"NST_correctLoc";"34";"1";"FINISHED";"RIGHT";"success";"406";"0";"2014-10-16 13:35:51.269";"3";;;;;;;;;;;;;;;;;;;;;
