"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-1682.conditionType";"session.node-8104.DevalQorder";"session.node-9084.conditionType";"session.node-9413.DevalQorder";"trial.id";"trial.index";"trial.name";"trial.deval1.durationTime";"trial.deval1.endTime";"trial.deval1.icon";"trial.deval1.Resp_Attractive";"trial.deval1.Resp_Eat";"trial.deval1.Resp_Taste";"trial.deval1.RT_Attractive";"trial.deval1.RT_Eat";"trial.deval1.RT_Taste";"trial.deval1.startTime";"trial.deval1.stimulus type";"trial.devalPractice.durationTime";"trial.devalPractice.endTime";"trial.devalPractice.icon";"trial.devalPractice.Resp_Attractive";"trial.devalPractice.Resp_Eat";"trial.devalPractice.Resp_Taste";"trial.devalPractice.RT_Attractive";"trial.devalPractice.RT_Eat";"trial.devalPractice.RT_Taste";"trial.devalPractice.startTime";"trial.devalPractice.stimulus type";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.Error Type";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"11";"10";"module.GoNoGopractice.exec-2911.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1960";"2014-09-29 14:39:22.180";"34";"0";"FINISHED";"LEFT";"success";"369";"0";"2014-09-29 14:39:20.215";"3";;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"12";"11";"module.GoNoGopractice.exec-2911.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1959";"2014-09-29 14:39:25.425";"23";"1";"FINISHED";"RIGHT";"success";"363";"0";"2014-09-29 14:39:23.459";"3";;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"13";"12";"module.GoNoGopractice.exec-2911.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1959";"2014-09-29 14:39:28.670";"13";"0";"FINISHED";"LEFT";"success";"343";"0";"2014-09-29 14:39:26.704";"2";;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"14";"13";"module.GoNoGopractice.exec-2911.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1960";"2014-09-29 14:39:31.915";"3";"1";"FINISHED";"RIGHT";"success";"331";"0";"2014-09-29 14:39:29.949";"1";;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"15";"14";"module.GoNoGopractice.exec-2911.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1959";"2014-09-29 14:39:35.159";"27";"1";"FINISHED";"RIGHT";"success";"421";"0";"2014-09-29 14:39:33.194";"3";;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"16";"15";"module.training_block1.exec-6432.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-09-29 14:39:42.226";"NST_correctLoc";"27";"1";"FINISHED";"RIGHT";"success";"367";"0";"2014-09-29 14:39:40.963";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"17";"16";"module.training_block1.exec-6432.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1256";"2014-09-29 14:39:44.769";"NST_correctLoc";"4";"0";"FINISHED";"LEFT";"success";"381";"0";"2014-09-29 14:39:43.505";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"18";"17";"module.training_block1.exec-6432.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-09-29 14:39:47.312";"NST_correctLoc";"13";"1";"FINISHED";"RIGHT";"success";"419";"0";"2014-09-29 14:39:46.048";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"19";"18";"module.training_block1.exec-6432.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-09-29 14:39:49.855";"NST_correctLoc";"24";"0";"FINISHED";"LEFT";"success";"352";"0";"2014-09-29 14:39:48.591";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"20";"19";"module.training_block1.exec-6432.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-09-29 14:39:52.398";"NST_correctLoc";"26";"0";"FINISHED";"LEFT";"success";"549";"0";"2014-09-29 14:39:51.134";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"21";"20";"module.training_block1.exec-6432.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-09-29 14:39:54.940";"NST_correctLoc";"7";"0";"FINISHED";"LEFT";"success";"378";"0";"2014-09-29 14:39:53.677";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"22";"21";"module.training_block1.exec-6432.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-09-29 14:39:57.483";"NST_correctLoc";"28";"1";"FINISHED";"RIGHT";"success";"436";"0";"2014-09-29 14:39:56.220";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"23";"22";"module.training_block1.exec-6432.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-09-29 14:40:00.026";"NST_correctLoc";"23";"0";"FINISHED";"LEFT";"success";"345";"0";"2014-09-29 14:39:58.762";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"24";"23";"module.training_block1.exec-6432.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-09-29 14:40:02.584";"NST_correctLoc";"15";"1";"FINISHED";"RIGHT";"success";"422";"0";"2014-09-29 14:40:01.321";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"25";"24";"module.training_block1.exec-6432.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-09-29 14:40:05.127";"NST_correctLoc";"8";"0";"FINISHED";"LEFT";"success";"367";"0";"2014-09-29 14:40:03.864";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"26";"25";"module.training_block1.exec-6432.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-09-29 14:40:07.670";"NST_correctLoc";"29";"1";"FINISHED";"RIGHT";"success";"377";"0";"2014-09-29 14:40:06.406";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"27";"26";"module.training_block1.exec-6432.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-09-29 14:40:10.213";"NST_correctLoc";"20";"1";"FINISHED";"RIGHT";"success";"354";"0";"2014-09-29 14:40:08.949";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"28";"27";"module.training_block1.exec-6432.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1258";"2014-09-29 14:40:12.756";"NST_correctLoc";"25";"1";"FINISHED";"RIGHT";"success";"443";"0";"2014-09-29 14:40:11.492";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"29";"28";"module.training_block1.exec-6432.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-09-29 14:40:15.298";"NST_correctLoc";"2";"0";"FINISHED";"LEFT";"success";"592";"0";"2014-09-29 14:40:14.035";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"30";"29";"module.training_block1.exec-6432.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1256";"2014-09-29 14:40:17.841";"NST_correctLoc";"17";"1";"FINISHED";"RIGHT";"success";"460";"0";"2014-09-29 14:40:16.578";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"31";"30";"module.training_block1.exec-6432.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1259";"2014-09-29 14:40:20.384";"NST_correctLoc";"10";"1";"FINISHED";"RIGHT";"success";"344";"0";"2014-09-29 14:40:19.120";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"32";"31";"module.training_block1.exec-6432.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-09-29 14:40:22.927";"NST_correctLoc";"11";"1";"FINISHED";"RIGHT";"success";"368";"0";"2014-09-29 14:40:21.663";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"33";"32";"module.training_block1.exec-6432.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1258";"2014-09-29 14:40:25.470";"NST_correctLoc";"33";"1";"FINISHED";"RIGHT";"success";"401";"0";"2014-09-29 14:40:24.206";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"34";"33";"module.training_block1.exec-6432.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1258";"2014-09-29 14:40:28.012";"NST_wrongLoc";"18";"0";"FINISHED";"RIGHT";"failure";"426";"0";"2014-09-29 14:40:26.749";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"35";"34";"module.training_block1.exec-6432.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1261";"2014-09-29 14:40:30.555";"NST_correctLoc";"3";"0";"FINISHED";"LEFT";"success";"439";"0";"2014-09-29 14:40:29.292";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"36";"35";"module.training_block1.exec-6432.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-09-29 14:40:33.098";"NST_miss";"12";"1";"FINISHED";"NONE";"failure";"0";"0";"2014-09-29 14:40:31.834";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"e1r2m3";"1995";;"Windows 7";"Rachel's Experiment (D.T.)";"1.0";"2";"1";"1";"2";"2";"2";"2014-09-29 14:38:04.726";"2014-09-29 14:54:01.008";"1";"0";;;"1";"37";"36";"module.training_block1.exec-6432.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;"1257";"2014-09-29 14:40:35.641";"NST_correctLoc";"0";"0";"FINISHED";"LEFT";"success";"581";"0";"2014-09-29 14:40:34.377";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
