"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-2546.conditionType";"session.node-2860.DPorder";"trial.id";"trial.index";"trial.name";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"c1221430";;;"Mac OS X";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-10 13:21:34.959";"2015-02-10 13:23:12.230";"1";"1";"3";"1";"0";"module.GoNoGotutorial.exec-1267.GoNoGo_Tutorial";;;;;;;;;;;;"4006";"2015-02-10 13:22:34.808";"leftResponse";"0";"FINISHED";"LEFT";"success";"1069";"0";"2015-02-10 13:22:30.802"
"c1221430";;;"Mac OS X";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-10 13:21:34.959";"2015-02-10 13:23:12.230";"1";"1";"3";"2";"1";"module.GoNoGotutorial.exec-1267.GoNoGo_Tutorial";;;;;;;;;;;;"4005";"2015-02-10 13:22:40.118";"rightResponse";"1";"FINISHED";"RIGHT";"success";"3422";"0";"2015-02-10 13:22:36.113"
"c1221430";;;"Mac OS X";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-10 13:21:34.959";"2015-02-10 13:23:12.230";"1";"1";"3";"3";"2";"module.GoNoGotutorial.exec-1267.GoNoGo_Tutorial";;;;;;;;;;;;"4001";"2015-02-10 13:22:45.427";"signalResponse";"0";"FINISHED";"LEFT";"failure";"470";"1";"2015-02-10 13:22:41.425"
"c1221430";;;"Mac OS X";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-10 13:21:34.959";"2015-02-10 13:23:12.230";"1";"1";"3";"4";"3";"module.GoNoGopractice.exec-9652.GoNoGo_Practice";"1966";"2015-02-10 13:22:52.969";"18";"0";"FINISHED";"LEFT";"success";"413";"0";"2015-02-10 13:22:51.002";"3";;;;;;;;;;
"c1221430";;;"Mac OS X";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-10 13:21:34.959";"2015-02-10 13:23:12.230";"1";"1";"3";"5";"4";"module.GoNoGopractice.exec-9652.GoNoGo_Practice";"1962";"2015-02-10 13:22:56.230";"21";"1";"FINISHED";"RIGHT";"success";"276";"0";"2015-02-10 13:22:54.268";"3";;;;;;;;;;
"c1221430";;;"Mac OS X";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-10 13:21:34.959";"2015-02-10 13:23:12.230";"1";"1";"3";"6";"5";"module.GoNoGopractice.exec-9652.GoNoGo_Practice";"1961";"2015-02-10 13:22:59.489";"14";"1";"FINISHED";"NONE";"success";"0";"1";"2015-02-10 13:22:57.528";"2";;;;;;;;;;
"c1221430";;;"Mac OS X";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-10 13:21:34.959";"2015-02-10 13:23:12.230";"1";"1";"3";"7";"6";"module.GoNoGopractice.exec-9652.GoNoGo_Practice";"1962";"2015-02-10 13:23:02.747";"26";"0";"FINISHED";"LEFT";"success";"519";"0";"2015-02-10 13:23:00.784";"3";;;;;;;;;;
"c1221430";;;"Mac OS X";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-10 13:21:34.959";"2015-02-10 13:23:12.230";"1";"1";"3";"8";"7";"module.GoNoGopractice.exec-9652.GoNoGo_Practice";"1960";"2015-02-10 13:23:06.005";"2";"0";"FINISHED";"RIGHT";"failure";"819";"0";"2015-02-10 13:23:04.044";"1";;;;;;;;;;
"c1221430";;;"Mac OS X";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-10 13:21:34.959";"2015-02-10 13:23:12.230";"1";"1";"3";"9";"8";"module.GoNoGopractice.exec-9652.GoNoGo_Practice";"1965";"2015-02-10 13:23:09.268";"30";"0";"FINISHED";"LEFT";"failure";"506";"1";"2015-02-10 13:23:07.302";"3";;;;;;;;;;
"c1221430";;;"Mac OS X";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-10 13:21:34.959";"2015-02-10 13:23:12.230";"1";"1";"3";"10";"9";"module.GoNoGopractice.exec-9652.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;
