"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-2099.conditionType";"session.node-8478.DPorder";"trial.id";"trial.index";"trial.name";"trial.DP_practice.durationTime";"trial.DP_practice.endTime";"trial.DP_practice.outcome";"trial.DP_practice.probeLoc";"trial.DP_practice.response";"trial.DP_practice.result";"trial.DP_practice.RT";"trial.DP_practice.startTime";"trial.DP_practice.stimDuration";"trial.DP_practice.wordLeft";"trial.DP_practice.wordRight";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.Error Type";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"31";"30";"module.training_block1.exec-5772.GoNoGo1";;;;;;;;;;;;"1249";"2015-02-12 19:41:43.885";"NST_wrongLoc";"21";"1";"FINISHED";"LEFT";"failure";"318";"0";"2015-02-12 19:41:42.635";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"32";"31";"module.training_block1.exec-5772.GoNoGo1";;;;;;;;;;;;"1249";"2015-02-12 19:41:46.480";"NST_correctLoc";"5";"1";"FINISHED";"RIGHT";"success";"297";"0";"2015-02-12 19:41:45.230";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"33";"32";"module.training_block1.exec-5772.GoNoGo1";;;;;;;;;;;;"1250";"2015-02-12 19:41:49.031";"NST_correctLoc";"24";"0";"FINISHED";"LEFT";"success";"251";"0";"2015-02-12 19:41:47.780";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"34";"33";"module.training_block1.exec-5772.GoNoGo1";;;;;;;;;;;;"1249";"2015-02-12 19:41:51.586";"NST_correctLoc";"32";"1";"FINISHED";"RIGHT";"success";"252";"0";"2015-02-12 19:41:50.336";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"35";"34";"module.training_block1.exec-5772.GoNoGo1";;;;;;;;;;;;"1250";"2015-02-12 19:41:54.141";"NST_correctLoc";"23";"0";"FINISHED";"LEFT";"success";"254";"0";"2015-02-12 19:41:52.891";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"36";"35";"module.training_block1.exec-5772.GoNoGo1";;;;;;;;;;;;"1249";"2015-02-12 19:41:56.730";"NST_correctLoc";"15";"1";"FINISHED";"RIGHT";"success";"236";"0";"2015-02-12 19:41:55.480";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"37";"36";"module.training_block1.exec-5772.GoNoGo1";;;;;;;;;;;;"1249";"2015-02-12 19:41:59.271";"NST_correctLoc";"13";"0";"FINISHED";"LEFT";"success";"291";"0";"2015-02-12 19:41:58.021";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"38";"37";"module.training_block1.exec-5772.GoNoGo1";;;;;;;;;;;;"1249";"2015-02-12 19:42:01.852";"NST_correctLoc";"16";"1";"FINISHED";"RIGHT";"success";"283";"0";"2015-02-12 19:42:00.602";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"39";"38";"module.training_block1.exec-5772.GoNoGo1";;;;;;;;;;;;"1249";"2015-02-12 19:42:04.398";"NST_correctLoc";"22";"0";"FINISHED";"LEFT";"success";"256";"0";"2015-02-12 19:42:03.148";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"40";"39";"module.training_block1.exec-5772.GoNoGo1";;;;;;;;;;;;"1249";"2015-02-12 19:42:06.950";"NST_correctLoc";"30";"0";"FINISHED";"LEFT";"success";"304";"0";"2015-02-12 19:42:05.700";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"41";"40";"module.training_block1.exec-5772.GoNoGo1";;;;;;;;;;;;"1249";"2015-02-12 19:42:09.510";"NST_correctLoc";"28";"0";"FINISHED";"LEFT";"success";"269";"0";"2015-02-12 19:42:08.260";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"42";"41";"module.training_block1.exec-5772.GoNoGo1";;;;;;;;;;;;"1249";"2015-02-12 19:42:12.056";"NST_correctLoc";"27";"1";"FINISHED";"RIGHT";"success";"338";"0";"2015-02-12 19:42:10.806";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"43";"42";"module.training_block1.exec-5772.GoNoGo1";;;;;;;;;;;;"1249";"2015-02-12 19:42:14.661";"NST_correctLoc";"0";"0";"FINISHED";"LEFT";"success";"300";"0";"2015-02-12 19:42:13.411";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"44";"43";"module.training_block1.exec-5772.GoNoGo1";;;;;;;;;;;;"1249";"2015-02-12 19:42:17.217";"NST_correctLoc";"19";"1";"FINISHED";"RIGHT";"success";"278";"0";"2015-02-12 19:42:15.967";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"45";"44";"module.training_block1.exec-5772.GoNoGo1";;;;;;;;;;;;"1249";"2015-02-12 19:42:19.765";"NST_correctLoc";"2";"0";"FINISHED";"LEFT";"success";"257";"0";"2015-02-12 19:42:18.515";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"46";"45";"module.training_block1.exec-5772.GoNoGo1";;;;;;;;;;;;"1250";"2015-02-12 19:42:22.315";"NST_correctLoc";"3";"1";"FINISHED";"RIGHT";"success";"271";"0";"2015-02-12 19:42:21.065";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"47";"46";"module.training_block1.exec-5772.GoNoGo1";;;;;;;;;;;;"1250";"2015-02-12 19:42:24.888";"NST_correctLoc";"20";"0";"FINISHED";"LEFT";"success";"279";"0";"2015-02-12 19:42:23.638";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"48";"47";"module.training_block1.exec-5772.GoNoGo1";;;;;;;;;;;;"1249";"2015-02-12 19:42:27.430";"NST_correctLoc";"6";"1";"FINISHED";"RIGHT";"success";"275";"0";"2015-02-12 19:42:26.180";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"49";"48";"module.training_block1.exec-5772.GoNoGo1";;;;;;;;;;;;"1249";"2015-02-12 19:42:30.023";"NST_correctLoc";"17";"0";"FINISHED";"LEFT";"success";"248";"0";"2015-02-12 19:42:28.773";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"50";"49";"module.training_block1.exec-5772.GoNoGo1";;;;;;;;;;;;"1249";"2015-02-12 19:42:32.582";"NST_correctLoc";"33";"1";"FINISHED";"RIGHT";"success";"253";"0";"2015-02-12 19:42:31.331";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"51";"50";"module.training_block1.exec-5772.GoNoGo1";;;;;;;;;;;;"1249";"2015-02-12 19:42:35.137";"NST_correctLoc";"29";"0";"FINISHED";"LEFT";"success";"279";"0";"2015-02-12 19:42:33.887";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"52";"51";"module.training_block2.exec-8992.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;"1250";"2015-02-12 19:42:49.266";"NST_correctLoc";"10";"0";"FINISHED";"LEFT";"success";"294";"0";"2015-02-12 19:42:48.016";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"53";"52";"module.training_block2.exec-8992.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-12 19:42:51.807";"NST_correctLoc";"4";"1";"FINISHED";"RIGHT";"success";"273";"0";"2015-02-12 19:42:50.557";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"54";"53";"module.training_block2.exec-8992.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-12 19:42:54.352";"NST_correctLoc";"19";"0";"FINISHED";"LEFT";"success";"287";"0";"2015-02-12 19:42:53.102";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"55";"54";"module.training_block2.exec-8992.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-12 19:42:56.902";"NST_correctLoc";"7";"1";"FINISHED";"RIGHT";"success";"264";"0";"2015-02-12 19:42:55.652";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"56";"55";"module.training_block2.exec-8992.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;"1250";"2015-02-12 19:42:59.449";"NST_correctLoc";"0";"0";"FINISHED";"LEFT";"success";"300";"0";"2015-02-12 19:42:58.199";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"57";"56";"module.training_block2.exec-8992.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-12 19:43:01.994";"NST_correctLoc";"14";"1";"FINISHED";"RIGHT";"success";"236";"0";"2015-02-12 19:43:00.744";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"58";"57";"module.training_block2.exec-8992.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;"1250";"2015-02-12 19:43:04.534";"NST_correctLoc";"25";"0";"FINISHED";"LEFT";"success";"255";"0";"2015-02-12 19:43:03.284";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"59";"58";"module.training_block2.exec-8992.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-12 19:43:07.079";"NST_correctLoc";"21";"1";"FINISHED";"RIGHT";"success";"285";"0";"2015-02-12 19:43:05.829";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"60";"59";"module.training_block2.exec-8992.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-12 19:43:09.630";"NST_correctLoc";"24";"1";"FINISHED";"RIGHT";"success";"326";"0";"2015-02-12 19:43:08.380";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"61";"60";"module.training_block2.exec-8992.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-12 19:43:12.167";"NST_correctLoc";"15";"0";"FINISHED";"LEFT";"success";"277";"0";"2015-02-12 19:43:10.917";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"62";"61";"module.training_block2.exec-8992.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;"1250";"2015-02-12 19:43:14.708";"NST_correctLoc";"6";"1";"FINISHED";"RIGHT";"success";"231";"0";"2015-02-12 19:43:13.458";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"63";"62";"module.training_block2.exec-8992.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;"1250";"2015-02-12 19:43:17.253";"NST_correctLoc";"13";"1";"FINISHED";"RIGHT";"success";"272";"0";"2015-02-12 19:43:16.003";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"64";"63";"module.training_block2.exec-8992.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;"1250";"2015-02-12 19:43:19.796";"NST_correctLoc";"27";"1";"FINISHED";"RIGHT";"success";"296";"0";"2015-02-12 19:43:18.546";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"65";"64";"module.training_block2.exec-8992.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;"1250";"2015-02-12 19:43:22.336";"NST_correctLoc";"35";"1";"FINISHED";"RIGHT";"success";"328";"0";"2015-02-12 19:43:21.086";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"66";"65";"module.training_block2.exec-8992.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;"1250";"2015-02-12 19:43:24.890";"NST_correctLoc";"32";"1";"FINISHED";"RIGHT";"success";"289";"0";"2015-02-12 19:43:23.639";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"67";"66";"module.training_block2.exec-8992.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;"1250";"2015-02-12 19:43:27.430";"NST_correctLoc";"5";"0";"FINISHED";"LEFT";"success";"297";"0";"2015-02-12 19:43:26.180";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"68";"67";"module.training_block2.exec-8992.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;"1250";"2015-02-12 19:43:29.970";"NST_correctLoc";"11";"0";"FINISHED";"LEFT";"success";"288";"0";"2015-02-12 19:43:28.719";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"69";"68";"module.training_block2.exec-8992.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-12 19:43:32.511";"NST_correctLoc";"8";"1";"FINISHED";"RIGHT";"success";"206";"0";"2015-02-12 19:43:31.261";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"70";"69";"module.training_block2.exec-8992.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-12 19:43:35.051";"NST_correctLoc";"9";"1";"FINISHED";"RIGHT";"success";"282";"0";"2015-02-12 19:43:33.801";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"71";"70";"module.training_block2.exec-8992.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-12 19:43:37.587";"NST_correctLoc";"17";"1";"FINISHED";"RIGHT";"success";"268";"0";"2015-02-12 19:43:36.337";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"72";"71";"module.training_block2.exec-8992.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;"1250";"2015-02-12 19:43:40.130";"NST_correctLoc";"2";"1";"FINISHED";"RIGHT";"success";"295";"0";"2015-02-12 19:43:38.880";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"73";"72";"module.training_block2.exec-8992.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;"1250";"2015-02-12 19:43:42.677";"NST_correctLoc";"22";"1";"FINISHED";"RIGHT";"success";"272";"0";"2015-02-12 19:43:41.426";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"74";"73";"module.training_block2.exec-8992.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;"1250";"2015-02-12 19:43:45.218";"NST_correctLoc";"20";"1";"FINISHED";"RIGHT";"success";"270";"0";"2015-02-12 19:43:43.968";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p1a2r3i4s5";"1992";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-12 19:38:58.220";"2015-02-12 19:51:08.988";"1";"0";"2";"75";"74";"module.training_block2.exec-8992.GoNoGo2";;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-12 19:43:47.754";"NST_correctLoc";"1";"1";"FINISHED";"RIGHT";"success";"285";"0";"2015-02-12 19:43:46.504";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
