"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-4432.DPorder";"session.node-6596.conditionType";"trial.id";"trial.index";"trial.name";"trial.DP_block1.durationTime";"trial.DP_block1.endTime";"trial.DP_block1.outcome";"trial.DP_block1.probeLoc";"trial.DP_block1.response";"trial.DP_block1.result";"trial.DP_block1.RT";"trial.DP_block1.startTime";"trial.DP_block1.stimDuration";"trial.DP_block1.wordLeft";"trial.DP_block1.wordRight";"trial.DP_block2.durationTime";"trial.DP_block2.endTime";"trial.DP_block2.outcome";"trial.DP_block2.probeLoc";"trial.DP_block2.response";"trial.DP_block2.result";"trial.DP_block2.RT";"trial.DP_block2.startTime";"trial.DP_block2.stimDuration";"trial.DP_block2.wordLeft";"trial.DP_block2.wordRight";"trial.DP_block3.durationTime";"trial.DP_block3.endTime";"trial.DP_block3.outcome";"trial.DP_block3.probeLoc";"trial.DP_block3.response";"trial.DP_block3.result";"trial.DP_block3.RT";"trial.DP_block3.startTime";"trial.DP_block3.stimDuration";"trial.DP_block3.wordLeft";"trial.DP_block3.wordRight";"trial.DP_block4.durationTime";"trial.DP_block4.endTime";"trial.DP_block4.outcome";"trial.DP_block4.probeLoc";"trial.DP_block4.response";"trial.DP_block4.result";"trial.DP_block4.RT";"trial.DP_block4.startTime";"trial.DP_block4.stimDuration";"trial.DP_block4.wordLeft";"trial.DP_block4.wordRight";"trial.DP_practice.durationTime";"trial.DP_practice.endTime";"trial.DP_practice.outcome";"trial.DP_practice.probeLoc";"trial.DP_practice.response";"trial.DP_practice.result";"trial.DP_practice.RT";"trial.DP_practice.startTime";"trial.DP_practice.stimDuration";"trial.DP_practice.wordLeft";"trial.DP_practice.wordRight";"trial.GoNoGo1.durationTime";"trial.GoNoGo1.endTime";"trial.GoNoGo1.Error Type";"trial.GoNoGo1.icon";"trial.GoNoGo1.location";"trial.GoNoGo1.outcome";"trial.GoNoGo1.response";"trial.GoNoGo1.result";"trial.GoNoGo1.RT";"trial.GoNoGo1.signal";"trial.GoNoGo1.startTime";"trial.GoNoGo1.stimulus type";"trial.GoNoGo2.durationTime";"trial.GoNoGo2.endTime";"trial.GoNoGo2.Error Type";"trial.GoNoGo2.icon";"trial.GoNoGo2.location";"trial.GoNoGo2.outcome";"trial.GoNoGo2.response";"trial.GoNoGo2.result";"trial.GoNoGo2.RT";"trial.GoNoGo2.signal";"trial.GoNoGo2.startTime";"trial.GoNoGo2.stimulus type";"trial.GoNoGo3.durationTime";"trial.GoNoGo3.endTime";"trial.GoNoGo3.Error Type";"trial.GoNoGo3.icon";"trial.GoNoGo3.location";"trial.GoNoGo3.outcome";"trial.GoNoGo3.response";"trial.GoNoGo3.result";"trial.GoNoGo3.RT";"trial.GoNoGo3.signal";"trial.GoNoGo3.startTime";"trial.GoNoGo3.stimulus type";"trial.GoNoGo4.durationTime";"trial.GoNoGo4.endTime";"trial.GoNoGo4.Error Type";"trial.GoNoGo4.icon";"trial.GoNoGo4.location";"trial.GoNoGo4.outcome";"trial.GoNoGo4.response";"trial.GoNoGo4.result";"trial.GoNoGo4.RT";"trial.GoNoGo4.signal";"trial.GoNoGo4.startTime";"trial.GoNoGo4.stimulus type";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"1";"0";"module.GoNoGotutorial.exec-3443.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4003";"2015-02-13 00:23:11.073";"leftResponse";"0";"FINISHED";"LEFT";"success";"1224";"0";"2015-02-13 00:23:07.070"
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"2";"1";"module.GoNoGotutorial.exec-3443.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"4000";"2015-02-13 00:23:16.408";"rightResponse";"1";"FINISHED";"RIGHT";"success";"935";"0";"2015-02-13 00:23:12.408"
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"3";"2";"module.GoNoGotutorial.exec-3443.GoNoGo_Tutorial";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"3999";"2015-02-13 00:23:21.735";"signalResponse";"0";"FINISHED";"NONE";"success";"0";"1";"2015-02-13 00:23:17.735"
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"4";"3";"module.GoNoGopractice.exec-9820.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1974";"2015-02-13 00:23:30.890";"18";"0";"FINISHED";"LEFT";"success";"586";"0";"2015-02-13 00:23:28.915";"3";;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"5";"4";"module.GoNoGopractice.exec-9820.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1955";"2015-02-13 00:23:34.163";"21";"1";"FINISHED";"RIGHT";"success";"486";"0";"2015-02-13 00:23:32.207";"3";;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"6";"5";"module.GoNoGopractice.exec-9820.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1969";"2015-02-13 00:23:37.443";"14";"1";"FINISHED";"NONE";"success";"0";"1";"2015-02-13 00:23:35.473";"2";;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"7";"6";"module.GoNoGopractice.exec-9820.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1954";"2015-02-13 00:23:40.714";"26";"0";"FINISHED";"LEFT";"success";"501";"0";"2015-02-13 00:23:38.758";"3";;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"8";"7";"module.GoNoGopractice.exec-9820.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1955";"2015-02-13 00:23:43.982";"2";"0";"FINISHED";"LEFT";"success";"496";"0";"2015-02-13 00:23:42.026";"1";;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"9";"8";"module.GoNoGopractice.exec-9820.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1962";"2015-02-13 00:23:47.255";"30";"0";"FINISHED";"LEFT";"failure";"490";"1";"2015-02-13 00:23:45.293";"3";;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"10";"9";"module.GoNoGopractice.exec-9820.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1958";"2015-02-13 00:23:50.531";"6";"1";"FINISHED";"NONE";"success";"0";"1";"2015-02-13 00:23:48.573";"1";;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"11";"10";"module.GoNoGopractice.exec-9820.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1953";"2015-02-13 00:23:53.790";"34";"0";"FINISHED";"LEFT";"success";"438";"0";"2015-02-13 00:23:51.836";"3";;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"12";"11";"module.GoNoGopractice.exec-9820.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1957";"2015-02-13 00:23:57.048";"23";"1";"FINISHED";"RIGHT";"success";"880";"0";"2015-02-13 00:23:55.090";"3";;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"13";"12";"module.GoNoGopractice.exec-9820.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1961";"2015-02-13 00:24:00.429";"13";"0";"FINISHED";"NONE";"success";"0";"1";"2015-02-13 00:23:58.467";"2";;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"14";"13";"module.GoNoGopractice.exec-9820.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1957";"2015-02-13 00:24:03.689";"3";"1";"FINISHED";"RIGHT";"success";"667";"0";"2015-02-13 00:24:01.732";"1";;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"15";"14";"module.GoNoGopractice.exec-9820.GoNoGo_Practice";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1955";"2015-02-13 00:24:06.953";"27";"1";"FINISHED";"NONE";"success";"0";"1";"2015-02-13 00:24:04.997";"3";;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"16";"15";"module.training_block1.exec-5637.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1252";"2015-02-13 00:24:13.951";"ST_correctStop";"5";"1";"FINISHED";"NONE";"success";"0";"1";"2015-02-13 00:24:12.699";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"17";"16";"module.training_block1.exec-5637.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-13 00:24:16.502";"NST_correctLoc";"13";"1";"FINISHED";"RIGHT";"success";"850";"0";"2015-02-13 00:24:15.252";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"18";"17";"module.training_block1.exec-5637.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2015-02-13 00:24:19.066";"ST_correctStop";"30";"1";"FINISHED";"NONE";"success";"0";"1";"2015-02-13 00:24:17.816";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"19";"18";"module.training_block1.exec-5637.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1250";"2015-02-13 00:24:21.614";"NST_correctLoc";"27";"1";"FINISHED";"RIGHT";"success";"784";"0";"2015-02-13 00:24:20.364";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"20";"19";"module.training_block1.exec-5637.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-13 00:24:24.213";"NST_correctLoc";"33";"1";"FINISHED";"RIGHT";"success";"519";"0";"2015-02-13 00:24:22.963";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"21";"20";"module.training_block1.exec-5637.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-13 00:24:26.772";"NST_correctLoc";"11";"0";"FINISHED";"LEFT";"success";"551";"0";"2015-02-13 00:24:25.522";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"22";"21";"module.training_block1.exec-5637.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-13 00:24:29.337";"ST_correctStop";"8";"0";"FINISHED";"NONE";"success";"0";"1";"2015-02-13 00:24:28.087";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"23";"22";"module.training_block1.exec-5637.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-13 00:24:31.894";"NST_correctLoc";"10";"1";"FINISHED";"RIGHT";"success";"1174";"0";"2015-02-13 00:24:30.644";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"24";"23";"module.training_block1.exec-5637.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-13 00:24:34.448";"ST_correctStop";"22";"1";"FINISHED";"NONE";"success";"0";"1";"2015-02-13 00:24:33.198";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"25";"24";"module.training_block1.exec-5637.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-13 00:24:37.005";"ST_correctStop";"21";"0";"FINISHED";"NONE";"success";"0";"1";"2015-02-13 00:24:35.755";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"26";"25";"module.training_block1.exec-5637.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-13 00:24:39.560";"NST_correctLoc";"12";"1";"FINISHED";"RIGHT";"success";"918";"0";"2015-02-13 00:24:38.310";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"27";"26";"module.training_block1.exec-5637.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-13 00:24:42.109";"ST_correctStop";"25";"0";"FINISHED";"NONE";"success";"0";"1";"2015-02-13 00:24:40.859";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"28";"27";"module.training_block1.exec-5637.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-13 00:24:44.672";"NST_correctLoc";"15";"1";"FINISHED";"RIGHT";"success";"938";"0";"2015-02-13 00:24:43.422";"2";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"29";"28";"module.training_block1.exec-5637.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1252";"2015-02-13 00:24:47.232";"ST_correctStop";"6";"0";"FINISHED";"NONE";"success";"0";"1";"2015-02-13 00:24:45.980";"1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"JZD9LH2";"1990";;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-13 00:21:56.843";"2015-02-13 00:49:54.533";"1";"4";"1";"30";"29";"module.training_block1.exec-5637.GoNoGo1";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"1249";"2015-02-13 00:24:49.783";"NST_correctLoc";"24";"1";"FINISHED";"RIGHT";"success";"906";"0";"2015-02-13 00:24:48.532";"3";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
