"user.name";"user.yearOfBirth";"user.sex";"user.osName";"module.name";"module.version";"module.online.subject.code";"module.online.study.id";"module.online.module.nr";"module.online.group.nr";"session.id";"session.index";"session.startTime";"session.endTime";"session.completed";"session.node-1941.conditionType";"session.node-3047.DPorder";"trial.id";"trial.index";"trial.name";"trial.GoNoGo_Practice.durationTime";"trial.GoNoGo_Practice.endTime";"trial.GoNoGo_Practice.icon";"trial.GoNoGo_Practice.location";"trial.GoNoGo_Practice.outcome";"trial.GoNoGo_Practice.response";"trial.GoNoGo_Practice.result";"trial.GoNoGo_Practice.RT";"trial.GoNoGo_Practice.signal";"trial.GoNoGo_Practice.startTime";"trial.GoNoGo_Practice.stimulus type";"trial.GoNoGo_Tutorial.durationTime";"trial.GoNoGo_Tutorial.endTime";"trial.GoNoGo_Tutorial.icon";"trial.GoNoGo_Tutorial.location";"trial.GoNoGo_Tutorial.outcome";"trial.GoNoGo_Tutorial.response";"trial.GoNoGo_Tutorial.result";"trial.GoNoGo_Tutorial.RT";"trial.GoNoGo_Tutorial.signal";"trial.GoNoGo_Tutorial.startTime"
"ruby";;;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-06 11:23:01.171";"2015-02-06 11:24:22.406";"1";"0";"5";"1";"0";"module.GoNoGotutorial.exec-6902.GoNoGo_Tutorial";;;;;;;;;;;;"4002";"2015-02-06 11:23:40.672";"leftResponse";"0";"FINISHED";"NONE";"failure";"0";"0";"2015-02-06 11:23:36.670"
"ruby";;;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-06 11:23:01.171";"2015-02-06 11:24:22.406";"1";"0";"5";"2";"1";"module.GoNoGotutorial.exec-6902.GoNoGo_Tutorial";;;;;;;;;;;;"3999";"2015-02-06 11:23:46.044";"rightResponse";"1";"FINISHED";"NONE";"failure";"0";"0";"2015-02-06 11:23:42.044"
"ruby";;;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-06 11:23:01.171";"2015-02-06 11:24:22.406";"1";"0";"5";"3";"2";"module.GoNoGotutorial.exec-6902.GoNoGo_Tutorial";;;;;;;;;;;;"3999";"2015-02-06 11:23:51.402";"quickResponse";"0";"FINISHED";"NONE";"failure";"0";"0";"2015-02-06 11:23:47.401"
"ruby";;;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-06 11:23:01.171";"2015-02-06 11:24:22.406";"1";"0";"5";"4";"3";"module.GoNoGopractice.exec-6069.GoNoGo_Practice";"1966";"2015-02-06 11:24:01.256";"18";"0";"FINISHED";"LEFT";"success";"366";"0";"2015-02-06 11:23:59.289";"3";;;;;;;;;;
"ruby";;;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-06 11:23:01.171";"2015-02-06 11:24:22.406";"1";"0";"5";"5";"4";"module.GoNoGopractice.exec-6069.GoNoGo_Practice";"1963";"2015-02-06 11:24:04.571";"21";"1";"FINISHED";"LEFT";"failure";"581";"0";"2015-02-06 11:24:02.608";"3";;;;;;;;;;
"ruby";;;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-06 11:23:01.171";"2015-02-06 11:24:22.406";"1";"0";"5";"6";"5";"module.GoNoGopractice.exec-6069.GoNoGo_Practice";"1961";"2015-02-06 11:24:07.880";"14";"1";"FINISHED";"NONE";"failure";"0";"0";"2015-02-06 11:24:05.919";"2";;;;;;;;;;
"ruby";;;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-06 11:23:01.171";"2015-02-06 11:24:22.406";"1";"0";"5";"7";"6";"module.GoNoGopractice.exec-6069.GoNoGo_Practice";"1953";"2015-02-06 11:24:11.194";"26";"0";"FINISHED";"LEFT";"success";"584";"0";"2015-02-06 11:24:09.240";"3";;;;;;;;;;
"ruby";;;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-06 11:23:01.171";"2015-02-06 11:24:22.406";"1";"0";"5";"8";"7";"module.GoNoGopractice.exec-6069.GoNoGo_Practice";"1953";"2015-02-06 11:24:14.514";"2";"0";"FINISHED";"LEFT";"success";"364";"0";"2015-02-06 11:24:12.560";"1";;;;;;;;;;
"ruby";;;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-06 11:23:01.171";"2015-02-06 11:24:22.406";"1";"0";"5";"9";"8";"module.GoNoGopractice.exec-6069.GoNoGo_Practice";"1953";"2015-02-06 11:24:17.821";"30";"0";"FINISHED";"LEFT";"success";"629";"0";"2015-02-06 11:24:15.867";"3";;;;;;;;;;
"ruby";;;"Windows 7";"Rachel's Experiment (DP)";"1.0";"3";"1";"1";"3";"1";"1";"2015-02-06 11:23:01.171";"2015-02-06 11:24:22.406";"1";"0";"5";"10";"9";"module.GoNoGopractice.exec-6069.GoNoGo_Practice";"1954";"2015-02-06 11:24:21.143";"6";"1";"FINISHED";"RIGHT";"success";"271";"0";"2015-02-06 11:24:19.189";"1";;;;;;;;;;
